Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
20,2023-09-25 17:23:00.500000,2023-09-25 17:23:11.485275,6.185,6.123,222.95,7.15,4.1165,4.505,0.7475
21,2023-09-25 17:23:00.525000,2023-09-25 17:23:11.512240,6.17,6.109,223.1,7.15,4.1125,4.487,0.742
22,2023-09-25 17:23:00.550000,2023-09-25 17:23:11.535584,6.141,6.0795,223.1,7.2,4.0885,4.47,0.74
23,2023-09-25 17:23:00.575000,2023-09-25 17:23:11.561474,6.136,6.087,222.95,6.65,4.0845,4.4865,0.688
24,2023-09-25 17:23:00.600000,2023-09-25 17:23:11.585308,6.0895,6.0445,222.7,6.5,4.036,4.4725,0.6615
25,2023-09-25 17:23:00.625000,2023-09-25 17:23:11.610284,5.908,5.865,223.1,6.35,3.951,4.309,0.6335
26,2023-09-25 17:23:00.650000,2023-09-25 17:23:11.635274,5.8015,5.7615,222.95,6.0,3.875,4.2375,0.592
27,2023-09-25 17:23:00.675000,2023-09-25 17:23:11.660265,5.657,5.6195,222.9,5.7,3.78,4.1315,0.551
28,2023-09-25 17:23:00.700000,2023-09-25 17:23:11.685276,5.479,5.4435,222.9,5.45,3.6745,3.9905,0.514
29,2023-09-25 17:23:00.725000,2023-09-25 17:23:11.710275,5.4405,5.405,222.4,5.5,3.6095,3.9925,0.5185
30,2023-09-25 17:23:00.750000,2023-09-25 17:23:11.735260,5.373,5.34,221.8,5.1,3.525,3.973,0.4785
31,2023-09-25 17:23:00.775000,2023-09-25 17:23:11.760288,5.2345,5.204,221.3,4.75,3.4095,3.883,0.435
32,2023-09-25 17:23:00.800000,2023-09-25 17:23:11.788434,5.107,5.0785,220.6,4.45,3.282,3.8115,0.3975
33,2023-09-25 17:23:00.825000,2023-09-25 17:23:11.810248,5.0765,5.0485,219.2,4.3,3.159,3.8565,0.381
34,2023-09-25 17:23:00.850000,2023-09-25 17:23:11.835253,5.0705,5.04,218.05,4.6,3.054,3.9135,0.4105
35,2023-09-25 17:23:00.875000,2023-09-25 17:23:11.860236,5.042,5.012,216.55,4.4,2.926,3.9525,0.391
36,2023-09-25 17:23:00.900000,2023-09-25 17:23:11.885250,4.995,4.9655,215.1,4.25,2.787,3.977,0.377
37,2023-09-25 17:23:00.925000,2023-09-25 17:23:11.910237,4.9875,4.9585,213.65,4.05,2.657,4.0325,0.357
38,2023-09-25 17:23:00.950000,2023-09-25 17:23:11.935230,4.9595,4.9315,211.95,3.85,2.5075,4.074,0.3365
39,2023-09-25 17:23:00.975000,2023-09-25 17:23:11.960220,4.9295,4.9025,210.6,3.6,2.399,4.1105,0.3155
40,2023-09-25 17:23:01,2023-09-25 17:23:11.985256,4.897,4.875,209.15,3.05,2.2745,4.1505,0.265
41,2023-09-25 17:23:01.025000,2023-09-25 17:23:12.010226,4.875,4.861,206.85,2.3,2.1205,4.224,0.2055
42,2023-09-25 17:23:01.050000,2023-09-25 17:23:12.035245,4.8945,4.884,205.2,2.05,2.024,4.3255,0.1915
43,2023-09-25 17:23:01.075000,2023-09-25 17:23:12.060234,4.8335,4.825,203.0,1.65,1.845,4.355,0.1555
44,2023-09-25 17:23:01.100000,2023-09-25 17:23:12.085233,4.731,4.725,201.5,1.25,1.699,4.3135,0.118
45,2023-09-25 17:23:01.125000,2023-09-25 17:23:12.110243,4.6385,4.6325,199.95,1.1,1.5775,4.28,0.1075
46,2023-09-25 17:23:01.150000,2023-09-25 17:23:12.135229,4.622,4.616,198.15,1.05,1.453,4.308,0.104
47,2023-09-25 17:23:01.175000,2023-09-25 17:23:12.160304,4.6345,4.6285,196.4,1.05,1.324,4.368,0.104
48,2023-09-25 17:23:01.200000,2023-09-25 17:23:12.185230,4.634,4.628,194.8,1.05,1.215,4.4095,0.104
49,2023-09-25 17:23:01.225000,2023-09-25 17:23:12.210285,4.538,4.533,193.3,0.8,1.0695,4.361,0.0775
50,2023-09-25 17:23:01.250000,2023-09-25 17:23:12.235218,4.5005,4.4955,192.25,0.8,0.983,4.351,0.0775
51,2023-09-25 17:23:01.275000,2023-09-25 17:23:12.260212,4.491,4.486,191.55,0.8,0.9275,4.359,0.0775
52,2023-09-25 17:23:01.300000,2023-09-25 17:23:12.285236,4.5235,4.515,190.55,1.25,0.8495,4.4045,0.12
53,2023-09-25 17:23:01.325000,2023-09-25 17:23:12.310213,4.4705,4.462,189.45,1.25,0.7545,4.366,0.12
54,2023-09-25 17:23:01.350000,2023-09-25 17:23:12.335215,4.4185,4.4125,188.45,0.85,0.656,4.336,0.081
55,2023-09-25 17:23:01.375000,2023-09-25 17:23:12.360220,4.4255,4.4195,187.85,0.85,0.6075,4.35,0.081
56,2023-09-25 17:23:01.400000,2023-09-25 17:23:12.385219,4.414,4.408,187.15,0.85,0.5455,4.3465,0.081
57,2023-09-25 17:23:01.425000,2023-09-25 17:23:12.410237,4.365,4.359,186.65,0.85,0.496,4.3025,0.081
58,2023-09-25 17:23:01.450000,2023-09-25 17:23:12.435204,4.346,4.34,186.25,0.85,0.462,4.286,0.081
59,2023-09-25 17:23:01.475000,2023-09-25 17:23:12.460211,4.3365,4.3305,185.25,0.85,0.384,4.289,0.081
60,2023-09-25 17:23:01.500000,2023-09-25 17:23:12.485229,4.379,4.373,184.4,0.85,0.3115,4.339,0.081
61,2023-09-25 17:23:01.525000,2023-09-25 17:23:12.510206,4.395,4.389,184.0,0.85,0.281,4.356,0.081
62,2023-09-25 17:23:01.550000,2023-09-25 17:23:12.535231,4.386,4.3825,182.75,0.45,0.172,4.3675,0.0425
63,2023-09-25 17:23:01.575000,2023-09-25 17:23:12.560209,4.453,4.4445,182.4,1.0,0.142,4.43,0.0935
64,2023-09-25 17:23:01.600000,2023-09-25 17:23:12.585230,4.5335,4.525,181.4,1.0,0.069,4.5085,0.0935
65,2023-09-25 17:23:01.625000,2023-09-25 17:23:12.610198,4.6685,4.66,179.75,1.0,-0.0425,4.6335,0.0935
66,2023-09-25 17:23:01.650000,2023-09-25 17:23:12.635188,4.666,4.6575,179.6,1.0,-0.0525,4.631,0.0935
67,2023-09-25 17:23:01.675000,2023-09-25 17:23:12.660301,4.615,4.6065,179.55,1.0,-0.058,4.5805,0.0935
68,2023-09-25 17:23:01.700000,2023-09-25 17:23:12.685221,4.639,4.6305,179.45,1.0,-0.064,4.6045,0.0935
69,2023-09-25 17:23:01.725000,2023-09-25 17:23:12.710179,4.6465,4.638,179.35,1.0,-0.0735,4.6125,0.0935
70,2023-09-25 17:23:01.750000,2023-09-25 17:23:12.735198,4.6325,4.624,179.0,1.0,-0.0975,4.6005,0.0935
71,2023-09-25 17:23:01.775000,2023-09-25 17:23:12.760195,4.6945,4.686,177.65,1.1,-0.218,4.6555,0.103
72,2023-09-25 17:23:01.800000,2023-09-25 17:23:12.785210,4.653,4.648,177.2,0.65,-0.2545,4.616,0.0605
73,2023-09-25 17:23:01.825000,2023-09-25 17:23:12.810197,4.635,4.63,177.2,0.65,-0.2555,4.5975,0.0605
74,2023-09-25 17:23:01.850000,2023-09-25 17:23:12.835191,4.547,4.542,177.15,0.65,-0.2605,4.5095,0.0605
75,2023-09-25 17:23:01.875000,2023-09-25 17:23:12.860226,4.4845,4.476,176.95,1.25,-0.2765,4.444,0.0975
76,2023-09-25 17:23:01.900000,2023-09-25 17:23:12.885233,4.465,4.4565,175.75,1.25,-0.3675,4.4055,0.0975
77,2023-09-25 17:23:01.925000,2023-09-25 17:23:12.910177,4.3925,4.384,174.5,1.25,-0.4325,4.32,0.0975
78,2023-09-25 17:23:01.950000,2023-09-25 17:23:12.935187,4.271,4.2625,174.35,1.25,-0.4375,4.1985,0.0975
79,2023-09-25 17:23:01.975000,2023-09-25 17:23:12.960194,4.18,4.1715,174.3,1.25,-0.439,4.107,0.0975
80,2023-09-25 17:23:02,2023-09-25 17:23:12.985175,4.0595,4.051,174.5,1.25,-0.4225,3.9865,0.0975
81,2023-09-25 17:23:02.025000,2023-09-25 17:23:13.010177,4.018,4.0095,174.6,1.25,-0.4145,3.945,0.0975
82,2023-09-25 17:23:02.050000,2023-09-25 17:23:13.035170,3.9265,3.918,174.8,1.25,-0.3975,3.8535,0.0975
83,2023-09-25 17:23:02.075000,2023-09-25 17:23:13.060316,3.829,3.8255,175.1,0.7,-0.374,3.761,0.0465
84,2023-09-25 17:23:02.100000,2023-09-25 17:23:13.085219,3.798,3.7905,175.8,1.25,-0.315,3.7295,0.089
85,2023-09-25 17:23:02.125000,2023-09-25 17:23:13.110175,3.7945,3.781,177.0,1.9,-0.2125,3.7325,0.145
86,2023-09-25 17:23:02.150000,2023-09-25 17:23:13.135188,3.818,3.8045,178.15,1.9,-0.128,3.7405,0.145
87,2023-09-25 17:23:02.175000,2023-09-25 17:23:13.160322,3.854,3.8405,179.15,1.9,-0.05,3.76,0.145
88,2023-09-25 17:23:02.200000,2023-09-25 17:23:13.185218,3.8565,3.843,180.25,1.9,0.0395,3.7405,0.145
89,2023-09-25 17:23:02.225000,2023-09-25 17:23:13.210163,3.8565,3.843,181.15,1.9,0.102,3.73,0.145
90,2023-09-25 17:23:02.250000,2023-09-25 17:23:13.235182,3.908,3.8945,182.25,1.9,0.1915,3.7625,0.145
91,2023-09-25 17:23:02.275000,2023-09-25 17:23:13.260271,3.856,3.8425,183.9,1.8,0.34,3.711,0.1355
92,2023-09-25 17:23:02.300000,2023-09-25 17:23:13.285218,3.8275,3.814,185.5,1.9,0.4515,3.6655,0.141
93,2023-09-25 17:23:02.325000,2023-09-25 17:23:13.310162,3.8625,3.849,186.8,1.95,0.55,3.6825,0.1445
94,2023-09-25 17:23:02.350000,2023-09-25 17:23:13.335164,3.921,3.9075,187.45,1.95,0.596,3.7355,0.1445
95,2023-09-25 17:23:02.375000,2023-09-25 17:23:13.360368,3.9155,3.9055,187.7,1.35,0.612,3.733,0.1075
96,2023-09-25 17:23:02.400000,2023-09-25 17:23:13.385195,3.891,3.8805,190.1,1.5,0.7805,3.7105,0.1175
97,2023-09-25 17:23:02.425000,2023-09-25 17:23:13.410178,3.947,3.9365,192.45,1.5,0.924,3.7625,0.1175
98,2023-09-25 17:23:02.450000,2023-09-25 17:23:13.435285,4.0785,4.068,193.75,1.6,1.0215,3.875,0.1235
99,2023-09-25 17:23:02.475000,2023-09-25 17:23:13.460258,4.185,4.174,195.1,1.75,1.1255,3.959,0.134
100,2023-09-25 17:23:02.500000,2023-09-25 17:23:13.489398,4.2375,4.2265,195.3,1.75,1.142,4.011,0.134
101,2023-09-25 17:23:02.525000,2023-09-25 17:23:13.510159,4.2645,4.2535,195.55,1.75,1.161,4.037,0.134
102,2023-09-25 17:23:02.550000,2023-09-25 17:23:13.535144,4.3055,4.2945,195.7,1.75,1.1715,4.0775,0.134
