Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2023-12-21 20:08:27.225,2023-12-21 20:08:27.289994,8.371,8.317,74.6,3.5,-7.937,-2.189,0.524
2023-12-21 20:08:27.250,2023-12-21 20:08:27.314994,8.287,8.248,76.1,2.4,-7.952,-1.953,0.36
2023-12-21 20:08:27.275,2023-12-21 20:08:27.340084,8.215,8.176,76.7,2.4,-7.909,-1.847,0.36
2023-12-21 20:08:27.300,2023-12-21 20:08:27.365011,8.26,8.239,77.2,1.2,-7.997,-1.789,0.185
2023-12-21 20:08:27.325,2023-12-21 20:08:27.390021,8.216,8.216,77.6,0.0,-7.993,-1.734,0.0
2023-12-21 20:08:27.350,2023-12-21 20:08:27.415037,8.133,8.133,77.6,0.0,-7.91,-1.716,0.0
2023-12-21 20:08:27.375,2023-12-21 20:08:27.440026,7.896,7.896,78.1,0.0,-7.697,-1.593,0.0
2023-12-21 20:08:27.400,2023-12-21 20:08:27.465009,7.62,7.62,77.7,0.0,-7.418,-1.619,0.0
2023-12-21 20:08:27.425,2023-12-21 20:08:27.490019,7.251,7.251,78.6,0.0,-7.057,-1.492,0.0
2023-12-21 20:08:27.450,2023-12-21 20:08:27.515014,6.988,6.988,79.8,0.0,-6.803,-1.33,0.0
2023-12-21 20:08:27.475,2023-12-21 20:08:27.540006,6.806,6.806,81.1,0.0,-6.622,-1.177,0.0
2023-12-21 20:08:27.500,2023-12-21 20:08:27.565001,6.617,6.617,83.0,0.0,-6.448,-0.933,0.0
2023-12-21 20:08:27.525,2023-12-21 20:08:27.590014,6.488,6.488,84.0,0.0,-6.337,-0.791,0.0
2023-12-21 20:08:27.550,2023-12-21 20:08:27.615023,6.106,6.106,86.0,0.0,-5.992,-0.505,0.0
2023-12-21 20:08:27.575,2023-12-21 20:08:27.640011,5.856,5.856,87.2,0.0,-5.782,-0.311,0.0
2023-12-21 20:08:27.600,2023-12-21 20:08:27.665003,5.748,5.748,87.9,0.0,-5.703,-0.199,0.0
2023-12-21 20:08:27.625,2023-12-21 20:08:27.690020,5.515,5.497,91.7,1.9,-5.426,0.054,0.109
2023-12-21 20:08:27.650,2023-12-21 20:08:27.715009,5.467,5.449,90.3,1.9,-5.352,-0.056,0.109
2023-12-21 20:08:27.675,2023-12-21 20:08:27.739993,5.511,5.493,90.9,1.9,-5.391,0.01,0.109
2023-12-21 20:08:27.700,2023-12-21 20:08:27.765012,5.518,5.5,90.2,1.9,-5.397,-0.065,0.109
2023-12-21 20:08:27.725,2023-12-21 20:08:27.790012,5.449,5.422,91.0,2.9,-5.308,-0.001,0.205
2023-12-21 20:08:27.750,2023-12-21 20:08:27.815009,5.419,5.335,91.2,5.4,-5.22,0.004,0.457
2023-12-21 20:08:27.775,2023-12-21 20:08:27.840013,5.258,5.174,91.2,5.4,-5.059,0.007,0.457
2023-12-21 20:08:27.800,2023-12-21 20:08:27.865016,5.114,5.03,90.6,5.4,-4.915,-0.037,0.457
2023-12-21 20:08:27.825,2023-12-21 20:08:27.890003,4.918,4.834,93.8,5.4,-4.689,0.192,0.457
2023-12-21 20:08:27.850,2023-12-21 20:08:27.915015,4.706,4.602,96.0,7.3,-4.468,0.374,0.576
2023-12-21 20:08:27.875,2023-12-21 20:08:27.939999,4.834,4.741,94.2,6.4,-4.638,0.297,0.545
2023-12-21 20:08:27.900,2023-12-21 20:08:27.964991,4.73,4.637,95.6,6.4,-4.562,0.427,0.545
2023-12-21 20:08:27.925,2023-12-21 20:08:27.990010,4.649,4.492,92.7,9.3,-4.391,0.193,0.786
2023-12-21 20:08:27.950,2023-12-21 20:08:28.014997,4.545,4.388,91.5,9.3,-4.269,0.097,0.786
2023-12-21 20:08:27.975,2023-12-21 20:08:28.040011,4.366,4.218,89.8,8.3,-4.113,-0.052,0.69
2023-12-21 20:08:28.000,2023-12-21 20:08:28.065031,4.133,4.042,87.7,5.8,-3.933,-0.206,0.438
2023-12-21 20:08:28.025,2023-12-21 20:08:28.089997,4.085,3.994,87.8,5.8,-3.886,-0.189,0.438
2023-12-21 20:08:28.050,2023-12-21 20:08:28.114974,4.199,4.108,87.2,5.8,-3.996,-0.243,0.438
2023-12-21 20:08:28.075,2023-12-21 20:08:28.140017,4.381,4.29,83.6,5.8,-4.203,-0.503,0.438
2023-12-21 20:08:28.100,2023-12-21 20:08:28.165015,4.703,4.632,81.4,3.9,-4.532,-0.711,0.319
2023-12-21 20:08:28.125,2023-12-21 20:08:28.190008,4.915,4.851,79.2,2.9,-4.738,-0.939,0.241
2023-12-21 20:08:28.150,2023-12-21 20:08:28.215004,5.126,5.062,78.2,2.9,-4.928,-1.063,0.241
2023-12-21 20:08:28.175,2023-12-21 20:08:28.239999,5.132,5.132,78.7,0.0,-5.008,-1.046,0.0
2023-12-21 20:08:28.200,2023-12-21 20:08:28.264994,5.278,5.278,79.2,0.0,-5.163,-1.026,0.0
2023-12-21 20:08:28.225,2023-12-21 20:08:28.289987,5.536,5.536,78.9,0.0,-5.419,-1.073,0.0
2023-12-21 20:08:28.250,2023-12-21 20:08:28.314992,5.826,5.826,79.1,0.0,-5.707,-1.113,0.0
2023-12-21 20:08:28.275,2023-12-21 20:08:28.340016,5.923,5.923,77.9,0.0,-5.789,-1.23,0.0
2023-12-21 20:08:28.300,2023-12-21 20:08:28.364974,6.079,6.079,77.6,0.0,-5.936,-1.29,0.0
2023-12-21 20:08:28.325,2023-12-21 20:08:28.390004,6.21,6.21,77.5,0.0,-6.061,-1.333,0.0
2023-12-21 20:08:28.350,2023-12-21 20:08:28.414991,6.182,6.182,76.9,0.0,-6.016,-1.39,0.0
2023-12-21 20:08:28.375,2023-12-21 20:08:28.440015,5.993,5.993,76.3,0.0,-5.818,-1.394,0.0
2023-12-21 20:08:28.400,2023-12-21 20:08:28.465011,5.822,5.822,75.9,0.0,-5.645,-1.373,0.0
2023-12-21 20:08:28.425,2023-12-21 20:08:28.490010,5.728,5.726,78.7,0.7,-5.563,-1.156,0.048
2023-12-21 20:08:28.450,2023-12-21 20:08:28.515005,5.475,5.452,80.9,2.6,-5.293,-0.968,0.171
2023-12-21 20:08:28.475,2023-12-21 20:08:28.540018,5.412,5.389,83.6,2.6,-5.197,-0.706,0.171
2023-12-21 20:08:28.500,2023-12-21 20:08:28.564995,5.256,5.194,86.0,4.9,-5.002,-0.483,0.362
