Date_Time,Latitude,Longitude,Altitude
2024-04-19 14:44:38.654545,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:38.673139,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:38.714659,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:38.754796,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:38.850633,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:38.893948,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:38.964664,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:39.136673,54.578873333333334,-5.929890166666667,8.8
2024-04-19 14:44:39.156041,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.173381,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.189418,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.250619,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.295672,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.301447,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.317047,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.375399,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.412446,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.416469,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.438514,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.443851,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.448150,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.451334,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.456992,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.474988,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.478066,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.483153,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.489310,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.504555,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.508763,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.520612,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.528051,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.532477,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.536611,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.544823,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.557215,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.565423,54.578873333333334,-5.929890166666667,8.9
2024-04-19 14:44:39.592117,54.57887316666667,-5.929890333333333,8.9
2024-04-19 14:44:39.596285,54.57887316666667,-5.929890333333333,8.9
2024-04-19 14:44:39.613536,54.57887316666667,-5.929890333333333,8.9
2024-04-19 14:44:39.622430,54.57887316666667,-5.929890333333333,8.9
2024-04-19 14:44:39.636137,54.57887316666667,-5.929890333333333,8.9
2024-04-19 14:44:39.641581,54.57887316666667,-5.929890333333333,8.9
2024-04-19 14:44:39.646089,54.57887316666667,-5.929890333333333,8.9
2024-04-19 14:44:39.650483,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.657630,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.668593,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.673221,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.677371,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.681426,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.698564,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.733880,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.741031,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.751365,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.755519,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.759524,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.768478,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.786541,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.796320,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.817808,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.853089,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.859821,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.883729,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.889367,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.894060,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.903137,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.907934,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.912016,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.926866,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.934472,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.937993,54.57887316666667,-5.929890333333333,11.3
2024-04-19 14:44:39.945848,54.57887816666666,-5.929900999999999,11.3
2024-04-19 14:44:39.969029,54.57887816666666,-5.929900999999999,11.3
2024-04-19 14:44:40.120039,54.57887816666666,-5.929900999999999,11.3
2024-04-19 14:44:40.126881,54.57887816666666,-5.929900999999999,11.3
2024-04-19 14:44:40.129980,54.57887816666666,-5.929900999999999,11.3
