Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
0,2023-09-25 16:49:00.000000,2023-09-25 16:49:02.905168,1.0665,1.0472,243.875,7.2,0.8878,0.4558,0.1332
40,2023-09-25 16:49:01,2023-09-25 16:49:03.902333,1.4935,1.3985,231.175,15.125,1.0515,0.8805,0.3795
80,2023-09-25 16:49:02,2023-09-25 16:49:04.899726,2.4707,2.4462,238.5,7.05,2.0645,1.2785,0.3027
120,2023-09-25 16:49:03,2023-09-25 16:49:05.897390,1.8928,1.7668,233.225,16.475,1.3798,1.0307,0.4898
160,2023-09-25 16:49:04,2023-09-25 16:49:06.895268,1.855,1.833,217.875,3.5,1.0408,1.489,0.1122
200,2023-09-25 16:49:05,2023-09-25 16:49:07.893369,1.7818,1.6718,219.475,14.9,1.0035,1.3025,0.4115
240,2023-09-25 16:49:06,2023-09-25 16:49:08.891604,1.8038,1.739,223.225,10.65,1.1965,1.2418,0.334
280,2023-09-25 16:49:07,2023-09-25 16:49:09.890389,2.3078,2.2602,215.625,7.625,1.2905,1.823,0.2142
320,2023-09-25 16:49:08,2023-09-25 16:49:10.888572,3.3042,3.247,219.775,8.3,2.0448,2.5035,0.443
360,2023-09-25 16:49:09,2023-09-25 16:49:11.887290,3.0425,2.9843,224.125,9.7,2.0695,2.132,0.4992
400,2023-09-25 16:49:10,2023-09-25 16:49:12.886026,2.668,2.6345,222.8,8.325,1.771,1.9422,0.3658
440,2023-09-25 16:49:11,2023-09-25 16:49:13.884884,2.5558,2.5148,231.225,8.1,1.8832,1.5845,0.34
480,2023-09-25 16:49:12,2023-09-25 16:49:14.469108,2.555,2.5295,231.4,6.675,1.8908,1.6288,0.301
520,2023-09-25 16:49:13,2023-09-25 16:49:15.468567,1.688,1.5242,231.425,20.0,1.1448,0.9637,0.5542
560,2023-09-25 16:49:14,2023-09-25 16:49:16.468082,0.9302,0.81,208.15,16.525,0.417,0.6325,0.288
600,2023-09-25 16:49:15,2023-09-25 16:49:17.467570,1.4708,1.4293,185.5,6.675,0.062,1.355,0.1022
640,2023-09-25 16:49:16,2023-09-25 16:49:18.467110,1.6323,1.5145,196.675,11.9,0.386,1.3558,0.2498
680,2023-09-25 16:49:17,2023-09-25 16:49:19.466532,2.1042,2.0892,203.9,2.425,0.8442,1.8778,0.1042
720,2023-09-25 16:49:18,2023-09-25 16:49:20.466034,2.1848,2.1605,209.85,3.35,1.0463,1.8652,0.1295
760,2023-09-25 16:49:19,2023-09-25 16:49:21.465591,1.9478,1.9468,205.25,0.2,0.8408,1.733,0.0128
800,2023-09-25 16:49:20,2023-09-25 16:49:22.465029,2.7775,2.7645,206.275,2.375,1.174,2.482,0.151
840,2023-09-25 16:49:21,2023-09-25 16:49:23.464539,1.1182,1.0515,190.15,1.325,0.374,0.8808,0.0785
880,2023-09-25 16:49:22,2023-09-25 16:49:24.464072,0.8023,0.7635,198.075,4.825,0.1892,0.7038,0.0815
