Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
0,2023-09-25 16:49:00.000000,2023-09-25 16:49:02.905168,1.1965,1.1775,240.75,6.7,0.965,0.587,0.1565
20,2023-09-25 16:49:00.500000,2023-09-25 16:49:03.403786,0.9365,0.917,247.0,7.7,0.8105,0.3245,0.11
40,2023-09-25 16:49:01,2023-09-25 16:49:03.902333,0.9455,0.8435,234.05,16.45,0.667,0.4805,0.3025
60,2023-09-25 16:49:01.500000,2023-09-25 16:49:04.401069,2.0415,1.9535,228.3,13.8,1.436,1.2805,0.4565
80,2023-09-25 16:49:02,2023-09-25 16:49:04.899726,2.368,2.341,238.7,6.95,1.9685,1.2265,0.293
100,2023-09-25 16:49:02.500000,2023-09-25 16:49:05.398598,2.5735,2.5515,238.3,7.15,2.1605,1.3305,0.3125
120,2023-09-25 16:49:03,2023-09-25 16:49:05.897390,1.9805,1.8205,237.55,19.55,1.535,0.933,0.6055
140,2023-09-25 16:49:03.500000,2023-09-25 16:49:06.396357,1.805,1.713,228.9,13.4,1.2245,1.1285,0.374
160,2023-09-25 16:49:04,2023-09-25 16:49:06.895268,1.706,1.6915,221.7,2.6,1.007,1.3365,0.0915
180,2023-09-25 16:49:04.500000,2023-09-25 16:49:07.394286,2.004,1.9745,214.05,4.4,1.0745,1.6415,0.133
200,2023-09-25 16:49:05,2023-09-25 16:49:07.893369,2.2425,2.177,216.45,10.45,1.231,1.7735,0.354
220,2023-09-25 16:49:05.500000,2023-09-25 16:49:08.392477,1.321,1.1665,222.5,19.35,0.776,0.8315,0.469
240,2023-09-25 16:49:06,2023-09-25 16:49:08.891604,1.517,1.4455,220.25,10.85,0.931,1.094,0.2905
260,2023-09-25 16:49:06.500000,2023-09-25 16:49:09.390821,2.0905,2.0325,226.2,10.45,1.462,1.3895,0.3775
280,2023-09-25 16:49:07,2023-09-25 16:49:09.890389,1.7785,1.7155,212.8,10.4,0.8705,1.4375,0.2195
300,2023-09-25 16:49:07.500000,2023-09-25 16:49:10.389318,2.837,2.805,218.45,4.85,1.7105,2.2085,0.209
320,2023-09-25 16:49:08,2023-09-25 16:49:10.888572,3.3535,3.3025,218.95,7.9,2.0325,2.5765,0.426
340,2023-09-25 16:49:08.500000,2023-09-25 16:49:11.387893,3.255,3.1915,220.6,8.7,2.057,2.4305,0.46
360,2023-09-25 16:49:09,2023-09-25 16:49:11.887290,3.0885,3.0045,225.8,12.85,2.1535,2.0835,0.6665
380,2023-09-25 16:49:09.500000,2023-09-25 16:49:12.386663,2.9965,2.964,222.45,6.55,1.9855,2.1805,0.332
400,2023-09-25 16:49:10,2023-09-25 16:49:12.886026,2.5615,2.525,222.2,9.0,1.69,1.8735,0.392
420,2023-09-25 16:49:10.500000,2023-09-25 16:49:13.385448,2.7745,2.744,223.4,7.65,1.852,2.011,0.3395
440,2023-09-25 16:49:11,2023-09-25 16:49:13.884884,2.779,2.7565,222.75,5.25,1.818,2.0235,0.2325
460,2023-09-25 16:49:11.500000,2023-09-25 16:49:14.384318,2.3325,2.273,239.7,10.95,1.9485,1.1455,0.4475
480,2023-09-25 16:49:12,2023-09-25 16:49:14.469108,2.8975,2.8675,225.65,7.4,2.022,2.0075,0.359
500,2023-09-25 16:49:12.500000,2023-09-25 16:49:14.968763,2.2125,2.1915,237.15,5.95,1.7595,1.25,0.243
520,2023-09-25 16:49:13,2023-09-25 16:49:15.468567,2.02,1.891,229.05,17.45,1.4175,1.207,0.597
540,2023-09-25 16:49:13.500000,2023-09-25 16:49:15.968278,1.356,1.1575,233.8,22.55,0.872,0.7205,0.5115
560,2023-09-25 16:49:14,2023-09-25 16:49:16.468082,1.0635,0.9295,219.6,18.6,0.5835,0.7025,0.338
580,2023-09-25 16:49:14.500000,2023-09-25 16:49:16.967782,0.797,0.6905,196.7,14.45,0.2505,0.5625,0.238
600,2023-09-25 16:49:15,2023-09-25 16:49:17.467570,1.5515,1.549,185.05,0.5,0.161,1.524,0.027
620,2023-09-25 16:49:15.500000,2023-09-25 16:49:17.967306,1.39,1.3095,185.95,12.85,-0.037,1.186,0.1775
640,2023-09-25 16:49:16,2023-09-25 16:49:18.467110,1.356,1.198,216.65,18.25,0.619,0.965,0.3505
660,2023-09-25 16:49:16.500000,2023-09-25 16:49:18.966778,1.9085,1.831,176.7,5.55,0.153,1.7465,0.149
680,2023-09-25 16:49:17,2023-09-25 16:49:19.466532,1.9795,1.9755,198.85,0.85,0.681,1.8315,0.054
700,2023-09-25 16:49:17.500000,2023-09-25 16:49:19.966292,2.229,2.203,208.95,4.0,1.0075,1.924,0.1545
720,2023-09-25 16:49:18,2023-09-25 16:49:20.466034,2.0615,2.0165,212.25,5.7,1.011,1.718,0.195
740,2023-09-25 16:49:18.500000,2023-09-25 16:49:20.965822,2.308,2.3045,207.45,1.0,1.0815,2.0125,0.064
760,2023-09-25 16:49:19,2023-09-25 16:49:21.465591,1.5205,1.5205,206.55,0.0,0.6745,1.3555,0.0
780,2023-09-25 16:49:19.500000,2023-09-25 16:49:21.965330,2.375,2.373,203.95,0.4,1.007,2.1105,0.0255
800,2023-09-25 16:49:20,2023-09-25 16:49:22.465029,2.8085,2.7885,204.2,3.5,1.0645,2.558,0.225
820,2023-09-25 16:49:20.500000,2023-09-25 16:49:22.964792,2.7465,2.7405,208.35,1.25,1.2835,2.406,0.077
840,2023-09-25 16:49:21,2023-09-25 16:49:23.464539,1.519,1.4495,215.75,8.3,0.8265,1.183,0.1575
860,2023-09-25 16:49:21.500000,2023-09-25 16:49:23.964450,0.7175,0.6535,164.55,-5.65,-0.0785,0.5785,-0.0005
880,2023-09-25 16:49:22,2023-09-25 16:49:24.464072,0.847,0.8075,199.2,3.5,0.2185,0.7305,0.084
900,2023-09-25 16:49:22.500000,2023-09-25 16:49:24.963832,0.7575,0.7195,196.95,6.15,0.16,0.677,0.079
920,2023-09-25 16:49:23,2023-09-25 16:49:25.463555,1.008,1.008,189.95,0.0,0.1395,0.9705,0.0
940,2023-09-25 16:49:23.500000,2023-09-25 16:49:25.963284,1.39,1.3665,203.0,3.4,0.493,1.2375,0.0765
960,2023-09-25 16:49:24,2023-09-25 16:49:26.463057,1.303,1.2265,199.45,7.6,0.338,1.1285,0.1345
980,2023-09-25 16:49:24.500000,2023-09-25 16:49:26.962844,1.6285,1.623,189.05,1.2,0.2545,1.5945,0.0515
