Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
0,2023-09-25 16:49:00.000000,2023-09-25 16:49:02.905168,,,,,,,
1,2023-09-25 16:49:00.025000,2023-09-25 16:49:02.930168,,,,,,,
2,2023-09-25 16:49:00.050000,2023-09-25 16:49:02.955202,,,,,,,
3,2023-09-25 16:49:00.075000,2023-09-25 16:49:02.980018,,,,,,,
4,2023-09-25 16:49:00.100000,2023-09-25 16:49:03.004990,0.82,0.82,250.0,0.0,0.76,0.25,0.0
5,2023-09-25 16:49:00.125000,2023-09-25 16:49:03.029844,0.95,0.95,261.0,0.0,0.94,0.15,0.0
6,2023-09-25 16:49:00.150000,2023-09-25 16:49:03.054794,0.97,0.95,261.0,0.0,0.94,0.15,0.0
7,2023-09-25 16:49:00.175000,2023-09-25 16:49:03.079768,1.01,0.97,261.0,0.0,0.96,0.15,0.0
8,2023-09-25 16:49:00.200000,2023-09-25 16:49:03.104630,1.01,1.01,259.0,0.0,1.0,0.18,0.0
9,2023-09-25 16:49:00.225000,2023-09-25 16:49:03.129620,1.09,1.09,250.0,10.0,1.03,0.38,0.24
10,2023-09-25 16:49:00.250000,2023-09-25 16:49:03.154494,1.27,1.24,243.0,11.0,1.05,0.62,0.24
11,2023-09-25 16:49:00.275000,2023-09-25 16:49:03.179423,1.28,1.26,243.0,11.0,1.07,0.62,0.24
12,2023-09-25 16:49:00.300000,2023-09-25 16:49:03.204494,1.38,1.35,242.0,12.0,1.21,0.65,0.27
13,2023-09-25 16:49:00.325000,2023-09-25 16:49:03.229278,1.39,1.35,238.0,12.0,1.22,0.66,0.27
14,2023-09-25 16:49:00.350000,2023-09-25 16:49:03.254223,1.44,1.39,238.0,13.0,1.22,0.67,0.32
15,2023-09-25 16:49:00.375000,2023-09-25 16:49:03.279138,1.44,1.39,238.0,13.0,1.22,0.69,0.32
16,2023-09-25 16:49:00.400000,2023-09-25 16:49:03.304069,1.44,1.39,238.0,14.0,1.15,0.69,0.33
17,2023-09-25 16:49:00.425000,2023-09-25 16:49:03.329038,1.39,1.34,230.0,13.0,1.09,0.91,0.32
18,2023-09-25 16:49:00.450000,2023-09-25 16:49:03.353915,1.34,1.34,230.0,13.0,1.07,0.91,0.32
19,2023-09-25 16:49:00.475000,2023-09-25 16:49:03.378868,1.33,1.29,217.0,0.0,0.67,0.88,0.0
20,2023-09-25 16:49:00.500000,2023-09-25 16:49:03.403786,1.21,1.21,213.0,0.0,0.64,0.88,0.0
21,2023-09-25 16:49:00.525000,2023-09-25 16:49:03.428806,1.11,1.11,213.0,0.0,0.64,0.88,0.0
22,2023-09-25 16:49:00.550000,2023-09-25 16:49:03.453647,1.09,1.08,217.0,0.0,0.67,0.83,0.0
23,2023-09-25 16:49:00.575000,2023-09-25 16:49:03.478580,0.99,0.99,229.0,0.0,0.74,0.7,0.0
24,2023-09-25 16:49:00.600000,2023-09-25 16:49:03.503539,0.96,0.96,244.0,7.0,0.74,0.41,0.12
