Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
72,2023-09-25 16:49:01.800000,2023-09-25 16:49:04.700240,1.28,1.2229,237.525,11.1625,0.9696,0.6681,0.2564
80,2023-09-25 16:49:02,2023-09-25 16:49:04.899726,1.4041,1.3469,236.5,11.2,1.0767,0.7359,0.2642
88,2023-09-25 16:49:02.200000,2023-09-25 16:49:05.099236,1.5024,1.4456,236.175,10.8375,1.1519,0.8008,0.2686
96,2023-09-25 16:49:02.400000,2023-09-25 16:49:05.298765,1.6621,1.6015,237.3,11.475,1.2999,0.8694,0.3084
104,2023-09-25 16:49:02.600000,2023-09-25 16:49:05.498353,1.8515,1.7933,237.35,10.7,1.4657,0.9682,0.3188
112,2023-09-25 16:49:02.800000,2023-09-25 16:49:05.697839,1.9821,1.9224,234.8375,11.0875,1.558,1.0795,0.3411
120,2023-09-25 16:49:03,2023-09-25 16:49:05.897390,2.118,2.0593,234.9375,10.5375,1.6838,1.1331,0.3482
128,2023-09-25 16:49:03.200000,2023-09-25 16:49:06.096978,2.2075,2.1304,235.9625,12.0625,1.7476,1.168,0.4096
136,2023-09-25 16:49:03.400000,2023-09-25 16:49:06.296582,2.2431,2.1753,235.975,11.2375,1.7861,1.1904,0.4
144,2023-09-25 16:49:03.600000,2023-09-25 16:49:06.496169,2.1893,2.1078,237.525,12.8,1.7656,1.1106,0.4312
152,2023-09-25 16:49:03.800000,2023-09-25 16:49:06.695670,2.1818,2.1065,235.8625,11.7625,1.7221,1.1546,0.3962
160,2023-09-25 16:49:04,2023-09-25 16:49:06.895268,2.1669,2.0911,232.975,11.7875,1.6465,1.2247,0.3967
168,2023-09-25 16:49:04.200000,2023-09-25 16:49:07.094874,2.0489,1.9738,232.825,11.2625,1.5366,1.1702,0.3726
176,2023-09-25 16:49:04.400000,2023-09-25 16:49:07.294478,1.9825,1.9111,230.425,10.4,1.4249,1.1961,0.3308
184,2023-09-25 16:49:04.600000,2023-09-25 16:49:07.494115,1.9364,1.8664,227.4875,9.8875,1.3054,1.2528,0.3082
192,2023-09-25 16:49:04.800000,2023-09-25 16:49:07.693732,1.8739,1.7999,225.55,9.9875,1.2102,1.2599,0.301
200,2023-09-25 16:49:05,2023-09-25 16:49:07.893369,1.8195,1.7438,222.5375,10.1,1.1022,1.3039,0.2952
208,2023-09-25 16:49:05.200000,2023-09-25 16:49:08.092994,1.9436,1.8909,220.725,7.85,1.1441,1.4616,0.2437
216,2023-09-25 16:49:05.400000,2023-09-25 16:49:08.292645,1.8976,1.8501,218.775,7.2625,1.0826,1.4698,0.2202
224,2023-09-25 16:49:05.600000,2023-09-25 16:49:08.492313,1.8754,1.829,217.875,7.1,1.0561,1.4696,0.214
232,2023-09-25 16:49:05.800000,2023-09-25 16:49:08.691962,1.8184,1.7524,218.675,9.2,1.0221,1.3958,0.2618
240,2023-09-25 16:49:06,2023-09-25 16:49:08.891604,1.7877,1.718,218.9125,9.6625,1.0072,1.3639,0.2751
248,2023-09-25 16:49:06.200000,2023-09-25 16:49:09.091278,1.8089,1.732,217.95,10.8,1.0177,1.3749,0.3015
256,2023-09-25 16:49:06.400000,2023-09-25 16:49:09.291022,1.76,1.6791,218.5625,11.4375,1.0031,1.3204,0.3167
264,2023-09-25 16:49:06.600000,2023-09-25 16:49:09.490652,1.7442,1.6607,219.8875,11.9125,1.032,1.2761,0.3306
