Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
8,2023-09-25 16:49:00.200000,2023-09-25 16:49:03.104630,1.18,1.1594,246.375,7.375,1.0181,0.4956,0.1712
16,2023-09-25 16:49:00.400000,2023-09-25 16:49:03.304069,1.2725,1.2525,231.4375,8.0625,0.9488,0.7663,0.1906
24,2023-09-25 16:49:00.600000,2023-09-25 16:49:03.503539,0.9612,0.9369,232.3125,9.0625,0.6937,0.5706,0.1325
32,2023-09-25 16:49:00.800000,2023-09-25 16:49:03.702959,0.93,0.9063,250.375,8.5625,0.8281,0.2644,0.1188
40,2023-09-25 16:49:01,2023-09-25 16:49:03.902333,0.9619,0.9306,253.75,8.0,0.8788,0.2412,0.1219
48,2023-09-25 16:49:01.200000,2023-09-25 16:49:04.101815,0.8769,0.8138,233.0,12.9375,0.6332,0.4718,0.2056
56,2023-09-25 16:49:01.400000,2023-09-25 16:49:04.301335,1.195,1.0381,229.125,21.375,0.7925,0.6432,0.5018
64,2023-09-25 16:49:01.600000,2023-09-25 16:49:04.500780,1.7806,1.6425,228.625,18.4375,1.1712,1.1156,0.515
72,2023-09-25 16:49:01.800000,2023-09-25 16:49:04.700240,2.1018,2.0494,226.0625,10.0,1.465,1.39,0.3543
80,2023-09-25 16:49:02,2023-09-25 16:49:04.899726,2.1606,2.1194,239.0625,8.0,1.8025,1.0612,0.2912
88,2023-09-25 16:49:02.200000,2023-09-25 16:49:05.099236,2.2919,2.2732,239.625,5.75,1.9294,1.1588,0.2325
96,2023-09-25 16:49:02.400000,2023-09-25 16:49:05.298765,2.5625,2.5256,235.4375,9.4375,2.0644,1.4337,0.4113
104,2023-09-25 16:49:02.600000,2023-09-25 16:49:05.498353,2.7069,2.675,238.1875,8.375,2.2632,1.4081,0.3831
112,2023-09-25 16:49:02.800000,2023-09-25 16:49:05.697839,2.53,2.5106,238.0625,6.625,2.1188,1.315,0.2825
120,2023-09-25 16:49:03,2023-09-25 16:49:05.897390,2.2943,2.2606,241.6875,7.1875,1.9688,1.0656,0.2693
128,2023-09-25 16:49:03.200000,2023-09-25 16:49:06.096978,2.0037,1.8537,238.625,17.8125,1.5812,0.9144,0.5481
136,2023-09-25 16:49:03.400000,2023-09-25 16:49:06.296582,1.8206,1.6181,234.3125,24.875,1.3043,0.9293,0.7606
144,2023-09-25 16:49:03.600000,2023-09-25 16:49:06.496169,1.6893,1.5294,236.4375,22.125,1.2612,0.8287,0.6231
152,2023-09-25 16:49:03.800000,2023-09-25 16:49:06.695670,1.795,1.7056,225.5,12.625,1.145,1.2112,0.3356
160,2023-09-25 16:49:04,2023-09-25 16:49:06.895268,2.0488,2.0362,216.3125,2.9375,1.2069,1.6318,0.1187
168,2023-09-25 16:49:04.200000,2023-09-25 16:49:07.094874,1.6275,1.6094,224.4375,3.25,1.0019,1.2368,0.1143
176,2023-09-25 16:49:04.400000,2023-09-25 16:49:07.294478,1.6406,1.6256,222.6875,2.5,0.9563,1.2906,0.0818
184,2023-09-25 16:49:04.600000,2023-09-25 16:49:07.494115,2.1444,2.1382,211.5,1.5,1.1069,1.8206,0.0612
192,2023-09-25 16:49:04.800000,2023-09-25 16:49:07.693732,1.9868,1.9544,213.6875,4.5625,1.0456,1.6338,0.1331
200,2023-09-25 16:49:05,2023-09-25 16:49:07.893369,1.71,1.6475,216.9375,8.25,0.9531,1.3212,0.2043
208,2023-09-25 16:49:05.200000,2023-09-25 16:49:08.092994,2.3525,2.3088,214.5,7.125,1.2506,1.9232,0.2618
216,2023-09-25 16:49:05.400000,2023-09-25 16:49:08.292645,2.2112,2.15,215.5,10.6875,1.2062,1.7588,0.3856
224,2023-09-25 16:49:05.600000,2023-09-25 16:49:08.492313,1.3481,1.22,222.1875,18.375,0.8212,0.8688,0.4743
232,2023-09-25 16:49:05.800000,2023-09-25 16:49:08.691962,1.3988,1.2168,225.0,22.3125,0.8425,0.8413,0.5438
240,2023-09-25 16:49:06,2023-09-25 16:49:08.891604,1.6107,1.4812,221.5,15.75,0.9625,1.1032,0.4244
248,2023-09-25 16:49:06.200000,2023-09-25 16:49:09.091278,1.58,1.5075,220.8125,11.25,0.98,1.1325,0.3125
256,2023-09-25 16:49:06.400000,2023-09-25 16:49:09.291022,1.5019,1.4313,220.9375,11.375,0.9357,1.0732,0.29
264,2023-09-25 16:49:06.600000,2023-09-25 16:49:09.490652,1.8212,1.7819,221.1875,7.0625,1.1782,1.3269,0.2069
272,2023-09-25 16:49:06.800000,2023-09-25 16:49:09.690349,2.1506,2.0856,227.625,11.25,1.53,1.3925,0.4131
280,2023-09-25 16:49:07,2023-09-25 16:49:09.890389,1.875,1.7819,225.875,15.75,1.285,1.1931,0.4756
288,2023-09-25 16:49:07.200000,2023-09-25 16:49:10.089754,1.4219,1.3444,214.375,12.625,0.7338,1.08,0.2512
296,2023-09-25 16:49:07.400000,2023-09-25 16:49:10.289458,2.1562,2.1031,211.3125,8.125,1.0769,1.77,0.2244
304,2023-09-25 16:49:07.600000,2023-09-25 16:49:10.489151,2.7794,2.745,215.9375,5.1875,1.5475,2.2356,0.2094
312,2023-09-25 16:49:07.800000,2023-09-25 16:49:10.689243,2.8462,2.8238,217.9375,3.5,1.6975,2.2394,0.1512
320,2023-09-25 16:49:08,2023-09-25 16:49:10.888572,3.1144,3.0825,215.75,4.6875,1.7794,2.5069,0.25
328,2023-09-25 16:49:08.200000,2023-09-25 16:49:11.088353,3.1932,3.1338,218.8125,8.75,1.9125,2.4506,0.45
336,2023-09-25 16:49:08.400000,2023-09-25 16:49:11.288037,3.5525,3.5081,222.3125,7.8125,2.31,2.6224,0.4431
344,2023-09-25 16:49:08.600000,2023-09-25 16:49:11.487782,3.345,3.2706,221.375,9.6875,2.1463,2.4612,0.5168
