,forecast,real_wind,residuals,t_plus_x
2023-09-25 16:49:08.800,3.5250816989920284,2.928,-0.5970816989920285,2.956
2023-09-25 16:49:08.825,3.653233879566703,2.98,-0.6732338795667032,3.17
2023-09-25 16:49:08.850,3.6111386555524465,3.088,-0.5231386555524464,3.333
2023-09-25 16:49:08.875,3.3973999007848734,3.225,-0.17239990078487333,3.514
2023-09-25 16:49:08.900,3.3214759889117014,3.26,-0.061475988911701585,3.648
2023-09-25 16:49:08.925,3.0487186882255886,3.284,0.23528131177441125,3.708
2023-09-25 16:49:08.950,3.0034580068729846,3.32,0.31654199312701525,3.734
2023-09-25 16:49:08.975,2.9785232889762185,3.327,0.3484767110237814,3.896
2023-09-25 16:49:09.000,2.8959815228112253,3.326,0.43001847718877473,3.933
2023-09-25 16:49:09.025,2.7451814078413292,3.353,0.607818592158671,3.941
2023-09-25 16:49:09.050,2.8376046167309217,3.358,0.5203953832690784,3.808
2023-09-25 16:49:09.075,2.708532813078687,3.248,0.5394671869213132,3.634
2023-09-25 16:49:09.100,2.4970316803419554,3.154,0.6569683196580445,3.49
2023-09-25 16:49:09.125,2.634355033043573,3.032,0.39764496695642704,3.348
2023-09-25 16:49:09.150,2.6494782803711763,3.003,0.35352171962882384,3.237
2023-09-25 16:49:09.175,3.025232743664395,2.966,-0.05923274366439468,3.183
2023-09-25 16:49:09.200,3.2367134890381615,2.914,-0.3227134890381613,3.144
2023-09-25 16:49:09.225,3.1420768594859902,2.854,-0.28807685948599016,2.983
2023-09-25 16:49:09.250,3.236342265623671,2.841,-0.3953422656236709,2.928
2023-09-25 16:49:09.275,3.1902971514214813,2.866,-0.3242971514214812,2.98
2023-09-25 16:49:09.300,3.1810000048502243,2.898,-0.28300000485022414,3.088
2023-09-25 16:49:09.325,2.9786237123085573,2.911,-0.06762371230855724,3.225
2023-09-25 16:49:09.350,2.919031563731491,2.975,0.05596843626850889,3.26
2023-09-25 16:49:09.375,2.693521241434296,2.99,0.29647875856570405,3.284
2023-09-25 16:49:09.400,2.6228649026969064,3.03,0.4071350973030934,3.32
2023-09-25 16:49:09.425,2.6586798843562205,3.082,0.42332011564377936,3.327
2023-09-25 16:49:09.450,2.662316801550234,3.193,0.5306831984497662,3.326
2023-09-25 16:49:09.475,2.7443491786961913,3.323,0.5786508213038086,3.353
2023-09-25 16:49:09.500,2.75043500950958,3.359,0.6085649904904198,3.358
2023-09-25 16:49:09.525,2.660791092041958,3.356,0.6952089079580417,3.248
2023-09-25 16:49:09.550,2.5618362572167666,3.366,0.8041637427832335,3.154
2023-09-25 16:49:09.575,2.522729211865859,3.427,0.904270788134141,3.032
2023-09-25 16:49:09.600,2.6822993953640752,3.368,0.6857006046359246,3.003
2023-09-25 16:49:09.625,2.513690317910359,3.447,0.9333096820896412,2.966
2023-09-25 16:49:09.650,2.660486316240778,3.427,0.7665136837592219,2.914
2023-09-25 16:49:09.675,2.771358365831981,3.399,0.6276416341680191,2.854
2023-09-25 16:49:09.700,2.8245894627745334,3.425,0.6004105372254664,2.841
2023-09-25 16:49:09.725,3.0093935418244584,3.453,0.44360645817554145,2.866
2023-09-25 16:49:09.750,2.9650848074184246,3.38,0.4149151925815753,2.898
2023-09-25 16:49:09.775,3.237174019741974,3.311,0.07382598025802611,2.911
2023-09-25 16:49:09.800,3.2443689976080266,3.26,0.015631002391973237,2.975
2023-09-25 16:49:09.825,3.130461585214568,3.133,0.0025384147854321526,2.99
2023-09-25 16:49:09.850,2.9880485585658443,3.056,0.06795144143415577,3.03
2023-09-25 16:49:09.875,3.179290700371304,2.928,-0.2512907003713041,3.082
2023-09-25 16:49:09.900,2.9032488950531654,2.868,-0.03524889505316553,3.193
2023-09-25 16:49:09.925,3.0456823367288393,2.795,-0.25068233672883933,3.323
2023-09-25 16:49:09.950,3.2885523643415646,2.677,-0.6115523643415646,3.359
2023-09-25 16:49:09.975,2.9562242087295076,2.54,-0.4162242087295076,3.356
2023-09-25 16:49:10.000,3.001444934290774,2.553,-0.4484449342907739,3.366
2023-09-25 16:49:10.025,3.372120171628611,2.594,-0.7781201716286112,3.427
2023-09-25 16:49:10.050,3.3216639845402653,2.613,-0.7086639845402654,3.368
2023-09-25 16:49:10.075,2.9409839568444323,2.656,-0.2849839568444321,3.447
2023-09-25 16:49:10.100,2.962632187560302,2.708,-0.2546321875603019,3.427
2023-09-25 16:49:10.125,2.709386384722291,2.772,0.06261361527770859,3.399
2023-09-25 16:49:10.150,2.536367141593851,2.78,0.24363285840614868,3.425
2023-09-25 16:49:10.175,2.474133798328303,2.796,0.32186620167169666,3.453
2023-09-25 16:49:10.200,2.406156878821464,2.768,0.361843121178536,3.38
2023-09-25 16:49:10.225,2.321597290731888,2.847,0.525402709268112,3.311
2023-09-25 16:49:10.250,2.3843214841832676,2.826,0.44167851581673245,3.26
2023-09-25 16:49:10.275,2.373437230706607,2.762,0.38856276929339284,3.133
2023-09-25 16:49:10.300,2.3411453296916807,2.718,0.3768546703083193,3.056
2023-09-25 16:49:10.325,2.4050021025442674,2.645,0.23999789745573263,2.928
2023-09-25 16:49:10.350,2.415693481511215,2.585,0.16930651848878497,2.868
2023-09-25 16:49:10.375,2.454205622802882,2.486,0.031794377197118084,2.795
2023-09-25 16:49:10.400,2.3930007602100325,2.427,0.03399923978996755,2.677
2023-09-25 16:49:10.425,2.5465855409484712,2.386,-0.1605855409484711,2.54
2023-09-25 16:49:10.450,2.575454098987656,2.381,-0.1944540989876562,2.553
2023-09-25 16:49:10.475,2.7435771526380806,2.276,-0.46757715263808075,2.594
2023-09-25 16:49:10.500,2.503775993754394,2.248,-0.25577599375439375,2.613
2023-09-25 16:49:10.525,2.568372825329841,2.233,-0.3353728253298409,2.656
2023-09-25 16:49:10.550,2.7485887823508772,2.176,-0.5725887823508771,2.708
2023-09-25 16:49:10.575,2.43498511941986,2.197,-0.2379851194198599,2.772
2023-09-25 16:49:10.600,2.488988525860969,2.185,-0.3039885258609689,2.78
2023-09-25 16:49:10.625,2.246256163669002,2.198,-0.048256163669002206,2.796
2023-09-25 16:49:10.650,2.185695524381235,2.263,0.07730447561876508,2.768
2023-09-25 16:49:10.675,2.1923974396813812,2.355,0.16260256031861875,2.847
2023-09-25 16:49:10.700,2.0945014285738806,2.415,0.3204985714261195,2.826
2023-09-25 16:49:10.725,2.0697405648261658,2.495,0.42525943517383435,2.762
2023-09-25 16:49:10.750,2.1234971886974447,2.594,0.4705028113025551,2.718
2023-09-25 16:49:10.775,2.0759328173121987,2.702,0.6260671826878013,2.645
2023-09-25 16:49:10.800,2.0514908006650066,2.742,0.6905091993349934,2.585
2023-09-25 16:49:10.825,2.1591279284987404,2.781,0.6218720715012598,2.486
2023-09-25 16:49:10.850,1.9111296534518272,2.839,0.9278703465481728,2.427
2023-09-25 16:49:10.875,1.9176976271666397,2.922,1.0043023728333604,2.386
2023-09-25 16:49:10.900,2.008853290150261,2.969,0.9601467098497389,2.381
2023-09-25 16:49:10.925,1.8981559178839689,3.028,1.1298440821160312,2.276
2023-09-25 16:49:10.950,1.9491123243425075,3.039,1.0898876756574927,2.248
2023-09-25 16:49:10.975,2.1884296548782,3.054,0.8655703451218,2.233
2023-09-25 16:49:11.000,2.362881693247715,3.073,0.7101183067522849,2.176
2023-09-25 16:49:11.025,2.414886421795003,3.054,0.6391135782049968,2.197
2023-09-25 16:49:11.050,2.498706491126537,3.139,0.6402935088734627,2.185
2023-09-25 16:49:11.075,2.7734069527541947,3.158,0.38459304724580523,2.198
2023-09-25 16:49:11.100,2.6754891326058376,3.195,0.5195108673941622,2.263
2023-09-25 16:49:11.125,2.5952216879326873,3.179,0.5837783120673126,2.355
2023-09-25 16:49:11.150,2.580507551208868,3.142,0.5614924487911317,2.415
2023-09-25 16:49:11.175,2.547685460660746,3.044,0.49631453933925407,2.495
2023-09-25 16:49:11.200,2.559498669441835,3.005,0.445501330558165,2.594
2023-09-25 16:49:11.225,2.784798289629726,2.978,0.19320171037027434,2.702
2023-09-25 16:49:11.250,2.91576258805913,2.916,0.00023741194087012474,2.742
2023-09-25 16:49:11.275,2.7766351084691467,2.827,0.05036489153085322,2.781
2023-09-25 16:49:11.300,3.0220403705041288,2.78,-0.24204037050412897,2.839
2023-09-25 16:49:11.325,2.8934181267029158,2.818,-0.0754181267029157,2.922
2023-09-25 16:49:11.350,2.969817473564265,2.798,-0.17181747356426502,2.969
2023-09-25 16:49:11.375,2.8925069411941005,2.789,-0.10350694119410031,3.028
2023-09-25 16:49:11.400,2.7717401448143684,2.732,-0.03974014481436816,3.039
2023-09-25 16:49:11.425,2.8071175292391164,2.695,-0.11211752923911655,3.054
2023-09-25 16:49:11.450,2.790105679981152,2.641,-0.14910567998115187,3.073
2023-09-25 16:49:11.475,2.7861354500501445,2.58,-0.20613545005014444,3.054
2023-09-25 16:49:11.500,2.6739057468017617,2.528,-0.14590574680176172,3.139
2023-09-25 16:49:11.525,2.673831346232589,2.545,-0.12883134623258918,3.158
2023-09-25 16:49:11.550,2.7673490707759205,2.526,-0.24134907077592072,3.195
2023-09-25 16:49:11.575,2.579212356146421,2.476,-0.10321235614642088,3.179
2023-09-25 16:49:11.600,2.3371106145863836,2.412,0.07488938541361634,3.142
2023-09-25 16:49:11.625,2.4579233763127837,2.352,-0.10592337631278381,3.044
2023-09-25 16:49:11.650,2.3958461415985868,2.349,-0.04684614159858658,3.005
2023-09-25 16:49:11.675,2.5503936093510404,2.324,-0.22639360935104058,2.978
2023-09-25 16:49:11.700,2.5541519971265747,2.309,-0.24515199712657454,2.916
2023-09-25 16:49:11.725,2.44550835642245,2.285,-0.16050835642244987,2.827
2023-09-25 16:49:11.750,2.440550882343655,2.285,-0.15555088234365488,2.78
2023-09-25 16:49:11.775,2.413080852412159,2.291,-0.12208085241215905,2.818
2023-09-25 16:49:11.800,2.330739228915088,2.269,-0.061739228915087985,2.798
2023-09-25 16:49:11.825,2.196673806594072,2.243,0.04632619340592781,2.789
2023-09-25 16:49:11.850,2.100598533551975,2.227,0.12640146644802508,2.732
2023-09-25 16:49:11.875,2.116279181208955,2.232,0.11572081879104523,2.695
2023-09-25 16:49:11.900,2.148433028123263,2.245,0.09656697187673702,2.641
2023-09-25 16:49:11.925,2.0903598520109394,2.272,0.18164014798906036,2.58
2023-09-25 16:49:11.950,2.176451411583347,2.325,0.14854858841665308,2.528
2023-09-25 16:49:11.975,2.1556479085740463,2.38,0.22435209142595358,2.545
2023-09-25 16:49:12.000,2.177747376597436,2.445,0.26725262340256384,2.526
2023-09-25 16:49:12.025,2.1453437633079497,2.52,0.3746562366920503,2.476
2023-09-25 16:49:12.050,2.0102445073283595,2.602,0.5917554926716404,2.412
2023-09-25 16:49:12.075,2.0329042470825467,2.638,0.6050957529174532,2.352
2023-09-25 16:49:12.100,1.982837749539434,2.73,0.747162250460566,2.349
2023-09-25 16:49:12.125,2.0056438982161087,2.844,0.8383561017838912,2.324
2023-09-25 16:49:12.150,2.0008633072174793,2.899,0.8981366927825207,2.309
2023-09-25 16:49:12.175,1.9753933904345646,2.994,1.0186066095654356,2.285
2023-09-25 16:49:12.200,2.0993942892128197,3.006,0.9066057107871801,2.285
2023-09-25 16:49:12.225,2.1061448769462436,3.018,0.9118551230537562,2.291
2023-09-25 16:49:12.250,2.2239702379265784,3.05,0.8260297620734214,2.269
2023-09-25 16:49:12.275,2.268661383105409,2.998,0.7293386168945912,2.243
2023-09-25 16:49:12.300,2.2374877727624636,2.958,0.7205122272375366,2.227
2023-09-25 16:49:12.325,2.325152559995918,2.981,0.6558474400040817,2.232
2023-09-25 16:49:12.350,2.5179937896061824,2.976,0.4580062103938176,2.245
2023-09-25 16:49:12.375,2.507001702206474,2.895,0.3879982977935259,2.272
2023-09-25 16:49:12.400,2.436370031393979,2.845,0.4086299686060211,2.325
2023-09-25 16:49:12.425,2.729553655268883,2.772,0.04244634473111697,2.38
2023-09-25 16:49:12.450,2.6670013734913325,2.774,0.10699862650866754,2.445
2023-09-25 16:49:12.475,2.8599266617790766,2.777,-0.08292666177907648,2.52
2023-09-25 16:49:12.500,2.98671943094765,2.762,-0.2247194309476499,2.602
2023-09-25 16:49:12.525,2.685196556048755,2.816,0.13080344395124488,2.638
2023-09-25 16:49:12.550,2.8588815777709127,2.803,-0.05588157777091274,2.73
2023-09-25 16:49:12.575,2.7967393886536835,2.762,-0.034739388653683534,2.844
2023-09-25 16:49:12.600,2.603615143912441,2.72,0.11638485608755911,2.899
2023-09-25 16:49:12.625,2.564293349554557,2.713,0.14870665044544307,2.994
2023-09-25 16:49:12.650,2.599659594096407,2.755,0.15534040590359277,3.006
2023-09-25 16:49:12.675,2.5825012199058146,2.767,0.1844987800941853,3.018
2023-09-25 16:49:12.700,2.571440702140727,2.732,0.16055929785927336,3.05
2023-09-25 16:49:12.725,2.537246588758603,2.691,0.15375341124139696,2.998
2023-09-25 16:49:12.750,2.509853314810326,2.612,0.10214668518967418,2.958
2023-09-25 16:49:12.775,2.5634694303368404,2.511,-0.05246943033684026,2.981
2023-09-25 16:49:12.800,2.469131627785327,2.46,-0.009131627785326835,2.976
2023-09-25 16:49:12.825,2.5974123709808747,2.379,-0.21841237098087474,2.895
2023-09-25 16:49:12.850,2.5714939455435655,2.266,-0.30549394554356546,2.845
2023-09-25 16:49:12.875,2.46630045062947,2.184,-0.28230045062946996,2.772
2023-09-25 16:49:12.900,2.5194967988096755,2.077,-0.4424967988096755,2.774
2023-09-25 16:49:12.925,2.3865882819884865,1.95,-0.43658828198848654,2.777
2023-09-25 16:49:12.950,2.47034346440284,1.85,-0.6203434644028398,2.762
2023-09-25 16:49:12.975,2.5717226533743824,1.734,-0.8377226533743825,2.816
2023-09-25 16:49:13.000,2.473336768182791,1.667,-0.8063367681827909,2.803
2023-09-25 16:49:13.025,2.4746505189189247,1.613,-0.8616505189189247,2.762
2023-09-25 16:49:13.050,2.3831658789139056,1.555,-0.8281658789139057,2.72
2023-09-25 16:49:13.075,2.214738511789025,1.548,-0.666738511789025,2.713
2023-09-25 16:49:13.100,2.1817164950833465,1.543,-0.6387164950833466,2.755
2023-09-25 16:49:13.125,2.129947206848546,1.56,-0.5699472068485458,2.767
2023-09-25 16:49:13.150,1.8725021871254597,1.58,-0.2925021871254596,2.732
2023-09-25 16:49:13.175,1.7181509534737545,1.624,-0.09415095347375435,2.691
2023-09-25 16:49:13.200,1.78016180283632,1.689,-0.09116180283631992,2.612
2023-09-25 16:49:13.225,1.662410922708909,1.77,0.10758907729109102,2.511
2023-09-25 16:49:13.250,1.6567812977315137,1.832,0.17521870226848635,2.46
2023-09-25 16:49:13.275,1.5457543052527352,1.915,0.3692456947472649,2.379
2023-09-25 16:49:13.300,1.3880248099324688,2.014,0.625975190067531,2.266
2023-09-25 16:49:13.325,1.4256571814074235,2.076,0.6503428185925766,2.184
2023-09-25 16:49:13.350,1.3166730971898966,2.161,0.8443269028101035,2.077
2023-09-25 16:49:13.375,1.3952447823814103,2.197,0.8017552176185898,1.95
2023-09-25 16:49:13.400,1.3104509666293729,2.229,0.9185490333706272,1.85
2023-09-25 16:49:13.425,1.307048060125617,2.232,0.9249519398743833,1.734
2023-09-25 16:49:13.450,1.513654446545059,2.244,0.7303455534549412,1.667
2023-09-25 16:49:13.475,1.5464847175893757,2.27,0.7235152824106243,1.613
2023-09-25 16:49:13.500,1.6761596254362148,2.256,0.579840374563785,1.555
2023-09-25 16:49:13.525,1.7708616906728625,2.209,0.4381383093271376,1.548
2023-09-25 16:49:13.550,1.761241107686706,2.119,0.35775889231329416,1.543
2023-09-25 16:49:13.575,1.8019626677712541,2.05,0.2480373322287457,1.56
2023-09-25 16:49:13.600,1.938047810062974,1.952,0.01395218993702585,1.58
2023-09-25 16:49:13.625,1.9499278342513235,1.863,-0.08692783425132355,1.624
2023-09-25 16:49:13.650,2.000915095907523,1.752,-0.2489150959075228,1.689
2023-09-25 16:49:13.675,2.0186779185155204,1.689,-0.3296779185155203,1.77
2023-09-25 16:49:13.700,2.1171819218000016,1.523,-0.5941819218000017,1.832
2023-09-25 16:49:13.725,2.1253350079058824,1.34,-0.7853350079058823,1.915
2023-09-25 16:49:13.750,2.0419556031963064,1.192,-0.8499556031963065,2.014
2023-09-25 16:49:13.775,2.127769164874485,1.13,-0.9977691648744851,2.076
2023-09-25 16:49:13.800,2.0325499581537545,1.119,-0.9135499581537545,2.161
2023-09-25 16:49:13.825,2.015368615734298,1.098,-0.9173686157342977,2.197
2023-09-25 16:49:13.850,1.8681323586761254,1.134,-0.7341323586761255,2.229
2023-09-25 16:49:13.875,1.7579516559055082,1.154,-0.6039516559055083,2.232
2023-09-25 16:49:13.900,1.6568341616246658,1.211,-0.4458341616246657,2.244
2023-09-25 16:49:13.925,1.5825167863084382,1.217,-0.3655167863084381,2.27
2023-09-25 16:49:13.950,1.4058441660242693,1.32,-0.08584416602426925,2.256
2023-09-25 16:49:13.975,1.4449646726984873,1.372,-0.07296467269848717,2.209
2023-09-25 16:49:14.000,1.3666857057761828,1.376,0.009314294223817132,2.119
2023-09-25 16:49:14.025,1.1445132195969157,1.346,0.20148678040308443,2.05
2023-09-25 16:49:14.050,0.9440410299830658,1.31,0.3659589700169342,1.952
2023-09-25 16:49:14.075,0.7800233292694573,1.271,0.49097667073054263,1.863
2023-09-25 16:49:14.100,0.9100265173239683,1.165,0.2549734826760317,1.752
2023-09-25 16:49:14.125,0.835420623948429,1.061,0.22557937605157097,1.689
2023-09-25 16:49:14.150,0.9942641377507494,0.97,-0.024264137750749426,1.523
2023-09-25 16:49:14.175,1.0213752300202517,0.939,-0.08237523002025171,1.34
2023-09-25 16:49:14.200,1.2274557111646962,0.883,-0.3444557111646962,1.192
2023-09-25 16:49:14.225,1.3040678997367183,0.873,-0.43106789973671833,1.13
2023-09-25 16:49:14.250,1.4117360509065429,0.946,-0.4657360509065429,1.119
2023-09-25 16:49:14.275,1.547920044699651,0.983,-0.5649200446996511,1.098
2023-09-25 16:49:14.300,1.2786827375108025,0.991,-0.28768273751080253,1.134
2023-09-25 16:49:14.325,1.1562784020326613,1.013,-0.1432784020326614,1.154
2023-09-25 16:49:14.350,1.0248472099300767,1.041,0.016152790069923206,1.211
2023-09-25 16:49:14.375,1.0038664423351353,1.094,0.09013355766486475,1.217
2023-09-25 16:49:14.400,0.9594794694180939,1.19,0.23052053058190602,1.32
2023-09-25 16:49:14.425,0.8089692530235417,1.226,0.41703074697645826,1.372
2023-09-25 16:49:14.450,0.7119354144398635,1.268,0.5560645855601365,1.376
2023-09-25 16:49:14.475,0.7736645284902849,1.254,0.4803354715097151,1.346
2023-09-25 16:49:14.500,0.8978243504124753,1.228,0.33017564958752466,1.31
2023-09-25 16:49:14.525,0.8107090726868094,1.187,0.3762909273131907,1.271
2023-09-25 16:49:14.550,0.8589363660039457,1.168,0.3090636339960542,1.165
2023-09-25 16:49:14.575,0.9460287535933983,1.155,0.2089712464066017,1.061
2023-09-25 16:49:14.600,0.8903602484111326,1.16,0.2696397515888673,0.97
2023-09-25 16:49:14.625,1.0362461881626,1.144,0.10775381183739996,0.939
2023-09-25 16:49:14.650,1.069463905670311,1.011,-0.05846390567031112,0.883
2023-09-25 16:49:14.675,0.8860498793747142,0.944,0.057950120625285706,0.873
2023-09-25 16:49:14.700,1.0973681186791755,0.868,-0.2293681186791755,0.946
2023-09-25 16:49:14.725,1.1634496010882616,0.865,-0.2984496010882616,0.983
2023-09-25 16:49:14.750,1.2899121347139981,0.793,-0.4969121347139981,0.991
2023-09-25 16:49:14.775,1.2396510130930845,0.725,-0.5146510130930845,1.013
2023-09-25 16:49:14.800,1.1378845397187072,0.701,-0.4368845397187072,1.041
2023-09-25 16:49:14.825,1.1288520445198968,0.627,-0.5018520445198968,1.094
2023-09-25 16:49:14.850,0.9858013438949502,0.588,-0.39780134389495025,1.19
2023-09-25 16:49:14.875,1.0097369452088885,0.54,-0.4697369452088884,1.226
2023-09-25 16:49:14.900,0.8724023946076351,0.602,-0.27040239460763515,1.268
2023-09-25 16:49:14.925,0.9977969935682945,0.634,-0.36379699356829454,1.254
2023-09-25 16:49:14.950,0.8422030472299891,0.689,-0.15320304722998912,1.228
2023-09-25 16:49:14.975,0.8150675446897698,0.729,-0.08606754468976985,1.187
2023-09-25 16:49:15.000,0.7781239456437063,0.802,0.023876054356293697,1.168
2023-09-25 16:49:15.025,0.7673261478530069,0.913,0.14567385214699313,1.155
2023-09-25 16:49:15.050,0.8261588210657337,0.96,0.13384117893426628,1.16
2023-09-25 16:49:15.075,0.4929825352302871,1.053,0.5600174647697128,1.144
2023-09-25 16:49:15.100,0.5652252253052961,1.124,0.558774774694704,1.011
2023-09-25 16:49:15.125,0.4349787531303977,1.212,0.7770212468696023,0.944
2023-09-25 16:49:15.150,0.45959985308049656,1.241,0.7814001469195035,0.868
2023-09-25 16:49:15.175,0.44195711023277673,1.263,0.8210428897672232,0.865
2023-09-25 16:49:15.200,0.4520301412217141,1.257,0.8049698587782859,0.793
2023-09-25 16:49:15.225,0.6108319508488547,1.279,0.6681680491511452,0.725
2023-09-25 16:49:15.250,0.6737228942456617,1.256,0.5822771057543383,0.701
2023-09-25 16:49:15.275,0.8822327305845868,1.185,0.3027672694154132,0.627
2023-09-25 16:49:15.300,0.8332919226031302,1.151,0.3177080773968698,0.588
2023-09-25 16:49:15.325,0.9657423801791755,1.155,0.18925761982082456,0.54
2023-09-25 16:49:15.350,0.9972521360512139,1.202,0.20474786394878608,0.602
2023-09-25 16:49:15.375,1.0091783440123754,1.27,0.26082165598762463,0.634
2023-09-25 16:49:15.400,1.0699537437884272,1.383,0.3130462562115728,0.689
2023-09-25 16:49:15.425,1.097531995298263,1.493,0.39546800470173715,0.729
2023-09-25 16:49:15.450,1.153766293983573,1.649,0.4952337060164269,0.802
2023-09-25 16:49:15.475,1.237855070714083,1.824,0.5861449292859171,0.913
2023-09-25 16:49:15.500,1.1632075426735202,2.003,0.8397924573264799,0.96
2023-09-25 16:49:15.525,1.2140902036763368,2.195,0.980909796323663,1.053
2023-09-25 16:49:15.550,1.2675791503312004,2.316,1.0484208496687994,1.124
2023-09-25 16:49:15.575,1.1000218972482783,2.456,1.3559781027517217,1.212
2023-09-25 16:49:15.600,0.9796722719490055,2.561,1.5813277280509945,1.241
2023-09-25 16:49:15.625,0.8774812339846392,2.553,1.6755187660153608,1.263
2023-09-25 16:49:15.650,0.9635661530942801,2.557,1.5934338469057199,1.257
2023-09-25 16:49:15.675,1.0543231867052052,2.503,1.448676813294795,1.279
2023-09-25 16:49:15.700,1.3230151946796327,2.457,1.1339848053203672,1.256
2023-09-25 16:49:15.725,1.5254301287430359,2.277,0.7515698712569643,1.185
2023-09-25 16:49:15.750,1.638424329884819,2.078,0.43957567011518095,1.151
2023-09-25 16:49:15.775,2.0201263665910347,1.867,-0.15312636659103473,1.155
2023-09-25 16:49:15.800,2.179022922391918,1.7,-0.47902292239191824,1.202
2023-09-25 16:49:15.825,2.415418478850986,1.47,-0.9454184788509858,1.27
2023-09-25 16:49:15.850,2.3183523482860156,1.217,-1.1013523482860155,1.383
2023-09-25 16:49:15.875,2.1484997329176556,1.024,-1.1244997329176556,1.493
2023-09-25 16:49:15.900,2.4786118671634423,0.783,-1.6956118671634424,1.649
2023-09-25 16:49:15.925,2.2520184246638637,0.64,-1.6120184246638636,1.824
2023-09-25 16:49:15.950,2.3484984878958723,0.52,-1.8284984878958723,2.003
2023-09-25 16:49:15.975,2.168909508062941,0.503,-1.6659095080629407,2.195
2023-09-25 16:49:16.000,2.1296231043722673,0.551,-1.5786231043722672,2.316
2023-09-25 16:49:16.025,2.1826308304935957,0.556,-1.6266308304935957,2.456
2023-09-25 16:49:16.050,1.8402859584916764,0.624,-1.2162859584916763,2.561
2023-09-25 16:49:16.075,1.5946510454374487,0.7,-0.8946510454374488,2.553
2023-09-25 16:49:16.100,1.2116870926383836,0.8,-0.41168709263838354,2.557
2023-09-25 16:49:16.125,0.99903578569303,0.914,-0.08503578569302994,2.503
2023-09-25 16:49:16.150,0.7472438850808438,1.074,0.32675611491915624,2.457
2023-09-25 16:49:16.175,0.6431023903003003,1.164,0.5208976096996997,2.277
2023-09-25 16:49:16.200,0.40498881357070216,1.131,0.7260111864292979,2.078
2023-09-25 16:49:16.225,0.25136122876123224,1.162,0.9106387712387677,1.867
2023-09-25 16:49:16.250,0.36400944796908097,1.23,0.865990552030919,1.7
2023-09-25 16:49:16.275,0.3871781601193267,1.398,1.0108218398806732,1.47
2023-09-25 16:49:16.300,0.6853916026024027,1.529,0.8436083973975972,1.217
2023-09-25 16:49:16.325,0.6219317144896388,1.573,0.9510682855103612,1.024
2023-09-25 16:49:16.350,0.6060125435417855,1.573,0.9669874564582145,0.783
2023-09-25 16:49:16.375,0.7758583638192684,1.579,0.8031416361807315,0.64
2023-09-25 16:49:16.400,0.8254741642430797,1.517,0.6915258357569202,0.52
2023-09-25 16:49:16.425,0.9115515594481833,1.507,0.5954484405518166,0.503
2023-09-25 16:49:16.450,0.9723678044432613,1.569,0.5966321955567386,0.551
2023-09-25 16:49:16.475,1.2908618449305314,1.55,0.2591381550694687,0.556
2023-09-25 16:49:16.500,1.1373791497291459,1.508,0.3706208502708541,0.624
2023-09-25 16:49:16.525,1.1176531187262289,1.491,0.37334688127377125,0.7
2023-09-25 16:49:16.550,1.195261242953633,1.445,0.24973875704636717,0.8
2023-09-25 16:49:16.575,1.179831192352741,1.51,0.3301688076472591,0.914
2023-09-25 16:49:16.600,1.5198721229681913,1.596,0.07612787703180879,1.074
2023-09-25 16:49:16.625,1.6046872497211513,1.667,0.06231275027884875,1.164
2023-09-25 16:49:16.650,1.4431214367546747,1.743,0.29987856324532536,1.131
2023-09-25 16:49:16.675,1.5471006220586832,1.788,0.24089937794131688,1.162
2023-09-25 16:49:16.700,1.465853920259813,1.858,0.392146079740187,1.23
2023-09-25 16:49:16.725,1.374067443606503,1.952,0.5779325563934969,1.398
2023-09-25 16:49:16.750,1.4652246917299705,2.054,0.5887753082700293,1.529
2023-09-25 16:49:16.775,1.3448133883358488,2.07,0.725186611664151,1.573
2023-09-25 16:49:16.800,1.1181119298807083,1.989,0.8708880701192918,1.573
2023-09-25 16:49:16.825,1.2694057915533488,1.862,0.5925942084466513,1.579
2023-09-25 16:49:16.850,1.2902175000066398,1.751,0.4607824999933601,1.517
2023-09-25 16:49:16.875,1.36041070926865,1.742,0.38158929073135006,1.507
2023-09-25 16:49:16.900,1.5755044925819548,1.678,0.10249550741804514,1.569
2023-09-25 16:49:16.925,1.6501741499657245,1.694,0.043825850034275415,1.55
2023-09-25 16:49:16.950,1.792497311420803,1.675,-0.11749731142080289,1.508
2023-09-25 16:49:16.975,1.7677234354243794,1.865,0.09727656457562062,1.491
2023-09-25 16:49:17.000,1.8317226504668769,2.016,0.18427734953312314,1.445
2023-09-25 16:49:17.025,1.7937535619634808,2.05,0.25624643803651903,1.51
2023-09-25 16:49:17.050,1.794248656652899,2.287,0.4927513433471009,1.596
2023-09-25 16:49:17.075,2.007919199859107,2.409,0.401080800140893,1.667
2023-09-25 16:49:17.100,1.871097879481657,2.525,0.6539021205183428,1.743
2023-09-25 16:49:17.125,1.71974904518452,2.5,0.7802509548154799,1.788
2023-09-25 16:49:17.150,1.3658618725909557,2.58,1.2141381274090444,1.858
2023-09-25 16:49:17.175,1.5174711776454766,2.602,1.0845288223545233,1.952
2023-09-25 16:49:17.200,1.4398741526623586,2.595,1.1551258473376416,2.054
2023-09-25 16:49:17.225,1.5415011436167732,2.356,0.8144988563832267,2.07
2023-09-25 16:49:17.250,1.2888672271463522,2.157,0.8681327728536479,1.989
2023-09-25 16:49:17.275,1.3023472603977486,2.084,0.7816527396022515,1.862
