Index,timestamp,KF_alpha_est
0,0.0,0.0
1,0.2222468329999998,0.0
2,0.4339844999999975,0.0
3,0.6676655549999992,0.0
4,0.9076057589999992,0.0
5,1.1163547220000003,10.000083745060454
6,1.3252015360000016,10.01730641746837
7,1.5374588510000002,10.234693162352569
8,1.7491064069999993,13.763480667727954
9,1.9632475730000003,16.8439512406879
10,2.179576220999998,18.15180742220329
11,2.3884159799999978,19.197765812607564
12,2.6031348690000016,19.77928834117036
13,2.8268889239999986,20.13213999324828
14,3.033113684,20.576436304254774
15,3.249951238999998,20.82720536165892
16,3.4589863309999984,21.06201691245053
17,3.682329313,21.244074212903644
18,3.891132276,21.395907289390827
19,4.100410737999997,21.553916077356657
20,4.309850757,21.67603981928292
21,4.534194108999998,21.72082007194987
22,4.777497330999999,21.772370466077685
23,4.998792145,21.85437192927021
24,5.215233663999999,21.908121559791983
25,5.430633885999999,21.888380484173563
26,5.659817978,21.868068310710427
27,5.876032015,21.86103756337072
28,6.103084311,21.86294418494564
29,6.350043273999997,21.85388801617962
30,6.558264478000002,21.84465366114662
31,6.770904421999997,21.83169713621609
32,6.981889366000001,21.827162633332843
33,7.186451366,21.82578901254821
34,7.416212087999998,21.828098639460794
35,7.666699625,21.86695124826175
36,7.872638884000001,21.90062684294013
37,8.08614944,21.94647046241824
38,8.305990366,21.98182704810499
39,8.511107217,22.01708539669352
40,8.720119957999998,22.05609740399947
41,8.931832643,22.088390781648982
42,9.150314754,22.122126089968223
43,9.375533308999998,22.132348327125552
44,9.586505531,22.14919347022884
45,9.873495513000002,22.17149424808894
46,10.124795827,22.17141994089084
47,10.357160438,22.170861408502
48,10.598817419999996,22.164430971679
49,10.847957993999998,22.166302276488747
50,11.084683771000002,22.1687911177544
51,11.315647752999991,22.17350617736879
52,11.55747066,22.17914954572708
53,11.798891808,22.18106629594629
54,12.045168123000003,22.185488466555547
55,12.291279271,22.18015071943255
56,12.538081048000002,22.18044972705965
57,12.785872566999998,22.181537782561826
58,13.019940603000002,22.18447180842504
59,13.254376659000002,22.19153428206815
60,13.494939381000002,22.195393577814
61,13.750617954999996,22.19776277344868
62,13.982273288000002,22.204061557126465
63,14.223472381,22.20820138635024
64,14.461704121000004,22.213269727107967
65,14.706950436,22.21821369855853
66,14.955609269,22.22328916439316
67,15.199880860999995,22.231833522486912
68,15.449850158000004,22.233299782169983
69,15.686036713,22.23883734979519
70,15.935516639,22.239140518021053
71,16.172765953000003,22.24451017069749
72,16.425030508999996,22.23486981636681
73,16.65837499,22.2334277530004
74,16.888848582999998,22.233616851319177
75,17.127320527000002,22.234199229723146
76,17.361575619,22.242998064400727
77,17.59047023,22.24850805948948
78,17.840330823000002,22.2523641896818
79,18.068544804,22.257099534547766
80,18.306618786,22.26064504792793
81,18.558890434,22.26671494394024
82,18.808646878,22.27356137741685
83,19.063397396,22.277094056618115
84,19.313771322,22.284746725061783
85,19.553774674,22.28718693914288
86,19.78513284,22.29245778053303
87,20.030092155,22.298379831740725
88,20.264923358,22.29855522259752
89,20.516457006,22.302060147913657
90,20.753629488,22.30799480180496
91,20.988097784,22.30832203251257
92,21.224749395,22.31167715002385
93,21.463242802,22.31333928765168
94,21.698145339,22.31727812431918
95,21.922769209,22.321110423648143
96,22.158785635,22.326933871024185
97,22.40544719,22.32933131985592
98,22.656016413,22.331906113779112
99,22.899751894,22.335420937716737
100,23.135919986,22.340774479732744
101,23.388426764,22.3415108944547
102,23.627998208,22.34490072129061
103,23.856573393,22.34927661970124
104,24.091215282,22.351207685533243
105,24.329459189,22.35346537816147
106,24.563749763,22.36011712407033
107,24.802669967,22.36373866796875
108,25.047558726000005,22.3671294902398
109,25.291366837,22.37114981643563
110,25.525342152,22.37626107587485
111,25.759780281,22.378888646980247
112,26.002295985,22.38142358316417
113,26.244587873,22.38290801654724
114,26.493795299,22.37997840385075
115,26.743583225,22.382815738564325
116,26.976289058,22.383258044683487
117,27.212826799,22.38324021175044
118,27.462200039000003,22.385081677392144
119,27.706454169,22.383390281224244
120,27.954153354,22.38669965240724
121,28.203343502,22.387804369904075
122,28.461878613,22.38984816272125
123,28.718741039,22.38542148513153
124,28.959809464,22.38983270435084
125,29.194482205,22.39179594518429
126,29.422521538,22.3956189396666
127,29.656688168,22.39853362935393
128,29.89598813,22.403351533069696
129,30.149387816,22.403439750062464
130,30.401041223,22.40572937736548
131,30.625834463,22.40671377517632
132,30.861923315,22.40647292225397
133,31.104899148,22.408272837133968
134,31.337519463,22.41222199369017
135,31.56838387,22.417000666075584
136,31.796197907,22.415587435497912
137,32.039479185,22.416829420846227
138,32.286635999,22.419042894680768
139,32.534360055,22.41717500051351
140,32.778880592,22.41879330894669
141,33.015390518,22.42186906191941
142,33.261012758,22.4254136551462
143,33.493674165,22.42991613707224
144,33.722419424,22.43093887996044
145,33.96865061,22.4320418185002
146,34.200657498,22.430493108486555
147,34.433418091,22.4323319841286
148,34.672222165,22.435015794906683
149,34.914780665,22.43594611158556
150,35.174419627,22.43781611832144
151,35.418031368,22.441419033408373
152,35.653720701,22.441373813670264
153,35.891687238,22.437645907313275
154,36.125353571,22.43481417487212
155,36.365840534,22.4372332072712
156,36.613858978,22.43321175700365
157,36.852754812,22.43307523662099
158,37.098954015,22.43171466005097
159,37.334572182,22.42949049415993
160,37.57455583,22.431275781640288
161,37.820486904,22.43086942971317
162,38.072578829,22.43178849239024
163,38.321031903000005,22.435589245363232
164,38.555279385,22.439644309364144
165,38.811670607,22.4403185450745
166,39.062181755,22.44141157828611
167,39.318760366,22.4414846680868
