,timestamp,altitude_ref
250,59.690008779,3.1
251,59.93076170500001,3.1
252,60.168496149000006,3.1
253,60.414500649,3.1
254,60.653929649000005,3.1
255,60.906290834,3.11
256,61.14558179699999,3.18035714
257,61.381318038,3.24892857
258,61.639688815,3.2625
259,61.89312876,3.26607143
260,62.126458204,3.27892857
261,62.36527883299999,3.42428571
262,62.613329296,3.4675
263,62.866692444,3.51
264,63.10188261099999,3.56678571
265,63.34549870299999,3.59571429
266,63.599612518,3.59571429
267,63.849027221,3.59571429
268,64.083657925,3.59571429
269,64.35613661,3.59571429
270,64.62148222100001,3.59571429
271,64.868502424,3.59571429
272,65.12849503499999,3.59571429
273,65.40866572,3.59571429
274,65.642838387,3.59571429
275,65.901408276,3.59571429
276,66.141065942,3.59571429
277,66.385759072,3.59571429
278,66.649165553,3.59571429
279,66.900053497,3.59571429
280,67.142977719,3.59571429
281,67.39976609,3.59571429
282,67.67766605199999,3.59571429
283,67.926512256,3.59571429
284,68.187178163,3.59571429
285,68.420426422,3.59571429
286,68.669271626,3.59571429
287,68.925373496,3.59571429
288,69.176316626,3.59571429
289,69.414060088,3.59571429
290,69.662344422,3.59571429
291,69.91471431,3.59571429
292,70.160562903,3.59571429
293,70.413172829,3.59571429
294,70.68471936499999,3.59571429
295,70.928198236,3.59571429
296,71.202428235,3.59571429
297,71.446662698,3.59571429
298,71.70307054999999,3.59571429
299,71.967759642,3.59571429
300,72.220981198,3.59571429
301,72.460804753,3.59571429
302,72.725459512,3.59571429
303,72.99444266,3.59571429
304,73.24422301199999,3.59571429
305,73.485955827,3.59571429
306,73.754967623,3.55964286
307,74.006497308,3.25214286
308,74.239185011,3.1
309,74.484286789,3.1
310,74.744367789,3.1
311,74.997075604,3.1
312,75.257147215,3.1
313,75.488715659,3.1
314,75.735898159,3.1
315,75.981271084,3.1
316,76.243089899,3.1
317,76.48124301,3.1
318,76.744709454,3.1
319,77.002277158,3.1
320,77.27769441699999,3.1
321,77.510487287,3.1
322,77.753289195,3.1
323,78.002481343,3.1
324,78.246507398,3.1
325,78.49933562,3.1
326,78.758309712,3.1
327,79.01213704599999,3.1
328,79.273254286,3.1
329,79.516261045,3.1
330,79.791883471,3.1
331,80.033334749,3.1
332,80.293839823,3.1
333,80.544205526,3.1
334,80.789450008,3.1
335,81.052103415,3.1
336,81.295686137,3.1
337,81.541958322,3.1
338,81.835895062,3.1
339,82.094338007,3.1
340,82.360325377,3.1
341,82.59800734,3.1
342,82.877471654,3.1
343,83.137105451,3.1
344,83.38789507999999,3.1
345,83.631682135,3.1
346,83.887726913,3.1
347,84.145708487,3.1
348,84.391657709,3.1
349,84.639620153,3.1
350,84.91072230099999,3.1
351,85.171725579,3.1
352,85.41466506,3.1
353,85.645404894,0.0
354,85.856813671,0.0
355,86.06609206,0.0
356,86.274050245,0.0
