,Index,timestamp,throttle_ref,yaw,pitch,roll,tof_measurement,accX,accY,accZ,altitude_ref,RC_data,mot_FL,mot_FR,mot_BL,mot_BR,KF_altitutde_est,KF_velocity_z_est,KF_alpha_est,KF_beta_est
80,1800,18.306618786,0.4121428571428573,0.194413053995716,0.2100294127874886,0.1216242514829981,[nan],-0.24,0.01,-0.96,[3.1],"4.786,0.400,0.129,1370.,0.622,0.644,0.139,0.995,18",1363.0,1316.0,1385.0,1429.0,3.41185183168798,-0.1175804375537966,22.26064504792793,-9.50471615785402
81,1810,18.558890434,0.4164285714285713,0.2168868585453439,0.2066216638110738,0.143997395715229,[nan],-0.13,-0.08,-0.96,[3.1],"4.786,0.391,0.132,1374.,0.622,0.644,0.139,0.995,18",1337.0,1303.0,1374.0,1400.0,3.464073721258759,-0.1844945715026263,22.26671494394024,-9.504322986931705
82,1820,18.808646877999998,0.4064285714285713,0.2148019180625785,0.2087908382827512,0.1237589282770598,[nan],-0.23,0.08,-1.0,[3.1],"4.861,0.400,0.130,1365.,0.622,0.644,0.139,0.995,18",1357.0,1324.0,1394.0,1419.0,3.486494123444298,-0.13146695477168,22.27356137741685,-9.50384132298037
83,1830,19.063397396,0.4235714285714286,0.2148019180625785,0.2087908382827512,0.1237589282770598,[nan],-0.2,0.03,-1.05,[3.1],"5.010,0.392,0.142,1381.,0.622,0.645,0.139,0.995,18",1370.0,1312.0,1382.0,1431.0,3.457276999755592,-0.2353179120137475,22.277094056618115,-9.503605156803802
84,1840,19.313771322,0.4021428571428573,0.2131071514873667,0.188857873857668,0.1213178019968293,[nan],-0.13,-0.01,-1.03,[3.1],"5.010,0.381,0.139,1361.,0.622,0.644,0.139,0.995,18",1345.0,1324.0,1408.0,1420.0,3.4641645371521035,-0.0854876201268204,22.284746725061783,-9.503278393891838
85,1850,19.553774673999996,0.4192857142857143,0.214985786746193,0.186708803682515,0.1414982188150987,[nan],-0.1,-0.13,-0.9,[3.1],"5.010,0.388,0.135,1377.,0.622,0.645,0.139,0.995,18",1352.0,1304.0,1392.0,1430.0,3.443633252056562,-0.1981891153444604,22.28718693914288,-9.50313974145242
86,1860,19.785132839999996,0.4142857142857143,0.2148019180625785,0.2087908382827512,0.1237589282770598,[nan],-0.13,0.07,-1.06,[3.1],"4.935,0.393,0.130,1372.,0.622,0.644,0.139,0.995,18",1360.0,1320.0,1386.0,1428.0,3.4444473648804004,-0.1625454186614231,22.29245778053303,-9.50285825871167
87,1870,20.030092155,0.41,0.2165780436861783,0.2287394573522232,0.1262610264342863,[nan],-0.13,-0.05,-0.91,[3.1],"5.010,0.387,0.144,1369.,0.622,0.644,0.139,0.995,18",1328.0,1320.0,1371.0,1404.0,3.4829451956381376,-0.1592307558802515,22.298379831740725,-9.502513739787966
88,1880,20.264923357999997,0.442142857142857,0.2188716500537093,0.22654909739185,0.1465639393290927,[nan],-0.28,0.11,-1.02,[3.1],"5.010,0.385,0.160,1397.,0.622,0.644,0.139,0.995,18",1367.0,1324.0,1383.0,1428.0,3.396316916588571,-0.3321203198829787,22.29855522259752,-9.50248411769657
89,1890,20.516457005999996,0.44,0.2188716500537093,0.22654909739185,0.1465639393290927,[nan],-0.31,0.13,-1.07,[3.1],"4.935,0.371,0.181,1396.,0.622,0.644,0.139,0.995,18",1355.0,1351.0,1401.0,1427.0,3.331833920820491,-0.2686343398464267,22.302060147913657,-9.502350925709449
90,1900,20.753629488,0.422857142857143,0.2393087716132276,0.2027618511009978,0.1663047017687041,[nan],-0.2,-0.03,-1.01,[3.1],"5.010,0.342,0.189,1380.,0.622,0.644,0.139,0.995,18",1354.0,1340.0,1405.0,1415.0,3.3389785944900128,-0.1510453448690708,22.30799480180496,-9.502172739086312
91,1910,20.988097783999997,0.4307142857142856,0.2371446722959193,0.1828995539740721,0.1635407338975501,[nan],-0.15,0.14,-1.1,[3.1],"5.010,0.347,0.173,1387.,0.622,0.644,0.139,0.995,18",1378.0,1337.0,1414.0,1442.0,3.2596279962532715,-0.1537727921890531,22.30832203251257,-9.50221483473261
92,1920,21.224749394999996,0.4257142857142856,0.2556518669010313,0.1838134697299349,0.145256768056099,[nan],-0.17,-0.04,-1.06,[3.1],"5.010,0.354,0.166,1383.,0.622,0.644,0.139,0.995,18",1360.0,1349.0,1416.0,1433.0,3.251399021123766,-0.1112699910566393,22.31167715002385,-9.502148981895672
93,1930,21.463242801999996,0.4385714285714286,0.2576692126513463,0.2036688496325436,0.1481731872468407,[nan],-0.19,-0.05,-0.96,[3.1],"5.010,0.355,0.163,1394.,0.622,0.644,0.139,0.995,18",1360.0,1330.0,1406.0,1426.0,3.215413472406269,-0.1776974789931029,22.31333928765168,-9.502120810306709
94,1940,21.698145339,0.4321428571428573,0.2596839505449689,0.2010705753560591,0.1683544088606396,[nan],-0.08,-0.15,-0.96,[3.1],"5.010,0.357,0.166,1388.,0.622,0.645,0.139,0.995,18",1351.0,1305.0,1384.0,1422.0,3.232053232048075,-0.144776732727778,22.31727812431918,-9.50203482908355
95,1950,21.922769209000002,0.4192857142857143,0.276013172155565,0.1823350242798826,0.147115885490331,[nan],-0.21,0.06,-1.01,[3.1],"5.010,0.359,0.165,1377.,0.622,0.644,0.139,0.995,18",1355.0,1326.0,1403.0,1439.0,3.2309372964615126,-0.0502410528433119,22.321110423648143,-9.501932119738315
96,1960,22.158785635,0.4107142857142857,0.276013172155565,0.1823350242798826,0.147115885490331,[nan],-0.24,-0.05,-1.01,[3.1],"5.010,0.367,0.162,1369.,0.622,0.644,0.139,0.995,18",1336.0,1310.0,1383.0,1422.0,3.30839964494527,-0.0404646899534207,22.326933871024185,-9.501707381112263
97,1970,22.405447189999997,0.4221428571428572,0.276013172155565,0.1823350242798826,0.147115885490331,[nan],-0.19,0.05,-0.96,[3.1],"5.010,0.372,0.150,1379.,0.622,0.644,0.139,0.995,18",1334.0,1329.0,1406.0,1422.0,3.313827833659773,-0.1290787248759303,22.32933131985592,-9.50156857767712
98,1980,22.656016412999996,0.422857142857143,0.2741975549026508,0.1850931236971185,0.1270242062967232,[nan],-0.2,0.04,-1.05,[3.1],"5.010,0.370,0.144,1380.,0.621,0.645,0.139,0.995,18",1349.0,1332.0,1401.0,1440.0,3.293657715638319,-0.1218324426511422,22.331906113779112,-9.501453941767284
99,1990,22.899751893999998,0.4171428571428572,0.2741975549026508,0.1850931236971185,0.1270242062967232,[nan],-0.07,0.01,-1.01,[3.1],"5.010,0.372,0.139,1375.,0.622,0.644,0.139,0.995,18",1361.0,1335.0,1400.0,1434.0,3.291211795385871,-0.0781022941352987,22.335420937716737,-9.501327000824215
100,2000,23.135919985999998,0.4107142857142857,0.2760697337412512,0.2049388344338125,0.1300937905414487,[nan],-0.26,0.0,-0.86,[3.1],"5.010,0.372,0.139,1369.,0.622,0.644,0.139,0.995,18",1342.0,1318.0,1372.0,1414.0,3.3541182678734054,-0.0789284916391737,22.340774479732744,-9.501102564798082
101,2010,23.388426764000002,0.4257142857142856,0.2760697337412512,0.2049388344338125,0.1300937905414487,[nan],-0.1,0.03,-1.0,[3.1],"5.010,0.372,0.139,1383.,0.622,0.645,0.139,0.995,18",1378.0,1350.0,1396.0,1450.0,3.292371007182288,-0.1428873241435722,22.3415108944547,-9.501103904796125
102,2020,23.627998208,0.422857142857143,0.2760697337412512,0.2049388344338125,0.1300937905414487,[nan],-0.16,0.02,-0.96,[3.1],"4.935,0.376,0.143,1380.,0.622,0.644,0.139,0.995,18",1356.0,1336.0,1384.0,1422.0,3.297287608218301,-0.1240757045861335,22.34490072129061,-9.500982768952811
103,2030,23.856573392999998,0.4114285714285713,0.2945086920914571,0.2065719952587115,0.1120687857405489,[nan],-0.27,-0.08,-1.01,[3.1],"5.010,0.382,0.136,1370.,0.622,0.644,0.139,0.995,18",1370.0,1329.0,1392.0,1439.0,3.302925353455874,-0.0483533793867743,22.34927661970124,-9.500825278294924
104,2040,24.091215282,0.4242857142857143,0.2965331278446014,0.2036091871210896,0.1321822283795698,[nan],-0.24,0.06,-1.05,[3.1],"5.010,0.367,0.200,1381.,0.622,0.645,0.139,0.995,18",1362.0,1321.0,1405.0,1434.0,3.298979918986626,-0.1388168270338065,22.351207685533243,-9.500746912189303
105,2050,24.329459188999998,0.4285714285714286,0.276013172155565,0.1823350242798826,0.147115885490331,[nan],-0.18,-0.0,-0.96,[3.1],"4.935,0.347,0.213,1385.,0.622,0.644,0.139,0.995,18",1380.0,1295.0,1375.0,1468.0,3.2765820814783857,-0.1552007882584191,22.35346537816147,-9.500649406523344
106,2060,24.563749762999997,0.4014285714285713,0.2756261569895691,0.1597674051373108,0.1641073791948086,[nan],-0.34,0.01,-0.96,[3.1],"5.010,0.340,0.237,1361.,0.622,0.644,0.139,0.995,18",1337.0,1302.0,1368.0,1423.0,3.3521704583308485,-0.0096266450678157,22.36011712407033,-9.500401473441558
107,2070,24.802669967,0.4107142857142857,0.2795611143990178,0.1767608335780106,0.1873083122908418,[nan],-0.2,0.04,-0.94,[3.1],"5.010,0.344,0.241,1369.,0.622,0.644,0.139,0.995,18",1331.0,1323.0,1379.0,1413.0,3.39151339036965,-0.1085899989773071,22.36373866796875,-9.50016410031018
108,2080,25.047558726000005,0.417857142857143,0.2795611143990178,0.1767608335780106,0.1873083122908418,[nan],-0.25,0.04,-0.99,[3.1],"5.010,0.336,0.261,1376.,0.622,0.644,0.139,0.995,18",1358.0,1320.0,1368.0,1440.0,3.390039532883725,-0.1575304714124779,22.3671294902398,-9.499921478888512
109,2090,25.291366836999998,0.4135714285714286,0.2771868273547095,0.156995594158487,0.1841592553064107,[nan],-0.24,0.1,-1.07,[3.1],"5.010,0.328,0.265,1372.,0.622,0.644,0.139,0.995,18",1367.0,1331.0,1401.0,1451.0,3.384599009859604,-0.1224114789702807,22.37114981643563,-9.499696143296788
110,2100,25.525342152,0.3971428571428573,0.2787202390953665,0.1542063669562814,0.2042189869250495,[nan],-0.07,0.09,-0.99,[3.1],"5.010,0.327,0.266,1357.,0.622,0.644,0.139,0.995,18",1365.0,1305.0,1383.0,1433.0,3.423121672022124,-0.0322226194872456,22.37626107587485,-9.49942770915792
111,2110,25.759780280999998,0.417857142857143,0.3015976877319272,0.1718382178866402,0.2091539793921752,[nan],-0.16,-0.06,-0.91,[3.1],"5.010,0.328,0.261,1376.,0.622,0.645,0.139,0.995,18",1353.0,1330.0,1371.0,1413.0,3.424653714335184,-0.1864527512668215,22.378888646980247,-9.49924493126256
112,2120,26.002295984999996,0.4257142857142856,0.3015976877319272,0.1718382178866402,0.2091539793921752,[nan],-0.1,0.07,-0.95,[3.1],"5.010,0.329,0.261,1383.,0.622,0.644,0.139,0.995,18",1362.0,1345.0,1393.0,1429.0,3.377652397699331,-0.2119472162860116,22.38142358316417,-9.499084212097236
113,2130,26.244587873,0.435,0.320248639286376,0.17293206425389,0.1908427422442444,[nan],-0.08,0.02,-0.95,[3.1],"5.010,0.306,0.266,1391.,0.622,0.644,0.139,0.995,18",1351.0,1351.0,1398.0,1426.0,3.2977324635163097,-0.2214609564667418,22.38290801654724,-9.499027699970515
114,2140,26.493795299,0.4528571428571427,0.3177806089963406,0.1532376255095791,0.1872868804798564,[nan],-0.1,0.06,-1.12,[3.1],"5.010,0.293,0.252,1407.,0.622,0.644,0.139,0.995,18",1395.0,1372.0,1414.0,1489.0,3.1526983810494347,-0.2487182154099875,22.37997840385075,-9.499117595221083
115,2150,26.743583225000002,0.43,0.3141084624980602,0.1366980909144566,0.1638678932117005,[nan],-0.1,0.11,-1.03,[3.1],"5.010,0.294,0.225,1387.,0.622,0.644,0.139,0.995,18",1340.0,1363.0,1419.0,1440.0,3.135720970702286,-0.0711598024673997,22.382815738564325,-9.499147602471297
116,2160,26.976289058,0.4314285714285714,0.3162700084832091,0.1564131261459085,0.1673048341112998,[nan],-0.11,-0.0,-1.03,[3.1],"5.010,0.317,0.186,1388.,0.622,0.644,0.139,0.995,18",1382.0,1342.0,1386.0,1440.0,3.109988088267899,-0.0595326384902346,22.383258044683487,-9.499141672100905
117,2170,27.212826799,0.435,0.3209271390740288,0.195861080659863,0.1744077051433118,[nan],-0.15,0.12,-0.99,[3.1],"5.010,0.329,0.186,1391.,0.622,0.644,0.139,0.995,18",1398.0,1342.0,1365.0,1466.0,3.0798856379277995,-0.0649964894309777,22.38324021175044,-9.499143171560553
118,2180,27.462200039000003,0.4271428571428572,0.3004909553665899,0.1976202654347618,0.1724059540706849,[nan],-0.29,0.22,-0.98,[3.1],"5.010,0.354,0.191,1384.,0.622,0.644,0.139,0.995,18",1397.0,1370.0,1388.0,1452.0,3.07709032066305,-0.0059369712641531,22.385081677392144,-9.499125421604344
119,2190,27.706454168999997,0.447142857142857,0.2800772898431951,0.1993567372606066,0.1703881734262476,[nan],-0.23,0.11,-1.11,[3.1],"5.010,0.364,0.194,1402.,0.622,0.644,0.139,0.995,18",1384.0,1359.0,1398.0,1453.0,3.035155980617886,-0.1266503390727367,22.383390281224244,-9.49916603519584
120,2200,27.954153354,0.4285714285714286,0.2393087716132276,0.2027618511009978,0.1663047017687041,[nan],-0.12,0.15,-0.94,[3.1],"5.010,0.305,0.204,1385.,0.622,0.645,0.139,0.995,18",1392.0,1290.0,1328.0,1476.0,3.060523453927382,-0.0079152028789506,22.38669965240724,-9.49915153181213
121,2210,28.203343501999996,0.4242857142857143,0.1965553533373962,0.1861600052167102,0.1598094119550899,[nan],-0.11,0.19,-1.0,[3.1],"5.010,0.275,0.251,1381.,0.622,0.644,0.139,0.995,18",1402.0,1334.0,1358.0,1492.0,3.0557911727532563,0.0277090010428996,22.387804369904075,-9.499152970670195
122,2220,28.461878612999996,0.4192857142857143,0.1754347080471363,0.1444206864288657,0.1941345809241139,[nan],-0.15,0.14,-0.87,[3.1],"5.010,0.261,0.329,1377.,0.622,0.645,0.139,0.995,18",1381.0,1330.0,1369.0,1466.0,3.0827128694370534,0.0483933175727332,22.38984816272125,-9.49911253173295
123,2230,28.718741039,0.4507142857142857,0.1556647890745644,0.1233712367625057,0.2311726157944508,[nan],-0.02,0.01,-0.98,[3.1],"4.935,0.263,0.339,1405.,0.622,0.644,0.139,0.995,18",1419.0,1328.0,1377.0,1510.0,2.986293775178832,-0.1137792665145971,22.38542148513153,-9.499205166409386
124,2240,28.959809463999996,0.4207142857142856,0.1556647890745644,0.1233712367625057,0.2311726157944508,[nan],-0.26,-0.04,-1.15,[3.1],"4.935,0.262,0.350,1378.,0.622,0.644,0.139,0.995,18",1374.0,1336.0,1365.0,1475.0,3.037691432544648,0.06655168569114,22.38983270435084,-9.499185651126025
125,2250,29.194482205,0.4264285714285714,0.1568960641390565,0.1217965317543969,0.2513592726315207,[nan],-0.26,0.13,-1.07,[3.1],"5.010,0.261,0.362,1383.,0.622,0.645,0.139,0.995,18",1335.0,1364.0,1394.0,1414.0,3.085895678148104,-0.0094538779254879,22.39179594518429,-9.49914168306461
126,2260,29.422521537999998,0.4157142857142857,0.1596579630564187,0.1416033704647028,0.2533043496690303,[nan],-0.16,0.03,-0.92,[3.1],"5.010,0.264,0.350,1374.,0.622,0.644,0.139,0.995,18",1374.0,1324.0,1356.0,1451.0,3.14835761786762,0.0244005565189461,22.3956189396666,-9.498975385937598
127,2270,29.656688168000002,0.42,0.1596579630564187,0.1416033704647028,0.2533043496690303,[nan],-0.06,0.04,-0.86,[3.1],"5.010,0.260,0.333,1378.,0.622,0.644,0.139,0.995,18",1363.0,1321.0,1356.0,1430.0,3.207645479691243,-0.0508653123303707,22.39853362935393,-9.498817745331037
128,2280,29.89598813,0.4107142857142857,0.179699873299058,0.1390567166873171,0.2546900621032376,[nan],-0.19,0.04,-0.89,[3.1],"5.010,0.253,0.324,1369.,0.622,0.645,0.139,0.995,18",1361.0,1331.0,1360.0,1435.0,3.2697134253192908,-0.0241068671816486,22.403351533069696,-9.49849852518016
129,2290,30.149387816,0.44,0.1769020972191367,0.1192718786627005,0.2525471574691358,[nan],-0.27,0.14,-0.91,[3.1],"4.935,0.263,0.305,1396.,0.622,0.644,0.139,0.995,18",1384.0,1350.0,1385.0,1463.0,3.205783922409452,-0.1977690713483161,22.403439750062464,-9.498493097704776
130,2300,30.401041223,0.4342857142857143,0.175698532624647,0.1210476968935203,0.2323817603945236,[nan],-0.25,0.13,-1.15,[3.1],"5.010,0.273,0.273,1390.,0.622,0.644,0.139,0.995,18",1356.0,1353.0,1387.0,1450.0,3.1905129444231344,-0.145424063460452,22.40572937736548,-9.49840957061874
131,2310,30.625834462999997,0.4328571428571429,0.1531580275096705,0.1264782794760643,0.1908535053922868,[nan],-0.17,0.25,-0.98,[3.1],"4.935,0.284,0.234,1389.,0.622,0.645,0.139,0.995,18",1353.0,1360.0,1384.0,1453.0,3.150725114421107,-0.1032192688871164,22.40671377517632,-9.4984041245525
132,2320,30.861923315,0.4378571428571427,0.1553129261789154,0.1463624008568018,0.1926829347448817,[nan],-0.18,0.17,-0.97,[3.1],"0.224,0.283,0.229,1394.,0.622,0.645,0.139,0.995,18",1375.0,1344.0,1373.0,1458.0,3.102150552697396,-0.1061485083631175,22.40647292225397,-9.498417035063154
133,2330,31.104899148,0.4307142857142856,0.1135715282628139,0.1513484272109,0.1695103569140304,[nan],-0.16,0.23,-0.96,[3.1],"1.420,0.269,0.228,1387.,0.622,0.644,0.139,0.995,18",1394.0,1354.0,1342.0,1488.0,3.100216912200633,-0.055306059974251,22.408272837133968,-9.498403401121845
134,2340,31.337519463,0.4064285714285713,0.070178106097126,0.135462900843962,0.1452858591693975,[nan],-0.11,0.16,-1.07,[3.1],"-0.59,0.249,0.264,1365.,0.622,0.644,0.139,0.995,18",1398.0,1339.0,1317.0,1495.0,3.147013975604513,0.0916810609772286,22.41222199369017,-9.498346469273589
135,2350,31.568383869999998,0.387142857142857,0.0113103639787408,0.1396603227054207,0.1613569740127826,[nan],-0.03,0.28,-0.82,[3.1],"4.337,0.198,0.316,1348.,0.620,0.644,0.139,0.995,18",1366.0,1320.0,1312.0,1444.0,3.241645011922638,0.1635569107211222,22.417000666075584,-9.498170657046712
136,2360,31.796197907,0.427857142857143,-0.0088984942812554,0.1016371757718272,0.2202818091864407,[nan],-0.01,0.21,-1.01,[3.1],"5.010,0.225,0.321,1385.,0.622,0.644,0.139,0.995,18",1391.0,1323.0,1330.0,1470.0,3.2115590466204824,-0.1140163541445215,22.415587435497912,-9.498263883283782
137,2370,32.039479185,0.4257142857142856,-0.0310311993496503,0.0839325091372507,0.2193646444687512,[nan],0.02,0.1,-1.06,[3.1],"4.935,0.213,0.296,1383.,0.622,0.644,0.139,0.995,18",1411.0,1361.0,1352.0,1486.0,3.1725714847797817,-0.0668900946149453,22.416829420846227,-9.498248732626372
138,2380,32.286635999,0.4264285714285714,-0.0498947650275793,0.1055234688611219,0.1980419068366207,[nan],-0.1,0.06,-0.93,[3.1],"4.636,0.204,0.335,1383.,0.622,0.644,0.139,0.995,18",1391.0,1326.0,1327.0,1474.0,3.196210977535579,-0.0920442616150766,22.419042894680768,-9.498207420763116
139,2390,32.534360055,0.4464285714285713,-0.0709211525749938,0.0883003418579317,0.2176665763651523,[nan],-0.25,0.05,-1.13,[3.1],"3.589,0.139,0.330,1401.,0.622,0.644,0.139,0.995,18",1406.0,1352.0,1350.0,1495.0,3.1104989902185167,-0.1794439585144458,22.41717500051351,-9.498252763770711
140,2400,32.778880592,0.4342857142857143,-0.0972617819045856,0.0308573524737996,0.2192324872337772,[nan],-0.04,0.08,-1.04,[3.1],"5.010,0.077,0.432,1390.,0.623,0.645,0.139,0.995,18",1399.0,1337.0,1324.0,1505.0,3.0941574420831777,-0.0786127640708085,22.41879330894669,-9.498235926504298
141,2410,33.015390518,0.4157142857142857,-0.1216585200995623,-0.004192940315808,0.2614798031134668,[nan],-0.1,0.07,-1.09,[3.1],"4.861,0.078,0.433,1374.,0.622,0.644,0.139,0.995,18",1376.0,1335.0,1342.0,1474.0,3.114705570881686,0.0471786609183604,22.42186906191941,-9.498218923943725
142,2420,33.261012758,0.4128571428571427,-0.1217180748116298,-0.0017362619164353,0.301805269183092,[nan],-0.15,0.1,-1.05,[3.1],"3.514,0.072,0.379,1371.,0.622,0.644,0.139,0.995,18",1361.0,1341.0,1355.0,1437.0,3.17790704645262,0.0192558898537514,22.4254136551462,-9.49807999293287
143,2430,33.493674165,0.4042857142857143,-0.1216944449467011,-0.0029656310763519,0.2816281212309277,[nan],-0.07,0.1,-0.97,[3.1],"2.767,0.082,0.405,1363.,0.622,0.644,0.139,0.995,18",1382.0,1326.0,1331.0,1471.0,3.249792712654251,0.0325786164938241,22.42991613707224,-9.49778149837033
144,2440,33.722419424,0.425,-0.1216944449467011,-0.0029656310763519,0.2816281212309277,[nan],-0.11,0.11,-1.04,[3.1],"4.636,0.106,0.377,1382.,0.622,0.644,0.139,0.995,18",1374.0,1352.0,1345.0,1447.0,3.248221306925431,-0.117879171879382,22.43093887996044,-9.49770569168484
145,2450,33.96865061,0.4342857142857143,-0.1192095725710437,0.0144004977104437,0.2401567220572867,[nan],0.03,0.2,-1.08,[3.1],"3.664,0.180,0.260,1390.,0.622,0.644,0.139,0.995,18",1385.0,1340.0,1344.0,1453.0,3.2130914882874992,-0.1641125898769317,22.4320418185002,-9.497635224009942
146,2460,34.200657498,0.4457142857142857,-0.1143741331004416,0.0704791358517553,0.1766153616126713,[nan],0.1,0.14,-1.07,[3.1],"2.841,0.191,0.295,1401.,0.622,0.645,0.139,0.995,18",1384.0,1408.0,1342.0,1460.0,3.120968730475397,-0.1833914391334642,22.430493108486555,-9.49766969664882
147,2470,34.433418091,0.4285714285714286,-0.1117839839610169,0.0915173679157344,0.1957355293802985,[nan],-0.09,0.24,-1.06,[3.1],"4.337,0.115,0.403,1385.,0.622,0.645,0.139,0.995,18",1397.0,1377.0,1321.0,1454.0,3.109079132259202,-0.048987776651855,22.4323319841286,-9.497673933080174
148,2480,34.672222165,0.4221428571428572,-0.1338594386517225,0.0577856621740551,0.2575612098427527,[nan],0.03,0.13,-0.97,[3.1],"4.786,0.113,0.376,1379.,0.622,0.644,0.139,0.995,18",1367.0,1354.0,1339.0,1422.0,3.145805422296815,-0.029004961871765,22.435015794906683,-9.497647890271296
149,2490,34.914780665,0.4321428571428573,-0.1367525562524709,0.0366132294928656,0.2386787549927843,[nan],0.1,0.15,-0.96,[3.1],"5.010,0.144,0.380,1388.,0.622,0.645,0.139,0.995,18",1378.0,1380.0,1342.0,1450.0,3.132292372616116,-0.093556484612529,22.43594611158556,-9.49761659946379
150,2500,35.174419627,0.4321428571428573,-0.1313735928277846,0.0775929275303537,0.2563950304453412,[nan],-0.08,0.1,-0.89,[3.1],"5.010,0.115,0.434,1388.,0.622,0.644,0.139,0.995,18",1356.0,1386.0,1348.0,1415.0,3.140697583499126,-0.0962997916947997,22.43781611832144,-9.497566068583014
151,2510,35.418031368,0.4257142857142856,-0.1128245909457247,0.0574981179888944,0.2984973144175332,[nan],-0.13,0.03,-1.01,[3.1],"5.010,0.107,0.410,1383.,0.622,0.644,0.139,0.995,18",1368.0,1364.0,1359.0,1415.0,3.183306040952297,-0.081252010028019,22.441419033408373,-9.49742341580985
152,2520,35.653720701,0.4435714285714286,-0.1157581855484629,0.0377452230205599,0.2995121103808392,[nan],-0.11,0.13,-0.92,[3.1],"5.010,0.124,0.315,1399.,0.622,0.644,0.139,0.995,18",1373.0,1385.0,1370.0,1426.0,3.141826064729588,-0.1845934114709021,22.441373813670264,-9.497420304314794
153,2530,35.891687237999996,0.475,-0.1139591254741246,0.0552078332543606,0.2581140730987132,[nan],-0.01,0.22,-1.06,[3.1],"5.010,0.112,0.346,1427.,0.622,0.644,0.139,0.995,18",1408.0,1386.0,1360.0,1473.0,3.013410643965376,-0.3201482894765928,22.437645907313275,-9.497463539517698
154,2540,36.125353571,0.47,-0.1168429909460354,0.034224854580614,0.2390263077040668,[nan],-0.09,0.18,-1.13,[3.1],"4.935,0.124,0.305,1423.,0.622,0.644,0.139,0.995,18",1401.0,1388.0,1378.0,1470.0,2.8917575720160107,-0.199579495927462,22.43481417487212,-9.497397400996478
155,2550,36.365840534,0.4321428571428573,-0.1150442708741156,0.0529013645156442,0.2178430559238861,[nan],0.02,0.23,-1.08,[3.1],"4.935,0.145,0.225,1388.,0.622,0.644,0.139,0.995,18",1383.0,1333.0,1325.0,1465.0,2.8871826284512685,0.0851801375055962,22.4372332072712,-9.497637170574588
156,2560,36.613858977999996,0.45,-0.1360641459740875,0.0523550107816404,0.1771566146448277,[nan],-0.13,0.26,-1.15,[3.1],"5.010,0.144,0.200,1405.,0.622,0.644,0.139,0.995,18",1415.0,1411.0,1385.0,1491.0,2.827124138824084,-0.0027177354005315,22.43321175700365,-9.497572232661115
157,2570,36.852754812,0.435,-0.1350922015687466,0.0708922425612057,0.1558409004826458,[nan],-0.06,0.24,-1.0,[3.1],"5.010,0.097,0.234,1391.,0.622,0.644,0.139,0.995,18",1369.0,1403.0,1358.0,1428.0,2.8500099526851685,0.088536238308115,22.43307523662099,-9.497572160377915
158,2580,37.098954015000004,0.4378571428571427,-0.1381048360141596,0.0310906818595724,0.1584234826540322,[nan],-0.02,0.09,-1.03,[3.1],"5.010,0.030,0.365,1394.,0.622,0.644,0.139,0.995,18",1380.0,1369.0,1314.0,1476.0,2.86282317813539,0.0630177061755664,22.43171466005097,-9.497564401370754
159,2590,37.334572182,0.4428571428571427,-0.1614053100437968,-0.0022131287683166,0.2213480000676153,[nan],0.06,0.17,-1.05,[3.1],"5.010,0.026,0.385,1398.,0.622,0.644,0.139,0.995,18",1422.0,1344.0,1331.0,1502.0,2.8423482865059926,0.0378387963793641,22.42949049415993,-9.497551854643094
160,2600,37.57455583,0.4257142857142856,-0.1638610815259067,-0.0203751384071402,0.2430790895327561,[nan],0.05,0.05,-0.93,[3.1],"5.010,0.026,0.349,1383.,0.622,0.645,0.139,0.995,18",1389.0,1329.0,1317.0,1478.0,2.895095756669444,0.1254834716851537,22.431275781640288,-9.497559316651124
161,2610,37.820486904,0.4307142857142856,-0.1636497714082479,-0.022021976816988,0.2230085932466848,[nan],0.12,0.09,-1.02,[3.1],"5.010,0.027,0.368,1387.,0.622,0.645,0.139,0.995,18",1398.0,1365.0,1331.0,1476.0,2.915391738503125,0.0753827644460708,22.43086942971317,-9.497574521470083
162,2620,38.072578829,0.4242857142857143,-0.1837894173261509,-0.0179403098375598,0.2432671379059871,[nan],-0.02,0.19,-1.08,[3.1],"5.010,0.032,0.420,1381.,0.622,0.644,0.139,0.995,18",1391.0,1340.0,1312.0,1483.0,2.957962324246105,0.0921695518785882,22.43178849239024,-9.49756416586014
163,2630,38.321031903000005,0.4107142857142857,-0.18395877139483,-0.0160894267385907,0.2633437282730366,[nan],-0.05,0.19,-0.98,[3.1],"5.010,0.057,0.408,1369.,0.622,0.644,0.139,0.995,18",1360.0,1380.0,1341.0,1417.0,3.068470765766867,0.1143892935688594,22.435589245363232,-9.497433514258883
164,2640,38.555279385,0.3978571428571427,-0.2012410163304722,0.0062718886459827,0.2614391505126389,[nan],-0.05,0.21,-1.05,[3.1],"5.010,0.071,0.373,1358.,0.622,0.644,0.139,0.995,18",1382.0,1353.0,1308.0,1443.0,3.1722909930020347,0.134876549391638,22.439644309364144,-9.497165057452388
165,2650,38.811670606999996,0.4135714285714286,-0.1989109269883966,0.0240023045974016,0.2394025096370644,[nan],0.1,0.11,-0.93,[3.1],"5.085,0.075,0.325,1372.,0.622,0.644,0.139,0.995,18",1383.0,1354.0,1337.0,1420.0,3.200229912039722,-0.0057741530449466,22.4403185450745,-9.497108920443877
