,Index,timestamp,throttle_ref,yaw,pitch,roll,tof_measurement,accX,accY,accZ,altitude_ref,RC_data,mot_FL,mot_FR,mot_BL,mot_BR,KF_altitutde_est,KF_velocity_z_est,KF_alpha_est,KF_beta_est
166,2660,39.062181755,0.4264285714285714,-0.1793524655186288,0.0180009721417448,0.1995352751080441,[nan],0.11,0.14,-0.9,[3.1],"10.02,0.068,0.251,1383.,0.622,0.644,0.139,0.995,18",1385.0,1339.0,1307.0,1448.0,3.2149437386402093,-0.1070301908765722,22.44141157828611,-9.497012761035434
167,2670,39.318760366,0.4314285714285714,-0.1796739322847965,0.0144004977104437,0.1595280175034607,[nan],0.08,0.14,-1.01,[3.1],"10.24,0.056,0.240,1388.,0.622,0.644,0.139,0.995,18",1394.0,1370.0,1337.0,1465.0,3.167068384920411,-0.113338638277496,22.4414846680868,-9.497007030152982
168,2680,39.558054921,0.4314285714285714,-0.1411809923497041,-0.0101009255177366,0.1411809923497041,[nan],-0.04,0.12,-1.15,[3.1],"17.87,0.059,0.229,1388.,0.622,0.644,0.139,0.995,18",1379.0,1368.0,1344.0,1460.0,3.1236940018672747,-0.0821304723914453,22.441340594317666,-9.497012562382078
169,2690,39.948241365,0.435,-0.0812332105942889,-0.0143343816257388,0.140816575617775,[nan],-0.09,0.18,-1.0,[3.1],"18.99,0.053,0.243,1391.,0.622,0.644,0.139,0.995,18",1400.0,1367.0,1346.0,1473.0,3.078901878822078,-0.0763583285729993,22.440344755536795,-9.497019271150773
170,2700,40.369484365,0.4142857142857143,0.018554227902741,-0.0213505568670002,0.1399305379560403,[nan],-0.02,0.06,-1.1,[3.1],"22.43,0.032,0.273,1372.,0.622,0.644,0.139,0.995,18",1398.0,1320.0,1307.0,1489.0,3.114706103122894,0.051582067397051,22.442872790983664,-9.4970223929814
171,2710,40.64132555,0.4321428571428573,0.0779144335242438,-0.0271050775443528,0.1793411726713481,[nan],-0.12,0.08,-1.04,[3.1],"20.71,0.034,0.268,1388.,0.622,0.644,0.139,0.995,18",1389.0,1332.0,1332.0,1441.0,3.1064307458351323,-0.0748102845126851,22.442143821103144,-9.497051125485113
172,2720,40.868517604999994,0.4335714285714286,0.1195877305904704,-0.0108002099630206,0.1799235303762076,[nan],0.09,-0.03,-1.1,[3.1],"14.73,0.044,0.265,1390.,0.622,0.644,0.139,0.995,18",1402.0,1342.0,1358.0,1464.0,3.0739756241306724,-0.0599965642921858,22.44188255027765,-9.497056351759948
173,2730,41.09948330900001,0.4314285714285714,0.1595280175034607,-0.0144004977104437,0.1796739322847965,[nan],0.01,0.07,-1.04,[3.1],"8.226,0.092,0.299,1388.,0.622,0.644,0.139,0.995,18",1380.0,1341.0,1355.0,1451.0,3.0714655432650724,-0.0439320989515043,22.44244114031869,-9.49705702497102
174,2740,41.349323420000005,0.4514285714285713,0.1831724967098041,0.0234687649507367,0.1831724967098041,[nan],0.03,0.13,-1.04,[3.1],"5.085,0.133,0.258,1406.,0.622,0.645,0.139,0.995,18",1412.0,1365.0,1369.0,1444.0,2.9787292363904188,-0.1226282066244115,22.438925264466032,-9.497073140134464
175,2750,41.592813994,0.4307142857142856,0.1681895557572096,0.0865400297621625,0.1681895557572096,[nan],0.03,0.05,-0.96,[3.1],"5.085,0.139,0.247,1387.,0.622,0.645,0.139,0.995,18",1411.0,1387.0,1351.0,1425.0,2.9955056357328687,0.014676711487135,22.440616461658124,-9.497100998958317
176,2760,41.839337068000006,0.4192857142857143,0.1681895557572096,0.0865400297621625,0.1681895557572096,[nan],0.03,0.1,-0.95,[3.1],"7.702,0.124,0.247,1377.,0.622,0.644,0.139,0.995,18",1399.0,1376.0,1364.0,1431.0,2.976645960849465,0.112671122196466,22.44043225075496,-9.49715663352328
177,2770,42.079194105,0.4307142857142856,0.1446160558008141,0.0484518320386562,0.1641489493933539,[nan],0.04,-0.0,-1.09,[3.1],"5.010,0.105,0.255,1387.,0.622,0.645,0.139,0.995,18",1408.0,1300.0,1294.0,1455.0,2.967981926012457,0.0381994750907115,22.438967949073035,-9.497214360677544
178,2780,42.31315216,0.4292857142857143,0.1246224592689319,0.0500930512709905,0.1636596005907939,[nan],0.04,0.1,-0.93,[3.1],"5.010,0.100,0.255,1386.,0.622,0.645,0.139,0.995,18",1394.0,1361.0,1340.0,1434.0,3.019686950142787,0.0122540847999009,22.44030522020248,-9.497248282041518
179,2790,42.544039567,0.427857142857143,0.104639356956584,0.0517283423634382,0.1631542189328194,[nan],-0.06,0.25,-1.07,[3.1],"5.010,0.097,0.266,1385.,0.622,0.645,0.139,0.995,18",1424.0,1371.0,1361.0,1475.0,3.004711234788167,0.0335369468935369,22.439918557817844,-9.497281619358438
180,2800,42.783258604,0.4314285714285714,0.1051517440673359,0.050675689005512,0.1832192702016032,[nan],-0.06,0.18,-0.94,[3.1],"5.010,0.088,0.265,1388.,0.622,0.644,0.139,0.995,18",1389.0,1369.0,1362.0,1434.0,2.9870543325886247,0.0169263342594228,22.43897494148005,-9.497285148538111
181,2810,43.01720501199999,0.46,0.0833356364298195,0.0326032631143509,0.1817843095957854,[nan],-0.07,-0.0,-1.09,[3.1],"5.010,0.082,0.265,1414.,0.622,0.645,0.139,0.995,18",1405.0,1371.0,1366.0,1444.0,2.904627622038612,-0.1316921636275393,22.434690316167057,-9.497286560828934
182,2820,43.26723071500001,0.442142857142857,0.0833356364298195,0.0326032631143509,0.1817843095957854,[nan],-0.1,0.08,-1.09,[3.1],"5.010,0.090,0.258,1397.,0.622,0.644,0.139,0.995,18",1401.0,1372.0,1370.0,1435.0,2.926192923512393,-0.0154306022346666,22.43578138034136,-9.497306265189374
183,2830,43.516226585,0.4435714285714286,0.0633973156916769,0.0344183511699154,0.1814529705014444,[nan],-0.11,0.2,-1.02,[3.1],"5.010,0.098,0.308,1399.,0.622,0.644,0.139,0.995,18",1393.0,1360.0,1350.0,1459.0,2.9118847474615257,-0.0157552245213282,22.43447626321332,-9.497300022360324
184,2840,43.755492380999996,0.4657142857142857,0.0239140818288173,0.0377984457755362,0.2008371460452044,[nan],-0.04,0.12,-1.1,[3.1],"5.010,0.102,0.281,1419.,0.622,0.644,0.139,0.995,18",1427.0,1341.0,1350.0,1468.0,2.828242470078808,-0.121886712046992,22.42964761140577,-9.497237692777174
185,2850,43.981004436999996,0.415,0.0040031811776398,0.0398019645584202,0.2004547338039264,[nan],-0.18,0.11,-1.03,[3.1],"5.010,0.069,0.129,1373.,0.622,0.645,0.139,0.995,18",1387.0,1345.0,1363.0,1412.0,2.9557808770111844,0.1605591579692963,22.4353642588562,-9.4973313421295
186,2860,44.216910139999996,0.47,-0.0199753214422005,0.0010000001666667,0.1000367322537657,[nan],0.0,0.12,-1.13,[3.1],"5.010,0.060,-0.02,1423.,0.622,0.644,0.139,0.995,18",1428.0,1338.0,1356.0,1480.0,2.838983202591826,-0.1603154847836355,22.428353054056323,-9.497402296650955
187,2870,44.47033036299999,0.44,-0.0400086678964983,-0.0199963319480591,0.000400079994657,[nan],-0.13,-0.02,-1.04,[3.1],"5.010,0.074,0.041,1396.,0.622,0.644,0.139,0.995,18",1401.0,1368.0,1357.0,1507.0,2.821217459619428,0.0750070313283951,22.427388499892704,-9.497366925932935
188,2880,44.70547802899999,0.427857142857143,-0.059815324992472,-0.0205904518868464,-0.0193943236507512,[nan],-0.11,0.14,-0.91,[3.1],"5.010,0.107,0.125,1385.,0.622,0.645,0.139,0.995,18",1369.0,1355.0,1367.0,1475.0,2.856984360287837,0.1388350762493682,22.42739691000055,-9.49737181273449
189,2890,44.938089862,0.42,-0.0999968722189909,0.0030000045000182,0.0599340576850434,[nan],-0.09,0.05,-1.03,[3.1],"5.010,0.116,0.157,1378.,0.621,0.644,0.139,0.995,18",1402.0,1319.0,1336.0,1453.0,2.9284274303700832,0.1462737204996285,22.42808222781258,-9.49738960896822
190,2900,45.18827391799999,0.4414285714285713,-0.0975315193862392,0.0458858886015978,0.1180069836739041,[nan],-0.08,0.09,-0.99,[3.1],"5.010,0.109,0.149,1397.,0.622,0.644,0.139,0.995,18",1422.0,1338.0,1360.0,1437.0,2.910852100880729,-0.0019141988398688,22.42495428869349,-9.49741022469018
191,2910,45.43378289900001,0.4128571428571427,-0.0975315193862392,0.0458858886015978,0.1180069836739041,[nan],-0.08,0.01,-0.92,[3.1],"5.010,0.108,0.148,1371.,0.622,0.644,0.139,0.995,18",1362.0,1340.0,1362.0,1403.0,2.9698252876380344,0.1724360483238601,22.42731776712684,-9.49747100755328
192,2920,45.696409009999996,0.4321428571428573,-0.0986827542103173,0.0259408128766343,0.1189476374088423,[nan],-0.16,0.04,-1.04,[3.1],"5.010,0.109,0.144,1388.,0.622,0.644,0.139,0.995,18",1379.0,1364.0,1370.0,1421.0,2.9497743235260345,0.0408216222915871,22.4248387291007,-9.497509133055797
193,2930,45.941364343000004,0.4485714285714286,-0.0989367479297573,0.0249515237752646,0.0989367479297573,[nan],-0.06,0.1,-1.04,[3.1],"5.010,0.106,0.140,1403.,0.622,0.644,0.139,0.995,18",1391.0,1388.0,1383.0,1433.0,2.8866946446959343,-0.0323216270040071,22.42105565758757,-9.497494660286849
194,2940,46.177779621,0.4478571428571427,-0.0784090687764293,0.0431413160810325,0.0784090687764293,[nan],-0.06,0.13,-0.98,[3.1],"3.888,0.102,0.175,1403.,0.622,0.645,0.139,0.995,18",1376.0,1399.0,1394.0,1433.0,2.831013833342677,0.0134866101659914,22.417561186966683,-9.497403301213248
195,2950,46.419433047,0.4378571428571427,-0.0587118450949288,0.0235561254313823,0.1194405278931208,[nan],-0.08,-0.04,-1.0,[3.1],"-6.05,0.116,0.148,1394.,0.622,0.644,0.139,0.995,18",1377.0,1374.0,1418.0,1414.0,2.828780422990429,0.0895781654705328,22.415943791430266,-9.497353210257945
196,2960,46.684314545999996,0.4442857142857143,-0.1186831973251338,0.0271301943490565,0.1186831973251338,[nan],0.09,-0.11,-0.96,[3.1],"-9.34,0.116,0.143,1399.,0.622,0.644,0.139,0.995,18",1419.0,1346.0,1379.0,1458.0,2.8025193101407653,0.0571644454514492,22.412617546862613,-9.497274597605648
197,2970,46.929585602,0.4321428571428573,-0.178456405004391,0.0324742756199367,0.1377879776028627,[nan],0.07,0.1,-0.97,[3.1],"5.010,0.116,0.144,1388.,0.622,0.644,0.139,0.995,18",1436.0,1317.0,1338.0,1471.0,2.828326593540674,0.1320457365916651,22.41161744614575,-9.49725129507425
198,2980,47.172747305,0.4307142857142856,-0.2401567220572867,0.0144004977104437,0.1192095725710437,[nan],-0.09,0.11,-0.99,[3.1],"17.42,0.116,0.145,1387.,0.622,0.644,0.139,0.995,18",1448.0,1295.0,1307.0,1493.0,2.875852556301006,0.1083560355228838,22.41099384015284,-9.497255731000486
199,2990,47.41140697200001,0.4314285714285714,-0.220056935175681,0.0132003833580591,0.1193477744380655,[nan],-0.1,0.11,-0.88,[3.1],"37.84,0.117,0.144,1388.,0.622,0.644,0.139,0.995,18",1451.0,1308.0,1308.0,1486.0,2.8857469023725613,0.0946831484614369,22.40949129252669,-9.497254237584372
200,3000,47.668049231,0.427857142857143,-0.1386963765562812,0.0283175987317674,0.1184067323766147,[nan],0.0,-0.1,-1.04,[3.1],"37.09,0.116,0.144,1385.,0.622,0.644,0.139,0.995,18",1423.0,1316.0,1329.0,1469.0,2.9182665525168376,0.1007564649365624,22.40923557629777,-9.49725434560733
201,3010,47.906083656999996,0.422857142857143,-0.0179860257047769,0.0409514000060913,0.0996984164508087,[nan],-0.19,-0.01,-1.06,[3.1],"39.26,0.115,0.143,1380.,0.622,0.644,0.139,0.995,18",1405.0,1327.0,1338.0,1448.0,2.957881937796083,0.1065150738891494,22.409312977315324,-9.49725276868934
202,3020,48.150570583000004,0.4285714285714286,0.1019682269773462,0.0348989374847286,0.1019682269773462,[nan],-0.13,0.05,-1.01,[3.1],"41.87,0.114,0.141,1385.,0.622,0.643,0.139,0.995,18",1380.0,1354.0,1368.0,1439.0,2.96776387766983,0.0557196423707243,22.408073123376543,-9.497264057481544
203,3030,48.39039998999999,0.4292857142857143,0.2430489334648033,0.0499115600287196,0.0867377206132631,[nan],-0.09,0.04,-1.14,[3.1],"45.02,0.112,0.142,1386.,0.622,0.644,0.139,0.995,18",1405.0,1332.0,1359.0,1462.0,2.966849628740305,0.0517398257936164,22.40701837032005,-9.497267545009388
204,3040,48.627244970999996,0.4071428571428573,0.3851704741647285,0.0398135785346802,0.1097118314327146,[nan],-0.15,0.14,-1.08,[3.1],"46.29,0.111,0.144,1366.,0.622,0.644,0.139,0.995,18",1400.0,1323.0,1365.0,1462.0,2.987969912758051,0.2029627840154984,22.408185836849864,-9.49738904510494
205,3050,48.856660953,0.4357142857142856,0.5296785334984541,0.0563458267072798,0.0982295508421548,[nan],-0.2,-0.18,-1.0,[3.1],"43.37,0.112,0.139,1392.,0.622,0.644,0.139,0.995,18",1353.0,1364.0,1390.0,1387.0,3.00053197729227,-0.0167114563121029,22.406427907536457,-9.49744050956362
206,3060,49.093411804,0.4164285714285713,0.67715090372143,0.0744866922818168,0.0899006945563321,[nan],-0.04,-0.11,-0.86,[3.1],"18.32,0.115,0.135,1374.,0.622,0.644,0.139,0.995,18",1339.0,1348.0,1389.0,1382.0,3.0521162595697127,0.0889324400487661,22.40840485011252,-9.49745068977774
207,3070,49.326962193,0.4371428571428573,0.7197378939677813,0.0725569613535079,0.0914637761736673,[nan],-0.09,-0.04,-0.95,[3.1],"5.010,0.166,0.125,1393.,0.622,0.644,0.139,0.995,18",1339.0,1384.0,1430.0,1397.0,3.0163569048004826,-0.0408328048514884,22.406231867664484,-9.497496535137811
208,3080,49.56770256300001,0.457142857142857,0.7420315019595058,0.0974509023602916,0.0809039105342326,[nan],0.0,-0.02,-0.99,[3.1],"5.010,0.192,0.112,1411.,0.622,0.644,0.139,0.995,18",1378.0,1412.0,1427.0,1412.0,2.90681134650374,-0.1094543969565916,22.401693231919285,-9.497460011205314
209,3090,49.808581247999996,0.4528571428571427,0.7661775108744964,0.1411525552121086,0.0785719907333739,[nan],-0.15,0.12,-1.15,[3.1],"5.010,0.195,0.095,1407.,0.622,0.645,0.139,0.995,18",1370.0,1451.0,1444.0,1404.0,2.806359768184595,-0.0069413780909947,22.397802188718227,-9.49733062419058
210,3100,50.052836396000004,0.43,0.7867962386648791,0.1479827964208715,0.0615106366835795,[nan],-0.0,-0.03,-1.11,[3.1],"5.010,0.201,0.112,1387.,0.622,0.644,0.139,0.995,18",1374.0,1401.0,1403.0,1400.0,2.8432981751858857,0.1402849268799184,22.39827516785589,-9.497343401666615
211,3110,50.307006433,0.4621428571428573,0.833828848156166,0.1568073473737332,0.0914891158319197,[nan],0.12,0.02,-1.03,[3.1],"5.010,0.199,0.135,1415.,0.622,0.644,0.139,0.995,18",1374.0,1403.0,1393.0,1396.0,2.779192579389957,-0.0560920396680796,22.392757247937325,-9.497245562332555
212,3120,50.54371737700001,0.4385714285714286,0.8570026771399525,0.1474684202040919,0.1115357429940451,[nan],-0.0,-0.02,-0.94,[3.1],"0.972,0.166,0.172,1394.,0.622,0.645,0.139,0.995,18",1353.0,1439.0,1455.0,1350.0,2.8016753292126007,0.103454010265946,22.393171002800003,-9.497256779313831
213,3130,50.79105813699999,0.45,0.8564099784440344,0.1126685213268803,0.1395495716692705,[nan],0.04,-0.07,-0.95,[3.1],"-5.53,0.166,0.170,1405.,0.622,0.644,0.139,0.995,18",1382.0,1386.0,1415.0,1391.0,2.80942871942881,0.0158115923921326,22.39098589000936,-9.497245252842855
214,3140,51.02805282200001,0.4364285714285713,0.7886059143940705,0.0987657642537171,0.1278871591910101,[nan],-0.1,-0.05,-1.1,[3.1],"-7.77,0.163,0.172,1392.,0.622,0.644,0.139,0.995,18",1385.0,1384.0,1416.0,1397.0,2.7982372970423803,0.1218328150627414,22.389881353832227,-9.49726472984511
215,3150,51.269599525000004,0.4514285714285713,0.72400624829668,0.1028395084006517,0.1246411957414029,[nan],-0.07,-0.1,-0.96,[3.1],"-7.92,0.166,0.160,1406.,0.622,0.644,0.139,0.995,18",1394.0,1381.0,1401.0,1418.0,2.775701579517868,0.0298158567727374,22.38641198142825,-9.497204009104466
216,3160,51.509653488,0.4478571428571427,0.6601549289365838,0.1067600180740233,0.121304700605246,[nan],-0.14,-0.1,-1.08,[3.1],"-6.58,0.166,0.162,1403.,0.622,0.644,0.139,0.995,18",1418.0,1365.0,1385.0,1445.0,2.733824758731885,0.0882882716989092,22.383184944507363,-9.49711967547299
217,3170,51.75800076600001,0.4542857142857143,0.5760299858249665,0.111757695989787,0.1167200240766136,[nan],-0.06,-0.03,-1.16,[3.1],"4.935,0.178,0.132,1408.,0.622,0.644,0.139,0.995,18",1449.0,1356.0,1377.0,1477.0,2.666691878955921,0.0887777413550628,22.37798296930952,-9.49691277447909
218,3180,51.99226554299999,0.4407142857142856,0.5332963706756292,0.1194479309691796,0.0949744715901339,[nan],-0.03,0.05,-1.01,[3.1],"4.935,0.207,0.108,1396.,0.622,0.644,0.139,0.995,18",1409.0,1364.0,1392.0,1445.0,2.6870952056385784,0.1710667107772163,22.375826121086472,-9.49681514056021
219,3190,52.246233950000004,0.4557142857142857,0.5141910431203986,0.1397696377017978,0.0989935290392054,[nan],-0.1,0.06,-1.08,[3.1],"5.010,0.216,0.116,1410.,0.622,0.644,0.139,0.995,18",1410.0,1399.0,1401.0,1452.0,2.631322126678554,0.1052756068038662,22.36937556330598,-9.496597226808692
220,3200,52.49036443199999,0.455,0.4934293884961077,0.1407855240871529,0.0975384354144361,[nan],-0.13,0.16,-1.01,[3.1],"5.010,0.214,0.129,1409.,0.622,0.644,0.139,0.995,18",1410.0,1387.0,1403.0,1447.0,2.6131582605899624,0.1214484669559445,22.365103545922924,-9.496412368449947
221,3210,52.73548035799999,0.442142857142857,0.4727179919657042,0.1417838129569759,0.0960763040959493,[nan],-0.1,0.08,-1.02,[3.1],"4.935,0.213,0.127,1397.,0.622,0.645,0.139,0.995,18",1421.0,1352.0,1366.0,1456.0,2.659267968097992,0.1832654978398113,22.364317969943816,-9.496388349877826
222,3220,52.985382116999986,0.4514285714285713,0.432764963548005,0.1394275572001539,0.1128198216225086,[nan],-0.06,0.01,-1.0,[3.1],"4.935,0.203,0.142,1406.,0.622,0.644,0.139,0.995,18",1412.0,1366.0,1384.0,1448.0,2.658642205857874,0.1151361002478848,22.360174927380545,-9.49628126777681
223,3230,53.22743117200001,0.4528571428571427,0.4105432168613188,0.1210013080900689,0.1071041329810257,[nan],-0.04,0.02,-0.98,[3.1],"4.935,0.194,0.144,1407.,0.622,0.645,0.139,0.995,18",1394.0,1379.0,1399.0,1442.0,2.6586711350611973,0.1088081480775236,22.35713296941176,-9.496191298305636
224,3240,53.451120246,0.4585714285714286,0.4116654843223885,0.1169078446133882,0.1268040146521539,[nan],-0.07,-0.02,-1.1,[3.1],"5.010,0.195,0.141,1412.,0.622,0.645,0.139,0.995,18",1412.0,1364.0,1410.0,1451.0,2.622609599947792,0.0890198994823965,22.352459179404327,-9.496020395009504
225,3250,53.69546504200001,0.4485714285714286,0.3691238825499326,0.0998330784967316,0.1205466191392774,[nan],-0.16,0.07,-1.03,[3.1],"5.010,0.206,0.135,1403.,0.622,0.644,0.139,0.995,18",1410.0,1362.0,1404.0,1443.0,2.6376996267077715,0.1535507716242178,22.35009673434411,-9.495922783876972
226,3260,53.930866042000005,0.4528571428571427,0.3691238825499326,0.0998330784967316,0.1205466191392774,[nan],0.03,0.11,-0.95,[3.1],"4.935,0.206,0.132,1407.,0.622,0.645,0.139,0.995,18",1416.0,1350.0,1401.0,1455.0,2.6262710218397274,0.1318155567078625,22.34619485195076,-9.495774391206464
227,3270,54.18063848600001,0.4435714285714286,0.3477813748523477,0.1045264890391413,0.0997328537485195,[nan],-0.04,0.01,-1.05,[3.1],"4.935,0.206,0.132,1399.,0.622,0.644,0.139,0.995,18",1398.0,1366.0,1393.0,1445.0,2.649018197841906,0.1828873685983723,22.343594730081914,-9.495674414803528
228,3280,54.421725505,0.442142857142857,0.3492191965771765,0.1242188827609884,0.1033500487049864,[nan],-0.13,0.07,-1.03,[3.1],"4.935,0.207,0.121,1397.,0.622,0.644,0.139,0.995,18",1386.0,1364.0,1397.0,1443.0,2.680001545697929,0.1736272957109875,22.341247779407126,-9.49560464726898
229,3290,54.659645301,0.4457142857142857,0.3264081924962283,0.1087946952572234,0.0788373701488416,[nan],-0.07,0.01,-0.95,[3.1],"4.935,0.202,0.123,1401.,0.622,0.644,0.139,0.995,18",1395.0,1380.0,1401.0,1443.0,2.687304853060444,0.1404586145028903,22.33842381879444,-9.495542578663166
230,3300,54.89975176399999,0.4321428571428573,0.3274428497053949,0.1055333303380676,0.0986664119444746,[nan],-0.13,0.01,-0.99,[3.1],"4.935,0.208,0.116,1388.,0.622,0.645,0.139,0.995,18",1366.0,1360.0,1386.0,1418.0,2.751478643934636,0.1979228444581569,22.33815256301823,-9.495544976833452
231,3310,55.14168902300001,0.435,0.3274428497053949,0.1055333303380676,0.0986664119444746,[nan],-0.1,-0.05,-0.96,[3.1],"4.935,0.217,0.120,1391.,0.622,0.644,0.139,0.995,18",1369.0,1359.0,1399.0,1402.0,2.799037143988878,0.1411087769016431,22.336759253855387,-9.495560188398178
232,3320,55.383638115,0.4385714285714286,0.3274428497053949,0.1055333303380676,0.0986664119444746,[nan],0.0,0.01,-1.06,[3.1],"4.935,0.227,0.118,1394.,0.622,0.644,0.139,0.995,18",1382.0,1361.0,1395.0,1444.0,2.80390972557679,0.1081451543979128,22.33463490634088,-9.49555405574421
233,3330,55.61531370799999,0.425,0.3274428497053949,0.1055333303380676,0.0986664119444746,[nan],-0.26,0.18,-1.03,[3.1],"4.935,0.227,0.120,1382.,0.622,0.644,0.139,0.995,18",1361.0,1373.0,1432.0,1404.0,2.8429101445664124,0.182218462482051,22.33469908961801,-9.495555675433284
234,3340,55.867208893,0.4364285714285713,0.3274428497053949,0.1055333303380676,0.0986664119444746,[nan],-0.02,0.0,-1.04,[3.1],"4.935,0.207,0.152,1392.,0.622,0.644,0.139,0.995,18",1383.0,1379.0,1412.0,1432.0,2.855110964654399,0.0919070337333113,22.332841167075426,-9.49559729896084
235,3350,56.101997299999994,0.4107142857142857,0.3274428497053949,0.1055333303380676,0.0986664119444746,[nan],0.03,-0.06,-1.01,[3.1],"4.935,0.219,0.139,1369.,0.622,0.645,0.139,0.995,18",1356.0,1349.0,1384.0,1406.0,3.0049178841494424,0.1727403847160606,22.336438883284828,-9.495598432343227
236,3360,56.342010040999995,0.4185714285714286,0.3274428497053949,0.1055333303380676,0.0986664119444746,[nan],0.1,-0.11,-0.89,[3.1],"4.935,0.212,0.147,1376.,0.622,0.645,0.139,0.995,18",1364.0,1352.0,1399.0,1406.0,3.0195565030298552,0.101255088579282,22.33620285731063,-9.495660675511862
237,3370,56.59489231800001,0.4192857142857143,0.3284458001199403,0.1022608179778654,0.1184969442348608,[nan],0.12,-0.01,-0.94,[3.1],"5.010,0.165,0.131,1377.,0.622,0.645,0.139,0.995,18",1380.0,1337.0,1393.0,1412.0,3.02614017622765,0.0946597517885122,22.33605758853466,-9.495707262255689
238,3380,56.839257669999995,0.4057142857142857,0.3269537633990921,0.0825518434558587,0.1151032224094993,[nan],-0.03,-0.0,-0.95,[3.1],"5.010,0.144,0.102,1365.,0.622,0.644,0.139,0.995,18",1353.0,1347.0,1405.0,1396.0,3.1332716442622304,0.1152202164706177,22.339094217715253,-9.495682136388693
239,3390,57.084035411,0.4171428571428572,0.344593071775714,0.0685877458312553,0.0728862228842029,[nan],-0.14,-0.07,-1.19,[3.1],"4.935,0.128,0.106,1375.,0.622,0.644,0.139,0.995,18",1365.0,1363.0,1411.0,1414.0,3.1053913215725384,0.0546313859027624,22.3384370962646,-9.495780997960338
240,3400,57.319905946999995,0.417857142857143,0.3441196433348872,0.0454661496370922,0.0891440017752521,[nan],0.17,0.02,-1.01,[3.1],"4.935,0.168,0.109,1376.,0.622,0.645,0.139,0.995,18",1377.0,1324.0,1387.0,1422.0,3.1326606542636406,0.0283187914701497,22.33914290816604,-9.49576785893878
241,3410,57.54745067,0.417857142857143,0.3452335752085671,0.0651516091988269,0.0926342073439961,[nan],0.02,0.01,-1.02,[3.1],"5.010,0.175,0.121,1376.,0.622,0.644,0.139,0.995,18",1364.0,1339.0,1384.0,1408.0,3.1643404677831226,0.0049757487457362,22.34016301986584,-9.495733053254144
242,3420,57.784764687999996,0.44,0.3472503775511915,0.0813801829144535,0.1159327337796832,[nan],-0.01,-0.07,-0.97,[3.1],"4.935,0.198,0.141,1396.,0.622,0.644,0.139,0.995,18",1376.0,1365.0,1393.0,1432.0,3.1020946227276185,-0.1172660742289618,22.33842676730649,-9.495788651690004
243,3430,58.03116900299999,0.4285714285714286,0.3477813748523477,0.1045264890391413,0.0997328537485195,[nan],-0.0,0.06,-0.98,[3.1],"5.010,0.210,0.081,1385.,0.622,0.644,0.139,0.995,18",1391.0,1348.0,1382.0,1429.0,3.0775963402758584,-0.0112354784455484,22.338847329697582,-9.495793783343062
244,3440,58.255236651000004,0.4378571428571427,0.3264081924962283,0.1087946952572234,0.0788373701488416,[nan],-0.1,-0.02,-0.95,[3.1],"4.935,0.204,0.069,1394.,0.622,0.645,0.139,0.995,18",1401.0,1335.0,1354.0,1432.0,3.077659671840298,-0.0818434984014393,22.33871896916525,-9.49581868734247
245,3450,58.490773372999996,0.4342857142857143,0.3264081924962283,0.1087946952572234,0.0788373701488416,[nan],-0.2,0.1,-1.01,[3.1],"4.935,0.195,0.069,1390.,0.622,0.644,0.139,0.995,18",1404.0,1356.0,1386.0,1433.0,3.040661255442625,-0.0293852020384762,22.33821859671166,-9.495826992843382
246,3460,58.72523726099999,0.4464285714285713,0.3060870706110906,0.1095881340229882,0.0777285090330447,[nan],-0.06,-0.0,-0.99,[3.1],"4.935,0.197,0.058,1401.,0.622,0.644,0.139,0.995,18",1407.0,1358.0,1397.0,1444.0,2.973156449557584,-0.0691553634669193,22.33589126670225,-9.4958064145646
247,3470,58.953551428,0.4371428571428573,0.2857954939665561,0.1103691188279127,0.0766132131099455,[nan],-0.1,0.1,-0.95,[3.1],"4.935,0.195,0.057,1393.,0.622,0.644,0.139,0.995,18",1384.0,1351.0,1383.0,1420.0,2.9945787672764066,-0.0162691390187712,22.33657319258779,-9.495860873156536
248,3480,59.19803740900001,0.4507142857142857,0.2838491450136841,0.0934043561856381,0.053807837007013,[nan],-0.01,-0.0,-1.05,[3.1],"4.935,0.176,0.064,1405.,0.621,0.644,0.139,0.995,18",1412.0,1367.0,1393.0,1447.0,2.9133232635553785,-0.0569529300050743,22.333388413996,-9.495823011955858
249,3490,59.435195354,0.457142857142857,0.263604324226792,0.0939431691547871,0.0528596042965127,[nan],-0.11,0.0,-1.07,[3.1],"5.010,0.173,0.077,1411.,0.622,0.645,0.139,0.995,18",1416.0,1384.0,1410.0,1456.0,2.815231447882752,-0.0336394559034279,22.329357188322817,-9.495675453249325
250,3500,59.690008778999996,0.46,0.2451925997495521,0.0895904827401918,0.0917526909097253,[nan],-0.19,0.12,-1.04,[3.1],"4.935,0.193,0.122,1414.,0.622,0.644,0.139,0.995,18",1387.0,1401.0,1433.0,1421.0,2.7520650523616608,-0.0108347245305889,22.325828423698685,-9.495489425864715
251,3510,59.93076170500001,0.465,0.225899022820196,0.0882558408384255,0.1107982189164026,[nan],-0.07,-0.05,-1.05,[3.1],"4.935,0.189,0.118,1418.,0.622,0.644,0.139,0.995,18",1419.0,1351.0,1397.0,1444.0,2.72072083314618,-0.0220730522178438,22.322546321273485,-9.495354503312388
