Date_Time,Altitude
2024-04-16 14:00:07.039983,nan
2024-04-16 14:00:07.043717,nan
2024-04-16 14:00:07.044553,nan
2024-04-16 14:00:07.052374,nan
2024-04-16 14:00:07.053010,nan
2024-04-16 14:00:07.053811,nan
2024-04-16 14:00:07.054546,nan
2024-04-16 14:00:07.055156,nan
2024-04-16 14:00:07.055759,nan
2024-04-16 14:00:07.056428,nan
2024-04-16 14:00:07.057032,nan
2024-04-16 14:00:07.061171,nan
2024-04-16 14:00:07.070455,nan
2024-04-16 14:00:07.074705,nan
2024-04-16 14:00:07.084329,nan
2024-04-16 14:00:07.085470,nan
2024-04-16 14:00:07.086651,nan
2024-04-16 14:00:07.087368,nan
2024-04-16 14:00:07.088927,nan
2024-04-16 14:00:07.092025,nan
2024-04-16 14:00:07.096742,nan
2024-04-16 14:00:07.101988,nan
2024-04-16 14:00:07.107522,nan
2024-04-16 14:00:07.112439,nan
2024-04-16 14:00:07.118710,nan
2024-04-16 14:00:07.122826,nan
2024-04-16 14:00:07.128045,nan
2024-04-16 14:00:07.133172,nan
2024-04-16 14:00:07.138389,nan
2024-04-16 14:00:07.143592,nan
2024-04-16 14:00:07.149153,nan
2024-04-16 14:00:07.154138,nan
2024-04-16 14:00:07.160172,nan
2024-04-16 14:00:07.164339,nan
2024-04-16 14:00:07.169525,nan
2024-04-16 14:00:07.174733,nan
2024-04-16 14:00:07.179891,nan
2024-04-16 14:00:07.185165,nan
2024-04-16 14:00:07.190336,nan
2024-04-16 14:00:07.195731,nan
2024-04-16 14:00:07.200699,nan
2024-04-16 14:00:07.205919,nan
2024-04-16 14:00:07.211091,nan
2024-04-16 14:00:07.216249,nan
2024-04-16 14:00:07.221448,nan
2024-04-16 14:00:07.227099,nan
2024-04-16 14:00:07.232269,nan
2024-04-16 14:00:07.237074,nan
2024-04-16 14:00:07.242267,nan
2024-04-16 14:00:07.247477,nan
2024-04-16 14:00:07.252734,nan
2024-04-16 14:00:07.257879,nan
2024-04-16 14:00:07.263072,nan
2024-04-16 14:00:07.268299,nan
2024-04-16 14:00:07.274316,nan
2024-04-16 14:00:07.278703,nan
2024-04-16 14:00:07.283915,nan
2024-04-16 14:00:07.289250,nan
2024-04-16 14:00:07.297808,nan
2024-04-16 14:00:07.299401,nan
2024-04-16 14:00:07.304678,nan
2024-04-16 14:00:07.309873,nan
2024-04-16 14:00:07.315566,nan
2024-04-16 14:00:07.320185,nan
2024-04-16 14:00:07.325485,nan
2024-04-16 14:00:07.334034,nan
2024-04-16 14:00:07.335839,nan
2024-04-16 14:00:07.341011,nan
2024-04-16 14:00:07.346356,nan
2024-04-16 14:00:07.351419,nan
2024-04-16 14:00:07.356602,nan
2024-04-16 14:00:07.361920,nan
2024-04-16 14:00:07.368719,nan
2024-04-16 14:00:07.372208,nan
2024-04-16 14:00:07.377484,nan
2024-04-16 14:00:07.382587,nan
2024-04-16 14:00:07.387831,nan
2024-04-16 14:00:07.393006,nan
2024-04-16 14:00:07.398746,nan
2024-04-16 14:00:07.404531,nan
2024-04-16 14:00:07.408639,nan
2024-04-16 14:00:07.413824,nan
2024-04-16 14:00:07.419023,nan
2024-04-16 14:00:07.424209,nan
2024-04-16 14:00:07.429643,nan
2024-04-16 14:00:07.434603,nan
2024-04-16 14:00:07.439808,nan
2024-04-16 14:00:07.445630,nan
2024-04-16 14:00:07.450200,nan
2024-04-16 14:00:07.455440,nan
2024-04-16 14:00:07.460612,nan
2024-04-16 14:00:07.465741,nan
2024-04-16 14:00:07.470936,nan
2024-04-16 14:00:07.476152,nan
2024-04-16 14:00:07.482209,nan
2024-04-16 14:00:07.486589,nan
2024-04-16 14:00:07.491754,nan
2024-04-16 14:00:07.496881,nan
2024-04-16 14:00:07.502191,nan
2024-04-16 14:00:07.507492,nan
2024-04-16 14:00:07.512851,nan
2024-04-16 14:00:07.517842,nan
2024-04-16 14:00:07.522864,nan
2024-04-16 14:00:07.528139,nan
2024-04-16 14:00:07.533368,nan
2024-04-16 14:00:07.538547,nan
2024-04-16 14:00:07.547224,nan
2024-04-16 14:00:07.548932,nan
2024-04-16 14:00:07.554207,nan
2024-04-16 14:00:07.559336,nan
2024-04-16 14:00:07.564614,nan
2024-04-16 14:00:07.569659,nan
2024-04-16 14:00:07.574904,nan
2024-04-16 14:00:07.583507,nan
2024-04-16 14:00:07.585227,nan
2024-04-16 14:00:07.590519,nan
2024-04-16 14:00:07.595796,nan
2024-04-16 14:00:07.600923,nan
2024-04-16 14:00:07.606073,nan
2024-04-16 14:00:07.611502,nan
2024-04-16 14:00:07.618298,nan
2024-04-16 14:00:07.621620,nan
2024-04-16 14:00:07.626895,nan
2024-04-16 14:00:07.632069,nan
2024-04-16 14:00:07.637256,nan
2024-04-16 14:00:07.642478,nan
2024-04-16 14:00:07.647587,nan
2024-04-16 14:00:07.657421,nan
2024-04-16 14:00:07.658134,nan
2024-04-16 14:00:07.663262,nan
2024-04-16 14:00:07.668570,nan
2024-04-16 14:00:07.673824,nan
2024-04-16 14:00:07.678904,nan
2024-04-16 14:00:07.684051,nan
2024-04-16 14:00:07.690104,nan
2024-04-16 14:00:07.694693,nan
2024-04-16 14:00:07.699619,nan
2024-04-16 14:00:07.704866,nan
2024-04-16 14:00:07.710046,nan
2024-04-16 14:00:07.715237,nan
2024-04-16 14:00:07.720447,nan
2024-04-16 14:00:07.726472,nan
2024-04-16 14:00:07.730829,nan
2024-04-16 14:00:07.736075,nan
2024-04-16 14:00:07.741241,nan
2024-04-16 14:00:07.746393,nan
2024-04-16 14:00:07.751855,nan
2024-04-16 14:00:07.756793,nan
2024-04-16 14:00:07.762085,nan
2024-04-16 14:00:07.767955,nan
2024-04-16 14:00:07.772313,nan
2024-04-16 14:00:07.778069,nan
2024-04-16 14:00:07.782808,nan
2024-04-16 14:00:07.787970,nan
2024-04-16 14:00:07.793173,nan
2024-04-16 14:00:07.798331,nan
2024-04-16 14:00:07.803636,nan
2024-04-16 14:00:07.808831,nan
2024-04-16 14:00:07.813942,nan
2024-04-16 14:00:07.819263,nan
2024-04-16 14:00:07.824336,nan
2024-04-16 14:00:07.833179,nan
2024-04-16 14:00:07.834801,nan
2024-04-16 14:00:07.839989,nan
2024-04-16 14:00:07.845075,nan
2024-04-16 14:00:07.850396,nan
2024-04-16 14:00:07.855537,nan
2024-04-16 14:00:07.860704,nan
2024-04-16 14:00:07.868400,nan
2024-04-16 14:00:07.871099,nan
2024-04-16 14:00:07.876342,nan
2024-04-16 14:00:07.881541,nan
2024-04-16 14:00:07.886718,nan
2024-04-16 14:00:07.892046,nan
2024-04-16 14:00:07.897120,nan
2024-04-16 14:00:07.904691,nan
2024-04-16 14:00:07.907542,nan
2024-04-16 14:00:07.912691,nan
2024-04-16 14:00:07.918268,nan
2024-04-16 14:00:07.923797,nan
2024-04-16 14:00:07.928315,nan
2024-04-16 14:00:07.933525,nan
2024-04-16 14:00:07.939606,nan
2024-04-16 14:00:07.943914,nan
2024-04-16 14:00:07.949621,nan
2024-04-16 14:00:07.954269,nan
2024-04-16 14:00:07.959524,nan
2024-04-16 14:00:07.964709,nan
2024-04-16 14:00:07.969888,nan
2024-04-16 14:00:07.977248,nan
2024-04-16 14:00:07.981084,nan
2024-04-16 14:00:07.985454,nan
2024-04-16 14:00:07.990654,nan
2024-04-16 14:00:07.995801,nan
2024-04-16 14:00:08.001408,nan
2024-04-16 14:00:08.006263,nan
2024-04-16 14:00:08.011497,nan
2024-04-16 14:00:08.017096,nan
2024-04-16 14:00:08.021835,nan
2024-04-16 14:00:08.027071,nan
2024-04-16 14:00:08.032369,nan
2024-04-16 14:00:08.037476,nan
2024-04-16 14:00:08.042629,nan
2024-04-16 14:00:08.048437,nan
2024-04-16 14:00:08.053924,nan
2024-04-16 14:00:08.058562,nan
2024-04-16 14:00:08.063445,nan
2024-04-16 14:00:08.068614,nan
2024-04-16 14:00:08.074039,nan
2024-04-16 14:00:08.079058,nan
2024-04-16 14:00:08.084264,nan
2024-04-16 14:00:08.090382,nan
2024-04-16 14:00:08.094553,nan
