Date_Time,Altitude
2024-04-22 13:46:04.475552,nan
2024-04-22 13:46:04.480614,nan
2024-04-22 13:46:04.486039,nan
2024-04-22 13:46:04.490977,nan
2024-04-22 13:46:04.496044,nan
2024-04-22 13:46:04.501170,nan
2024-04-22 13:46:04.506349,nan
2024-04-22 13:46:04.511475,nan
2024-04-22 13:46:04.516685,nan
2024-04-22 13:46:04.521961,nan
2024-04-22 13:46:04.527801,nan
2024-04-22 13:46:04.532074,nan
2024-04-22 13:46:04.537233,nan
2024-04-22 13:46:04.542368,nan
2024-04-22 13:46:04.547531,nan
2024-04-22 13:46:04.552665,nan
2024-04-22 13:46:04.557838,nan
2024-04-22 13:46:04.563274,nan
2024-04-22 13:46:04.568130,nan
2024-04-22 13:46:04.573265,nan
2024-04-22 13:46:04.578423,nan
2024-04-22 13:46:04.583597,nan
2024-04-22 13:46:04.588718,nan
2024-04-22 13:46:04.593879,nan
2024-04-22 13:46:04.599072,nan
2024-04-22 13:46:04.604207,nan
2024-04-22 13:46:04.609335,nan
2024-04-22 13:46:04.614503,nan
2024-04-22 13:46:04.619623,nan
2024-04-22 13:46:04.628245,nan
2024-04-22 13:46:04.629915,nan
2024-04-22 13:46:04.635079,nan
2024-04-22 13:46:04.640208,nan
2024-04-22 13:46:04.645364,nan
2024-04-22 13:46:04.650544,nan
2024-04-22 13:46:04.655661,nan
2024-04-22 13:46:04.663633,nan
2024-04-22 13:46:04.665962,nan
2024-04-22 13:46:04.671110,nan
2024-04-22 13:46:04.676303,nan
2024-04-22 13:46:04.681417,nan
2024-04-22 13:46:04.686597,nan
2024-04-22 13:46:04.691745,nan
2024-04-22 13:46:04.699076,nan
2024-04-22 13:46:04.702054,nan
2024-04-22 13:46:04.707164,nan
2024-04-22 13:46:04.712312,nan
2024-04-22 13:46:04.717469,nan
2024-04-22 13:46:04.722603,nan
2024-04-22 13:46:04.727798,nan
2024-04-22 13:46:04.734417,nan
2024-04-22 13:46:04.738052,nan
2024-04-22 13:46:04.743210,nan
2024-04-22 13:46:04.748360,nan
2024-04-22 13:46:04.753547,nan
2024-04-22 13:46:04.758645,nan
2024-04-22 13:46:04.763790,nan
2024-04-22 13:46:04.769817,nan
2024-04-22 13:46:04.774100,nan
2024-04-22 13:46:04.779301,nan
2024-04-22 13:46:04.784417,nan
2024-04-22 13:46:04.789559,nan
2024-04-22 13:46:04.794691,nan
2024-04-22 13:46:04.799895,nan
2024-04-22 13:46:04.805230,nan
2024-04-22 13:46:04.810151,nan
2024-04-22 13:46:04.815321,nan
2024-04-22 13:46:04.820480,nan
2024-04-22 13:46:04.825605,nan
2024-04-22 13:46:04.830747,nan
2024-04-22 13:46:04.835900,nan
2024-04-22 13:46:04.841086,nan
2024-04-22 13:46:04.846986,nan
2024-04-22 13:46:04.851349,nan
2024-04-22 13:46:04.856498,nan
2024-04-22 13:46:04.861642,nan
2024-04-22 13:46:04.866789,nan
2024-04-22 13:46:04.871933,nan
2024-04-22 13:46:04.877101,nan
2024-04-22 13:46:04.882314,nan
2024-04-22 13:46:04.887417,nan
2024-04-22 13:46:04.892544,nan
2024-04-22 13:46:04.897685,nan
2024-04-22 13:46:04.902828,nan
