index,datetime,z,z_ref,z_hat,v_hat,alpha_1,alpha_0,tau,timestamp
18,2024-04-15 15:05:32.717740,0.51,0.51,0.5099999990000001,0.0,3.0,-1.0,0.42,0.4202430248260498
19,2024-04-15 15:05:32.741288,0.525,0.525,0.5249998154880242,0.2114732832181712,3.0009225598791205,-0.9907744012087936,0.42,0.44379091262817383
20,2024-04-15 15:05:32.765728,0.54,0.54,0.5400022432331641,0.1971173601186672,2.906763594792076,-1.2145294395070427,0.42,0.4682309627532959
21,2024-04-15 15:05:32.788549,0.555,0.555,0.5550011752070234,0.1967030270641758,2.9050772560637164,-1.2185305222962592,0.42,0.49105191230773926
22,2024-04-15 15:05:32.813372,0.575,0.575,0.5748860697422178,0.2395926319952937,2.9578800714550804,-1.0934265224826742,0.42,0.5158748626708984
23,2024-04-15 15:05:32.838212,0.53,0.53,0.5320009777258269,-0.2057229329474462,2.4999217985438005,-2.1770267887004837,0.42,0.5407149791717529
24,2024-04-15 15:05:32.860868,0.54,0.54,0.538597293140757,-0.085490781619613,2.6928750906374823,-1.721017833841056,0.42,0.563370943069458
25,2024-04-15 15:05:32.883812,0.55,0.55,0.5488814911671253,0.0023586016595777,2.796537266700555,-1.4762970036571803,0.42,0.5863149166107178
26,2024-04-15 15:05:32.908497,0.565,0.565,0.564027953688895,0.0790288257980097,2.8619518871530016,-1.3220177181455977,0.4064285714285714,0.6110000610351562
27,2024-04-15 15:05:32.932155,0.585,0.585,0.5841413700721113,0.1452514279134302,2.90618892857814,-1.2177731860951373,0.4078571428571428,0.6346578598022461
28,2024-04-15 15:05:32.955227,0.595,0.595,0.5949527478099262,0.1453143882242219,2.853624782263795,-1.1903241304712806,0.4078571428571428,0.6577298641204834
29,2024-04-15 15:05:32.979220,0.61,0.61,0.6097485510301232,0.1567780367333485,2.4305357259227445,-0.9895055086073165,0.4078571428571428,0.68172287940979
30,2024-04-15 15:05:33.003521,0.63,0.63,0.629577491276003,0.1772181008555156,1.615732163646928,-0.6155859198484728,0.4078571428571428,0.7060239315032959
31,2024-04-15 15:05:33.026285,0.64,0.64,0.6402604760746742,0.1703438842626014,2.134117123321217,-0.8494126300234293,0.4078571428571428,0.728787899017334
32,2024-04-15 15:05:33.049527,0.655,0.655,0.6549533895322597,0.174312987654942,2.0431301939954176,-0.8087948603428916,0.4078571428571428,0.7520298957824707
33,2024-04-15 15:05:33.074092,0.665,0.665,0.6652331899601259,0.167828399898777,2.477851138977053,-1.001538343119634,0.4078571428571428,0.776594877243042
34,2024-04-15 15:05:33.096952,0.68,0.68,0.6799050434184254,0.1722749723127318,2.3111962161738493,-0.9279986743830232,0.4078571428571428,0.799454927444458
35,2024-04-15 15:05:33.120491,0.695,0.695,0.6949258932167811,0.1764578333740421,2.1896508011477893,-0.8745479901770331,0.4078571428571428,0.8229939937591553
36,2024-04-15 15:05:33.142967,0.655,0.655,0.6580071745600211,0.068865793223497,6.783512475314076,-2.889638466132093,0.4078571428571428,0.8454699516296387
37,2024-04-15 15:05:33.165484,0.665,0.665,0.6643761381544335,0.0792073306648303,5.896660880851806,-2.5013582198534667,0.4078571428571428,0.8679869174957275
38,2024-04-15 15:05:33.188546,0.67,0.67,0.6695909604755067,0.0844128945735172,5.355263335623746,-2.2646634885601693,0.4078571428571428,0.8910489082336426
39,2024-04-15 15:05:33.210966,0.685,0.685,0.6841144426261067,0.1085617276811451,4.262337655665765,-1.7873658445708909,0.4078571428571428,0.9134690761566162
