datetime,z,z_ref,z_hat,v_hat,alpha_1,alpha_0,tau
2024-04-16 14:00:41.581943,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.624456,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.657565,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.752220,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.786559,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.816654,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.848341,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.888996,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.923489,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:41.959297,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.000045,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.041492,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.107218,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.134782,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.183011,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.232180,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.307742,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.342734,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.383443,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.411879,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.439139,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.463754,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.493172,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.524228,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.547771,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.577382,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.605371,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.632520,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.662873,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.705452,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.731462,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.769094,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.804129,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.831509,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.859826,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.896591,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.926136,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:42.964434,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.000206,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.046951,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.093317,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.121637,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.161308,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.192709,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.223014,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.252457,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.284072,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.318194,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.358866,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.393768,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.426188,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.453097,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.484125,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.515613,nan,nan,0.5,0.0,3.0,-1.0,0.0
2024-04-16 14:00:43.556408,nan,nan,0.5,0.0,3.0,-1.0,0.0
