Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2024-04-18 14:19:00.962224,4.29,4.29,91.0,0.0,-4.29,0.09,0.0
2024-04-18 14:19:00.969708,4.43,4.43,92.0,0.0,-4.42,0.12,0.0
2024-04-18 14:19:00.979750,4.4,4.4,92.0,0.0,-4.4,0.18,0.0
2024-04-18 14:19:01.005312,4.46,4.46,93.0,0.0,-4.45,0.2,0.0
2024-04-18 14:19:01.030442,4.43,4.43,93.0,0.0,-4.43,0.21,0.0
2024-04-18 14:19:01.054679,4.45,4.45,92.0,0.0,-4.45,0.18,0.0
2024-04-18 14:19:01.080044,4.4,4.4,93.0,0.0,-4.4,0.23,0.0
2024-04-18 14:19:01.104595,4.14,4.14,90.0,0.0,-4.14,0.0,0.0
2024-04-18 14:19:01.132811,4.18,4.18,90.0,0.0,-4.18,-0.03,0.0
2024-04-18 14:19:01.154584,4.42,4.42,91.0,0.0,-4.42,0.08,0.0
2024-04-18 14:19:01.179577,4.42,4.42,94.0,0.0,-4.41,0.29,0.0
2024-04-18 14:19:01.205930,4.42,4.42,93.0,0.0,-4.41,0.24,0.0
2024-04-18 14:19:01.229788,4.41,4.41,93.0,0.0,-4.4,0.24,0.0
2024-04-18 14:19:01.255063,4.4,4.4,91.0,0.0,-4.4,0.1,0.0
2024-04-18 14:19:01.279602,4.35,4.35,92.0,0.0,-4.35,0.15,0.0
2024-04-18 14:19:01.304605,4.37,4.37,91.0,0.0,-4.37,0.09,0.0
2024-04-18 14:19:01.329582,4.34,4.34,92.0,0.0,-4.33,0.12,0.0
2024-04-18 14:19:01.356349,4.2,4.2,90.0,0.0,-4.2,0.03,0.0
2024-04-18 14:19:01.379599,4.41,4.41,92.0,0.0,-4.41,0.15,0.0
2024-04-18 14:19:01.404805,4.47,4.47,94.0,0.0,-4.46,0.29,0.0
2024-04-18 14:19:01.430113,4.34,4.34,90.0,0.0,-4.34,0.04,0.0
2024-04-18 14:19:01.458040,4.19,4.19,90.0,0.0,-4.19,0.03,0.0
2024-04-18 14:19:01.479724,4.41,4.41,92.0,0.0,-4.4,0.19,0.0
2024-04-18 14:19:01.504586,4.42,4.42,92.0,0.0,-4.42,0.14,0.0
2024-04-18 14:19:01.530347,4.38,4.38,91.0,0.0,-4.38,0.11,0.0
2024-04-18 14:19:01.554610,4.36,4.36,91.0,0.0,-4.36,0.08,0.0
2024-04-18 14:19:01.580284,4.38,4.38,92.0,0.0,-4.37,0.18,0.0
2024-04-18 14:19:01.607454,4.39,4.39,93.0,0.0,-4.39,0.21,0.0
2024-04-18 14:19:01.629569,4.18,4.18,90.0,0.0,-4.18,0.01,0.0
2024-04-18 14:19:01.654588,4.44,4.44,91.0,0.0,-4.44,0.06,0.0
2024-04-18 14:19:01.680107,4.44,4.44,93.0,0.0,-4.43,0.26,0.0
2024-04-18 14:19:01.709330,4.22,4.22,90.0,0.0,-4.22,-0.04,0.0
2024-04-18 14:19:01.729709,4.15,4.15,90.0,0.0,-4.15,-0.01,0.0
2024-04-18 14:19:01.754925,4.34,4.34,91.0,0.0,-4.34,0.04,0.0
2024-04-18 14:19:01.782058,4.33,4.33,91.0,0.0,-4.33,0.09,0.0
2024-04-18 14:19:01.804571,4.36,4.36,92.0,0.0,-4.35,0.15,0.0
2024-04-18 14:19:01.829807,4.41,4.41,92.0,0.0,-4.41,0.15,0.0
2024-04-18 14:19:01.854610,4.36,4.36,91.0,0.0,-4.36,0.05,0.0
2024-04-18 14:19:01.879620,4.46,4.46,92.0,0.0,-4.46,0.19,0.0
2024-04-18 14:19:01.904653,4.4,4.4,93.0,0.0,-4.39,0.25,0.0
2024-04-18 14:19:01.930216,4.38,4.38,91.0,0.0,-4.38,0.08,0.0
2024-04-18 14:19:01.958984,4.43,4.43,93.0,0.0,-4.42,0.27,0.0
2024-04-18 14:19:01.979584,4.47,4.47,92.0,0.0,-4.46,0.19,0.0
2024-04-18 14:19:02.004583,4.32,4.32,91.0,0.0,-4.32,0.05,0.0
2024-04-18 14:19:02.033238,4.36,4.36,93.0,0.0,-4.35,0.19,0.0
2024-04-18 14:19:02.055546,4.29,4.29,92.0,0.0,-4.29,0.12,0.0
2024-04-18 14:19:02.079629,4.31,4.31,92.0,0.0,-4.31,0.12,0.0
2024-04-18 14:19:02.105958,4.39,4.39,93.0,0.0,-4.39,0.2,0.0
2024-04-18 14:19:02.129612,4.34,4.34,90.0,0.0,-4.34,0.03,0.0
2024-04-18 14:19:02.154571,4.37,4.37,91.0,0.0,-4.37,0.07,0.0
2024-04-18 14:19:02.179614,4.39,4.39,91.0,0.0,-4.39,0.11,0.0
2024-04-18 14:19:02.204579,4.37,4.37,92.0,0.0,-4.37,0.12,0.0
2024-04-18 14:19:02.229573,4.24,4.24,90.0,0.0,-4.24,-0.02,0.0
2024-04-18 14:19:02.255231,4.34,4.34,91.0,0.0,-4.34,0.05,0.0
2024-04-18 14:19:02.283647,4.43,4.43,93.0,0.0,-4.42,0.27,0.0
2024-04-18 14:19:02.305054,4.35,4.35,91.0,0.0,-4.35,0.08,0.0
2024-04-18 14:19:02.329584,4.28,4.28,90.0,0.0,-4.28,0.03,0.0
2024-04-18 14:19:02.358101,4.41,4.41,93.0,0.0,-4.41,0.22,0.0
2024-04-18 14:19:02.379588,4.35,4.35,91.0,0.0,-4.35,0.11,0.0
2024-04-18 14:19:02.404641,4.31,4.31,92.0,0.0,-4.31,0.12,0.0
2024-04-18 14:19:02.429649,4.31,4.31,92.0,0.0,-4.3,0.12,0.0
2024-04-18 14:19:02.454949,4.39,4.39,93.0,0.0,-4.39,0.24,0.0
2024-04-18 14:19:02.479596,4.42,4.42,91.0,0.0,-4.42,0.07,0.0
2024-04-18 14:19:02.505255,4.21,4.21,90.0,0.0,-4.21,0.01,0.0
2024-04-18 14:19:02.534060,4.35,4.35,91.0,0.0,-4.35,0.07,0.0
2024-04-18 14:19:02.554572,4.16,4.16,89.0,0.0,-4.16,-0.06,0.0
2024-04-18 14:19:02.579559,4.49,4.49,93.0,0.0,-4.49,0.25,0.0
2024-04-18 14:19:02.607089,4.33,4.33,91.0,0.0,-4.33,0.11,0.0
2024-04-18 14:19:02.630092,4.43,4.43,94.0,0.0,-4.42,0.32,0.0
2024-04-18 14:19:02.654682,4.15,4.15,90.0,0.0,-4.15,0.03,0.0
2024-04-18 14:19:02.679617,4.47,4.47,93.0,0.0,-4.46,0.22,0.0
2024-04-18 14:19:02.704563,4.15,4.15,90.0,0.0,-4.15,0.02,0.0
2024-04-18 14:19:02.729568,4.36,4.36,91.0,0.0,-4.36,0.07,0.0
2024-04-18 14:19:02.755931,4.17,4.17,89.0,0.0,-4.17,-0.07,0.0
2024-04-18 14:19:02.783282,4.34,4.34,92.0,0.0,-4.34,0.11,0.0
2024-04-18 14:19:02.805111,4.37,4.37,91.0,0.0,-4.37,0.1,0.0
2024-04-18 14:19:02.829563,4.44,4.44,93.0,0.0,-4.44,0.2,0.0
2024-04-18 14:19:02.857143,4.39,4.39,91.0,0.0,-4.39,0.07,0.0
2024-04-18 14:19:02.879568,4.4,4.4,93.0,0.0,-4.4,0.21,0.0
2024-04-18 14:19:02.904561,4.38,4.38,91.0,0.0,-4.38,0.06,0.0
2024-04-18 14:19:02.929575,4.3,4.3,92.0,0.0,-4.3,0.11,0.0
2024-04-18 14:19:02.954918,4.35,4.35,92.0,0.0,-4.35,0.15,0.0
2024-04-18 14:19:02.980217,4.46,4.46,95.0,0.0,-4.45,0.36,0.0
2024-04-18 14:19:03.004859,4.39,4.39,93.0,0.0,-4.38,0.24,0.0
2024-04-18 14:19:03.032958,4.34,4.34,91.0,0.0,-4.34,0.06,0.0
2024-04-18 14:19:03.054565,4.23,4.23,89.0,0.0,-4.23,-0.05,0.0
2024-04-18 14:19:03.079568,4.43,4.43,92.0,0.0,-4.42,0.19,0.0
2024-04-18 14:19:03.106915,4.47,4.47,96.0,0.0,-4.45,0.43,0.0
2024-04-18 14:19:03.129669,4.41,4.41,92.0,0.0,-4.41,0.16,0.0
2024-04-18 14:19:03.155193,4.35,4.35,91.0,0.0,-4.35,0.06,0.0
2024-04-18 14:19:03.180336,4.45,4.45,94.0,0.0,-4.44,0.28,0.0
2024-04-18 14:19:03.204544,4.43,4.43,95.0,0.0,-4.41,0.35,0.0
2024-04-18 14:19:03.229639,4.41,4.41,91.0,0.0,-4.41,0.08,0.0
2024-04-18 14:19:03.254576,4.41,4.41,93.0,0.0,-4.41,0.24,0.0
2024-04-18 14:19:03.282892,4.37,4.37,91.0,0.0,-4.37,0.08,0.0
2024-04-18 14:19:03.305026,4.34,4.34,91.0,0.0,-4.34,0.11,0.0
2024-04-18 14:19:03.329568,4.33,4.33,91.0,0.0,-4.33,0.11,0.0
2024-04-18 14:19:03.357013,4.36,4.36,91.0,0.0,-4.36,0.06,0.0
2024-04-18 14:19:03.379563,4.2,4.2,90.0,0.0,-4.2,-0.01,0.0
2024-04-18 14:19:03.404559,4.33,4.33,93.0,0.0,-4.33,0.21,0.0
2024-04-18 14:19:03.430502,4.32,4.32,91.0,0.0,-4.32,0.07,0.0
2024-04-18 14:19:03.455180,4.36,4.36,91.0,0.0,-4.36,0.1,0.0
2024-04-18 14:19:03.479942,4.15,4.15,90.0,0.0,-4.15,-0.01,0.0
2024-04-18 14:19:03.504552,4.15,4.15,90.0,0.0,-4.15,0.01,0.0
2024-04-18 14:19:03.532460,4.31,4.31,92.0,0.0,-4.31,0.12,0.0
2024-04-18 14:19:03.554549,4.19,4.19,89.0,0.0,-4.19,-0.05,0.0
2024-04-18 14:19:03.579676,4.42,4.42,91.0,0.0,-4.42,0.08,0.0
2024-04-18 14:19:03.605067,4.47,4.47,94.0,0.0,-4.46,0.3,0.0
2024-04-18 14:19:03.629647,4.44,4.44,92.0,0.0,-4.44,0.18,0.0
2024-04-18 14:19:03.654987,4.34,4.34,91.0,0.0,-4.34,0.04,0.0
2024-04-18 14:19:03.680906,4.43,4.43,93.0,0.0,-4.42,0.24,0.0
2024-04-18 14:19:03.704957,4.37,4.37,92.0,0.0,-4.37,0.13,0.0
2024-04-18 14:19:03.729560,4.41,4.41,92.0,0.0,-4.4,0.17,0.0
2024-04-18 14:19:03.754560,4.4,4.4,91.0,0.0,-4.4,0.07,0.0
2024-04-18 14:19:03.783634,4.33,4.33,91.0,0.0,-4.33,0.11,0.0
2024-04-18 14:19:03.805044,4.3,4.3,91.0,0.0,-4.3,0.1,0.0
2024-04-18 14:19:03.830547,4.35,4.35,91.0,0.0,-4.35,0.08,0.0
2024-04-18 14:19:03.854545,4.44,4.44,93.0,0.0,-4.44,0.2,0.0
2024-04-18 14:19:03.879541,4.38,4.38,92.0,0.0,-4.37,0.16,0.0
2024-04-18 14:19:03.904521,4.36,4.36,92.0,0.0,-4.36,0.15,0.0
2024-04-18 14:19:03.930168,4.32,4.32,91.0,0.0,-4.32,0.1,0.0
2024-04-18 14:19:03.954522,4.16,4.16,90.0,0.0,-4.16,0.0,0.0
2024-04-18 14:19:03.979817,4.37,4.37,91.0,0.0,-4.36,0.11,0.0
2024-04-18 14:19:04.005126,4.18,4.18,89.0,0.0,-4.18,-0.04,0.0
2024-04-18 14:19:04.033808,4.4,4.4,94.0,0.0,-4.4,0.29,0.0
2024-04-18 14:19:04.054570,4.39,4.39,93.0,0.0,-4.39,0.22,0.0
2024-04-18 14:19:04.079595,4.36,4.36,92.0,0.0,-4.36,0.15,0.0
2024-04-18 14:19:04.105201,4.4,4.4,91.0,0.0,-4.4,0.06,0.0
2024-04-18 14:19:04.129530,4.36,4.36,94.0,0.0,-4.35,0.33,0.0
2024-04-18 14:19:04.154941,4.17,4.17,90.0,0.0,-4.17,0.0,0.0
2024-04-18 14:19:04.180955,4.32,4.32,90.0,0.0,-4.32,0.04,0.0
2024-04-18 14:19:04.204521,4.32,4.32,92.0,0.0,-4.32,0.15,0.0
2024-04-18 14:19:04.229556,4.35,4.35,92.0,0.0,-4.35,0.18,0.0
2024-04-18 14:19:04.255972,4.11,4.11,89.0,0.0,-4.11,-0.05,0.0
2024-04-18 14:19:04.284122,4.2,4.2,90.0,0.0,-4.2,0.01,0.0
2024-04-18 14:19:04.304635,4.47,4.47,93.0,0.0,-4.46,0.22,0.0
2024-04-18 14:19:04.329742,4.43,4.43,93.0,0.0,-4.43,0.21,0.0
2024-04-18 14:19:04.356850,4.38,4.38,93.0,0.0,-4.38,0.23,0.0
2024-04-18 14:19:04.379677,4.36,4.36,92.0,0.0,-4.36,0.14,0.0
2024-04-18 14:19:04.404920,4.35,4.35,92.0,0.0,-4.35,0.12,0.0
2024-04-18 14:19:04.429538,4.41,4.41,91.0,0.0,-4.41,0.11,0.0
2024-04-18 14:19:04.454582,4.29,4.29,91.0,0.0,-4.29,0.11,0.0
2024-04-18 14:19:04.479537,4.4,4.4,92.0,0.0,-4.39,0.17,0.0
2024-04-18 14:19:04.506092,4.31,4.31,91.0,0.0,-4.31,0.04,0.0
2024-04-18 14:19:04.533989,4.42,4.42,91.0,0.0,-4.42,0.11,0.0
2024-04-18 14:19:04.554512,4.42,4.42,92.0,0.0,-4.42,0.18,0.0
2024-04-18 14:19:04.579514,4.38,4.38,91.0,0.0,-4.38,0.05,0.0
2024-04-18 14:19:04.606974,4.32,4.32,91.0,0.0,-4.31,0.1,0.0
2024-04-18 14:19:04.629554,4.48,4.48,92.0,0.0,-4.48,0.17,0.0
2024-04-18 14:19:04.654601,4.44,4.44,93.0,0.0,-4.43,0.21,0.0
2024-04-18 14:19:04.679701,4.37,4.37,91.0,0.0,-4.37,0.08,0.0
2024-04-18 14:19:04.704493,4.41,4.41,93.0,0.0,-4.4,0.26,0.0
2024-04-18 14:19:04.731697,4.38,4.38,91.0,0.0,-4.38,0.1,0.0
2024-04-18 14:19:04.755304,4.44,4.44,94.0,0.0,-4.43,0.33,0.0
2024-04-18 14:19:04.783970,4.35,4.35,92.0,0.0,-4.35,0.12,0.0
2024-04-18 14:19:04.804508,4.44,4.44,93.0,0.0,-4.43,0.21,0.0
2024-04-18 14:19:04.829511,4.39,4.39,94.0,0.0,-4.38,0.32,0.0
