index,date_time,wind_speed,wind_speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
25,2023-09-12 22:37:40.184897,0.84,0.84,65.0,-1.0,-0.77,-0.35,-0.01
26,2023-09-12 22:37:40.209931,0.79,0.79,71.0,0.0,-0.74,-0.26,0.0
27,2023-09-12 22:37:40.234889,0.91,0.91,55.0,-2.0,-0.75,-0.52,-0.03
28,2023-09-12 22:37:40.259883,0.91,0.89,63.0,-10.0,-0.79,-0.4,-0.16
29,2023-09-12 22:37:40.284965,0.95,0.95,62.0,-1.0,-0.84,-0.44,-0.01
30,2023-09-12 22:37:40.309885,0.78,0.76,82.0,-12.0,-0.76,-0.1,-0.17
31,2023-09-12 22:37:40.334899,1.5,1.48,39.0,-8.0,-0.94,-1.15,-0.21
32,2023-09-12 22:37:40.359854,1.63,1.63,21.0,-5.0,-0.57,-1.52,-0.14
33,2023-09-12 22:37:40.384858,1.67,1.67,19.0,0.0,-0.54,-1.58,0.0
34,2023-09-12 22:37:40.409908,1.63,1.63,26.0,-2.0,-0.7,-1.47,-0.07
35,2023-09-12 22:37:40.436286,1.95,1.95,26.0,-4.0,-0.85,-1.75,-0.14
36,2023-09-12 22:37:40.459876,1.22,1.22,26.0,-3.0,-0.53,-1.09,-0.06
37,2023-09-12 22:37:40.484871,1.9,1.89,25.0,-6.0,-0.79,-1.72,-0.19
38,2023-09-12 22:37:40.509850,1.76,1.76,3.0,1.0,-0.1,-1.76,0.03
39,2023-09-12 22:37:40.534870,1.97,1.97,21.0,0.0,-0.7,-1.84,0.0
40,2023-09-12 22:37:40.559852,2.49,2.49,21.0,-2.0,-0.87,-2.33,-0.08
41,2023-09-12 22:37:40.584890,1.69,1.69,3.0,2.0,-0.09,-1.68,0.05
42,2023-09-12 22:37:40.609855,1.57,1.57,13.0,-1.0,-0.34,-1.54,-0.02
43,2023-09-12 22:37:40.634889,1.98,1.98,357.0,0.0,0.11,-1.98,0.0
44,2023-09-12 22:37:40.659906,2.0,2.0,348.0,1.0,0.4,-1.96,0.05
45,2023-09-12 22:37:40.684882,1.98,1.98,351.0,3.0,0.3,-1.95,0.11
46,2023-09-12 22:37:40.709909,2.07,2.07,359.0,0.0,0.02,-2.07,0.0
47,2023-09-12 22:37:40.734881,1.89,1.84,360.0,13.0,0.01,-1.84,0.43
48,2023-09-12 22:37:40.759870,1.92,1.92,3.0,0.0,-0.11,-1.91,0.0
49,2023-09-12 22:37:40.785685,2.1,2.1,5.0,0.0,-0.18,-2.09,0.0
50,2023-09-12 22:37:40.809876,2.08,2.08,2.0,0.0,-0.07,-2.08,0.0
51,2023-09-12 22:37:40.834894,1.67,1.67,359.0,1.0,0.03,-1.67,0.03
52,2023-09-12 22:37:40.859897,1.85,1.85,359.0,3.0,0.05,-1.85,0.08
53,2023-09-12 22:37:40.884862,2.07,2.07,0.0,0.0,-0.0,-2.07,0.0
54,2023-09-12 22:37:40.909905,2.25,2.25,13.0,-1.0,-0.51,-2.19,-0.03
55,2023-09-12 22:37:40.934875,1.79,1.79,5.0,0.0,-0.15,-1.78,0.0
56,2023-09-12 22:37:40.959843,1.73,1.73,1.0,0.0,-0.04,-1.73,0.0
57,2023-09-12 22:37:40.984882,1.88,1.86,16.0,8.0,-0.5,-1.79,0.27
58,2023-09-12 22:37:41.009850,1.24,1.24,5.0,0.0,-0.11,-1.24,0.0
59,2023-09-12 22:37:41.034865,1.46,1.46,20.0,2.0,-0.51,-1.37,0.05
60,2023-09-12 22:37:41.059853,1.81,1.81,8.0,0.0,-0.26,-1.79,0.0
61,2023-09-12 22:37:41.084877,1.77,1.77,4.0,0.0,-0.12,-1.77,0.0
62,2023-09-12 22:37:41.109855,1.9,1.9,6.0,0.0,-0.2,-1.89,0.0
63,2023-09-12 22:37:41.134984,1.6,1.6,2.0,0.0,-0.07,-1.6,0.0
64,2023-09-12 22:37:41.159861,1.88,1.88,7.0,0.0,-0.21,-1.86,0.0
65,2023-09-12 22:37:41.184832,1.76,1.76,2.0,0.0,-0.07,-1.76,0.0
66,2023-09-12 22:37:41.209979,1.7,1.7,4.0,0.0,-0.11,-1.7,0.0
67,2023-09-12 22:37:41.234861,1.45,1.45,4.0,0.0,-0.1,-1.45,0.0
68,2023-09-12 22:37:41.259843,1.62,1.61,5.0,5.0,-0.14,-1.61,0.15
69,2023-09-12 22:37:41.284896,1.35,1.35,1.0,0.0,-0.03,-1.35,0.0
70,2023-09-12 22:37:41.309844,1.16,1.16,2.0,0.0,-0.04,-1.16,0.0
71,2023-09-12 22:37:41.334848,1.07,1.07,2.0,0.0,-0.03,-1.07,0.0
72,2023-09-12 22:37:41.359855,0.95,0.95,14.0,1.0,-0.22,-0.92,0.02
73,2023-09-12 22:37:41.384845,1.02,1.02,4.0,0.0,-0.07,-1.02,0.0
74,2023-09-12 22:37:41.409849,1.04,1.04,2.0,0.0,-0.04,-1.04,0.0
75,2023-09-12 22:37:41.434851,1.32,1.31,20.0,-6.0,-0.46,-1.23,-0.13
76,2023-09-12 22:37:41.459940,0.59,0.59,360.0,0.0,0.0,-0.59,0.0
77,2023-09-12 22:37:41.484840,0.91,0.9,19.0,-5.0,-0.29,-0.85,-0.07
78,2023-09-12 22:37:41.511818,0.93,0.93,23.0,-6.0,-0.36,-0.86,-0.1
79,2023-09-12 22:37:41.534955,1.26,1.25,22.0,-7.0,-0.46,-1.16,-0.16
80,2023-09-12 22:37:41.559895,0.87,0.87,21.0,-1.0,-0.31,-0.81,-0.02
81,2023-09-12 22:37:41.584865,0.87,0.87,37.0,0.0,-0.53,-0.69,0.0
82,2023-09-12 22:37:41.609892,1.56,1.54,32.0,-9.0,-0.82,-1.3,-0.25
83,2023-09-12 22:37:41.634852,1.93,1.91,26.0,-8.0,-0.84,-1.72,-0.28
84,2023-09-12 22:37:41.659858,1.81,1.79,25.0,-9.0,-0.76,-1.62,-0.29
85,2023-09-12 22:37:41.684877,1.64,1.63,22.0,-5.0,-0.62,-1.51,-0.15
86,2023-09-12 22:37:41.709835,1.53,1.53,19.0,-4.0,-0.5,-1.44,-0.11
87,2023-09-12 22:37:41.734864,1.4,1.39,23.0,-6.0,-0.55,-1.27,-0.15
88,2023-09-12 22:37:41.759867,1.15,1.15,36.0,-3.0,-0.68,-0.93,-0.07
89,2023-09-12 22:37:41.784853,2.2,2.18,26.0,-8.0,-0.96,-1.96,-0.32
90,2023-09-12 22:37:41.809851,2.13,2.13,24.0,-1.0,-0.88,-1.94,-0.03
91,2023-09-12 22:37:41.834852,1.94,1.94,20.0,0.0,-0.68,-1.81,0.01
92,2023-09-12 22:37:41.859844,1.59,1.57,3.0,7.0,-0.08,-1.57,0.2
93,2023-09-12 22:37:41.884867,1.79,1.79,6.0,0.0,-0.18,-1.78,0.0
94,2023-09-12 22:37:41.909846,1.07,1.07,6.0,0.0,-0.11,-1.07,0.0
95,2023-09-12 22:37:41.934891,1.47,1.47,11.0,0.0,-0.27,-1.45,0.0
96,2023-09-12 22:37:41.959850,1.72,1.72,22.0,-2.0,-0.64,-1.6,-0.05
97,2023-09-12 22:37:41.984832,1.59,1.58,13.0,-5.0,-0.35,-1.54,-0.13
98,2023-09-12 22:37:42.009880,1.18,1.18,1.0,0.0,-0.02,-1.18,0.0
99,2023-09-12 22:37:42.034818,1.92,1.92,11.0,0.0,-0.35,-1.88,0.0
100,2023-09-12 22:37:42.059823,1.66,1.66,5.0,0.0,-0.14,-1.65,0.0
101,2023-09-12 22:37:42.084852,1.47,1.47,9.0,0.0,-0.23,-1.46,0.0
102,2023-09-12 22:37:42.109826,1.38,1.38,2.0,0.0,-0.05,-1.38,0.0
103,2023-09-12 22:37:42.134838,1.62,1.62,1.0,0.0,-0.04,-1.62,0.0
104,2023-09-12 22:37:42.159861,1.72,1.72,2.0,0.0,-0.07,-1.72,0.0
105,2023-09-12 22:37:42.184829,2.21,2.21,5.0,0.0,-0.19,-2.2,0.0
106,2023-09-12 22:37:42.209892,1.99,1.99,14.0,2.0,-0.47,-1.93,0.06
107,2023-09-12 22:37:42.234855,2.21,2.21,7.0,0.0,-0.25,-2.19,0.0
108,2023-09-12 22:37:42.259868,1.84,1.84,360.0,0.0,0.0,-1.84,0.0
109,2023-09-12 22:37:42.284874,1.86,1.85,5.0,6.0,-0.15,-1.84,0.18
110,2023-09-12 22:37:42.309866,1.12,1.06,360.0,-19.0,0.01,-1.06,-0.37
111,2023-09-12 22:37:42.334832,1.39,1.39,2.0,0.0,-0.04,-1.39,0.0
112,2023-09-12 22:37:42.359959,1.3,1.3,13.0,-1.0,-0.3,-1.26,-0.03
113,2023-09-12 22:37:42.384852,1.19,1.19,26.0,-3.0,-0.52,-1.07,-0.05
114,2023-09-12 22:37:42.409895,1.62,1.61,37.0,-6.0,-0.96,-1.29,-0.18
115,2023-09-12 22:37:42.434864,1.26,1.26,25.0,-4.0,-0.53,-1.14,-0.09
116,2023-09-12 22:37:42.459862,1.51,1.51,25.0,-1.0,-0.63,-1.37,-0.04
117,2023-09-12 22:37:42.484898,1.66,1.65,34.0,-8.0,-0.91,-1.37,-0.22
118,2023-09-12 22:37:42.509847,2.24,2.23,24.0,-5.0,-0.9,-2.05,-0.18
119,2023-09-12 22:37:42.534950,1.34,1.34,1.0,0.0,-0.03,-1.34,0.0
120,2023-09-12 22:37:42.559833,1.49,1.49,5.0,0.0,-0.13,-1.49,0.0
121,2023-09-12 22:37:42.584815,1.58,1.58,3.0,0.0,-0.09,-1.58,0.0
122,2023-09-12 22:37:42.609866,1.26,1.26,1.0,0.0,-0.01,-1.26,0.0
123,2023-09-12 22:37:42.634835,1.54,1.54,2.0,0.0,-0.06,-1.54,0.0
124,2023-09-12 22:37:42.659978,1.52,1.51,9.0,6.0,-0.22,-1.5,0.15
125,2023-09-12 22:37:42.684853,1.61,1.61,1.0,0.0,-0.02,-1.61,0.0
126,2023-09-12 22:37:42.709827,1.92,1.91,4.0,6.0,-0.13,-1.9,0.2
127,2023-09-12 22:37:42.734893,1.35,1.35,1.0,0.0,-0.02,-1.35,0.0
128,2023-09-12 22:37:42.759865,1.26,1.26,359.0,2.0,0.01,-1.26,0.04
129,2023-09-12 22:37:42.784847,1.35,1.35,1.0,0.0,-0.02,-1.35,0.0
130,2023-09-12 22:37:42.809829,1.34,1.34,14.0,1.0,-0.32,-1.3,0.03
131,2023-09-12 22:37:42.834823,1.34,1.34,3.0,-3.0,-0.07,-1.33,-0.07
132,2023-09-12 22:37:42.859924,1.41,1.41,22.0,-4.0,-0.53,-1.31,-0.09
133,2023-09-12 22:37:42.884829,1.74,1.73,24.0,-6.0,-0.69,-1.59,-0.18
134,2023-09-12 22:37:42.910014,1.79,1.79,32.0,-3.0,-0.94,-1.52,-0.09
135,2023-09-12 22:37:42.934827,1.75,1.74,22.0,-7.0,-0.66,-1.61,-0.23
136,2023-09-12 22:37:42.959833,1.41,1.41,13.0,-4.0,-0.32,-1.37,-0.11
137,2023-09-12 22:37:42.984858,1.51,1.51,13.0,-2.0,-0.33,-1.47,-0.05
138,2023-09-12 22:37:43.009834,1.61,1.61,22.0,0.0,-0.59,-1.49,0.0
139,2023-09-12 22:37:43.034890,1.23,1.22,3.0,-5.0,-0.06,-1.22,-0.11
140,2023-09-12 22:37:43.059821,1.37,1.36,12.0,-6.0,-0.28,-1.33,-0.15
141,2023-09-12 22:37:43.084817,1.37,1.37,7.0,0.0,-0.17,-1.36,0.0
142,2023-09-12 22:37:43.109837,1.26,1.26,13.0,-1.0,-0.28,-1.23,-0.02
143,2023-09-12 22:37:43.134825,1.31,1.31,3.0,0.0,-0.07,-1.31,0.0
144,2023-09-12 22:37:43.159859,1.4,1.4,358.0,0.0,0.04,-1.4,0.01
145,2023-09-12 22:37:43.184815,0.96,0.96,1.0,0.0,-0.02,-0.96,0.0
146,2023-09-12 22:37:43.209844,1.2,1.2,22.0,0.0,-0.44,-1.11,0.0
147,2023-09-12 22:37:43.234871,1.76,1.75,24.0,-3.0,-0.7,-1.61,-0.09
148,2023-09-12 22:37:43.259819,1.33,1.32,22.0,-2.0,-0.49,-1.23,-0.04
149,2023-09-12 22:37:43.284820,1.27,1.26,19.0,-7.0,-0.42,-1.19,-0.15
150,2023-09-12 22:37:43.309832,1.47,1.47,21.0,-1.0,-0.54,-1.36,-0.03
151,2023-09-12 22:37:43.334829,1.7,1.69,21.0,-5.0,-0.62,-1.57,-0.16
152,2023-09-12 22:37:43.359856,1.88,1.87,22.0,-3.0,-0.69,-1.74,-0.1
153,2023-09-12 22:37:43.384835,1.19,1.19,14.0,-2.0,-0.29,-1.16,-0.05
154,2023-09-12 22:37:43.409815,1.43,1.43,10.0,0.0,-0.25,-1.41,0.0
155,2023-09-12 22:37:43.434847,1.34,1.34,20.0,1.0,-0.45,-1.26,0.03
156,2023-09-12 22:37:43.459828,1.45,1.45,19.0,0.0,-0.47,-1.37,0.0
157,2023-09-12 22:37:43.484894,1.36,1.36,29.0,-3.0,-0.66,-1.19,-0.07
158,2023-09-12 22:37:43.509797,1.18,1.18,14.0,-2.0,-0.29,-1.15,-0.04
159,2023-09-12 22:37:43.534822,1.33,1.32,11.0,-4.0,-0.26,-1.3,-0.09
160,2023-09-12 22:37:43.559858,1.48,1.48,7.0,0.0,-0.17,-1.47,0.0
161,2023-09-12 22:37:43.584815,1.44,1.44,1.0,0.0,-0.02,-1.44,0.0
162,2023-09-12 22:37:43.609868,1.2,1.2,360.0,0.0,0.0,-1.2,0.0
163,2023-09-12 22:37:43.634826,1.82,1.81,2.0,6.0,-0.07,-1.81,0.2
164,2023-09-12 22:37:43.659809,1.16,1.16,4.0,1.0,-0.07,-1.16,0.03
165,2023-09-12 22:37:43.684828,1.63,1.63,3.0,3.0,-0.08,-1.62,0.08
166,2023-09-12 22:37:43.709814,1.62,1.62,1.0,0.0,-0.04,-1.62,0.0
167,2023-09-12 22:37:43.734874,1.97,1.97,4.0,0.0,-0.13,-1.97,0.0
168,2023-09-12 22:37:43.759819,1.94,1.94,3.0,0.0,-0.12,-1.94,0.0
169,2023-09-12 22:37:43.784813,1.72,1.72,4.0,0.0,-0.11,-1.71,0.0
170,2023-09-12 22:37:43.809814,1.7,1.7,9.0,0.0,-0.27,-1.67,0.0
171,2023-09-12 22:37:43.834814,1.49,1.49,7.0,0.0,-0.17,-1.48,0.0
172,2023-09-12 22:37:43.859856,1.58,1.58,4.0,0.0,-0.1,-1.57,0.0
173,2023-09-12 22:37:43.884855,1.16,1.16,2.0,0.0,-0.04,-1.16,0.0
174,2023-09-12 22:37:43.909773,1.43,1.42,2.0,8.0,-0.06,-1.42,0.19
175,2023-09-12 22:37:43.934899,0.89,0.89,356.0,0.0,0.06,-0.89,0.0
176,2023-09-12 22:37:43.959789,1.2,1.2,1.0,0.0,-0.03,-1.2,0.0
177,2023-09-12 22:37:43.984836,0.9,0.9,3.0,0.0,-0.04,-0.9,0.0
178,2023-09-12 22:37:44.009840,1.24,1.24,1.0,0.0,-0.03,-1.24,0.0
179,2023-09-12 22:37:44.034839,0.9,0.9,359.0,-6.0,0.01,-0.9,-0.09
180,2023-09-12 22:37:44.059807,1.08,1.08,2.0,0.0,-0.04,-1.08,0.0
181,2023-09-12 22:37:44.084809,0.98,0.98,1.0,0.0,-0.02,-0.98,0.0
182,2023-09-12 22:37:44.109795,1.12,1.12,3.0,0.0,-0.06,-1.12,0.0
183,2023-09-12 22:37:44.134878,1.24,1.22,4.0,9.0,-0.08,-1.22,0.2
184,2023-09-12 22:37:44.159832,1.4,1.39,23.0,5.0,-0.55,-1.28,0.13
185,2023-09-12 22:37:44.184831,0.91,0.91,17.0,0.0,-0.27,-0.87,0.0
186,2023-09-12 22:37:44.209803,0.99,0.99,27.0,0.0,-0.46,-0.88,0.0
187,2023-09-12 22:37:44.234827,1.12,1.12,28.0,-1.0,-0.52,-1.0,-0.01
188,2023-09-12 22:37:44.259868,1.11,1.11,24.0,0.0,-0.46,-1.01,0.0
189,2023-09-12 22:37:44.284822,0.97,0.97,32.0,0.0,-0.51,-0.82,0.0
190,2023-09-12 22:37:44.309853,0.73,0.73,26.0,0.0,-0.32,-0.66,0.0
191,2023-09-12 22:37:44.334856,1.17,1.17,21.0,2.0,-0.42,-1.09,0.04
192,2023-09-12 22:37:44.359803,1.02,1.02,20.0,-0.0,-0.35,-0.95,-0.0
193,2023-09-12 22:37:44.384854,1.29,1.29,12.0,0.0,-0.27,-1.27,0.0
194,2023-09-12 22:37:44.409831,0.75,0.75,35.0,0.0,-0.43,-0.62,0.0
195,2023-09-12 22:37:44.434860,0.96,0.96,29.0,0.0,-0.47,-0.84,0.0
196,2023-09-12 22:37:44.459868,0.81,0.8,40.0,12.0,-0.51,-0.61,0.17
197,2023-09-12 22:37:44.484808,0.99,0.99,33.0,0.0,-0.54,-0.83,0.0
198,2023-09-12 22:37:44.509943,1.03,1.02,24.0,-7.0,-0.41,-0.94,-0.12
199,2023-09-12 22:37:44.534816,1.2,1.2,41.0,-0.0,-0.78,-0.91,-0.0
200,2023-09-12 22:37:44.559825,1.7,1.7,38.0,-5.0,-1.05,-1.34,-0.15
201,2023-09-12 22:37:44.584823,1.8,1.79,38.0,-7.0,-1.1,-1.41,-0.23
202,2023-09-12 22:37:44.609825,1.64,1.64,41.0,-4.0,-1.08,-1.24,-0.11
203,2023-09-12 22:37:44.634897,1.23,1.22,32.0,-6.0,-0.65,-1.03,-0.12
204,2023-09-12 22:37:44.659791,1.01,1.01,44.0,-1.0,-0.7,-0.72,-0.01
205,2023-09-12 22:37:44.684845,1.69,1.68,30.0,-6.0,-0.84,-1.46,-0.19
206,2023-09-12 22:37:44.709820,1.3,1.28,27.0,-10.0,-0.58,-1.14,-0.22
207,2023-09-12 22:37:44.734863,1.26,1.25,37.0,-4.0,-0.75,-1.0,-0.08
208,2023-09-12 22:37:44.759834,1.78,1.77,32.0,-3.0,-0.94,-1.5,-0.1
209,2023-09-12 22:37:44.784905,1.72,1.72,33.0,-1.0,-0.93,-1.45,-0.04
210,2023-09-12 22:37:44.809815,1.47,1.47,38.0,0.0,-0.9,-1.16,0.0
211,2023-09-12 22:37:44.834866,1.27,1.27,33.0,0.0,-0.7,-1.06,0.0
212,2023-09-12 22:37:44.859910,1.82,1.81,34.0,3.0,-1.02,-1.5,0.11
213,2023-09-12 22:37:44.884815,1.35,1.35,34.0,0.0,-0.76,-1.11,0.0
214,2023-09-12 22:37:44.909881,1.87,1.87,37.0,-4.0,-1.12,-1.5,-0.15
215,2023-09-12 22:37:44.934844,1.36,1.36,53.0,2.0,-1.09,-0.82,0.06
216,2023-09-12 22:37:44.959807,2.19,2.16,24.0,-10.0,-0.9,-1.97,-0.37
217,2023-09-12 22:37:44.984852,1.25,1.25,13.0,-3.0,-0.27,-1.22,-0.06
218,2023-09-12 22:37:45.009789,1.52,1.5,4.0,9.0,-0.09,-1.5,0.23
219,2023-09-12 22:37:45.034825,1.26,1.26,2.0,0.0,-0.04,-1.26,0.0
220,2023-09-12 22:37:45.059844,1.49,1.49,4.0,0.0,-0.09,-1.49,0.0
221,2023-09-12 22:37:45.084785,1.27,1.27,0.0,6.0,-0.01,-1.27,0.13
222,2023-09-12 22:37:45.109884,1.11,1.11,9.0,0.0,-0.18,-1.1,0.0
223,2023-09-12 22:37:45.134779,1.15,1.15,13.0,0.0,-0.25,-1.12,0.0
224,2023-09-12 22:37:45.159818,1.15,1.15,5.0,0.0,-0.1,-1.14,0.0
225,2023-09-12 22:37:45.184776,0.9,0.9,5.0,0.0,-0.07,-0.89,0.0
226,2023-09-12 22:37:45.209805,0.8,0.8,12.0,0.0,-0.16,-0.79,0.0
227,2023-09-12 22:37:45.234789,0.82,0.82,13.0,0.0,-0.18,-0.8,0.0
228,2023-09-12 22:37:45.259803,1.03,1.03,22.0,0.0,-0.39,-0.95,0.0
229,2023-09-12 22:37:45.284789,0.82,0.82,8.0,0.0,-0.11,-0.81,0.0
230,2023-09-12 22:37:45.309817,0.98,0.98,21.0,0.0,-0.36,-0.91,0.01
231,2023-09-12 22:37:45.334829,0.83,0.83,359.0,0.0,0.02,-0.83,0.0
232,2023-09-12 22:37:45.359874,1.02,0.99,359.0,14.0,0.01,-0.98,0.25
233,2023-09-12 22:37:45.384799,1.26,1.26,5.0,0.0,-0.1,-1.26,0.0
234,2023-09-12 22:37:45.409768,1.46,1.46,8.0,0.0,-0.19,-1.45,0.0
235,2023-09-12 22:37:45.434810,1.43,1.43,3.0,0.0,-0.07,-1.43,0.0
236,2023-09-12 22:37:45.459799,1.52,1.51,13.0,-3.0,-0.34,-1.47,-0.07
237,2023-09-12 22:37:45.484785,1.29,1.29,3.0,0.0,-0.08,-1.29,0.0
238,2023-09-12 22:37:45.509834,1.34,1.34,12.0,0.0,-0.27,-1.32,0.0
239,2023-09-12 22:37:45.534799,1.32,1.3,3.0,9.0,-0.06,-1.3,0.21
240,2023-09-12 22:37:45.559839,1.29,1.28,3.0,8.0,-0.07,-1.28,0.18
241,2023-09-12 22:37:45.584803,1.33,1.33,22.0,-2.0,-0.51,-1.23,-0.06
242,2023-09-12 22:37:45.609779,0.98,0.98,1.0,0.0,-0.02,-0.98,0.0
243,2023-09-12 22:37:45.634849,0.78,0.78,340.0,-6.0,0.26,-0.73,-0.08
244,2023-09-12 22:37:45.659819,1.32,1.32,352.0,0.0,0.19,-1.31,0.0
245,2023-09-12 22:37:45.684788,1.34,1.34,2.0,6.0,-0.05,-1.34,0.14
246,2023-09-12 22:37:45.709803,1.44,1.43,19.0,-2.0,-0.47,-1.36,-0.05
247,2023-09-12 22:37:45.734795,1.18,1.18,21.0,-1.0,-0.43,-1.1,-0.02
248,2023-09-12 22:37:45.759837,1.55,1.55,21.0,1.0,-0.54,-1.45,0.02
249,2023-09-12 22:37:45.785213,1.19,1.19,9.0,0.0,-0.19,-1.17,0.0
250,2023-09-12 22:37:45.809782,1.39,1.39,8.0,0.0,-0.2,-1.37,0.0
251,2023-09-12 22:37:45.834842,1.43,1.43,4.0,0.0,-0.1,-1.43,0.0
252,2023-09-12 22:37:45.859780,1.18,1.18,1.0,0.0,-0.03,-1.18,0.0
253,2023-09-12 22:37:45.884818,1.27,1.27,3.0,0.0,-0.06,-1.26,0.0
254,2023-09-12 22:37:45.909807,1.32,1.32,3.0,1.0,-0.08,-1.32,0.03
255,2023-09-12 22:37:45.934771,1.34,1.34,3.0,0.0,-0.06,-1.34,0.0
256,2023-09-12 22:37:45.959816,1.35,1.35,7.0,0.0,-0.17,-1.34,0.0
257,2023-09-12 22:37:45.984795,1.3,1.3,13.0,-2.0,-0.29,-1.27,-0.04
258,2023-09-12 22:37:46.009829,1.41,1.41,20.0,0.0,-0.48,-1.33,0.0
259,2023-09-12 22:37:46.034778,1.08,1.08,11.0,0.0,-0.21,-1.06,0.0
260,2023-09-12 22:37:46.059765,1.35,1.35,14.0,-1.0,-0.32,-1.31,-0.02
261,2023-09-12 22:37:46.084787,1.0,1.0,7.0,0.0,-0.12,-0.99,0.0
262,2023-09-12 22:37:46.109790,1.32,1.32,8.0,0.0,-0.19,-1.31,0.0
263,2023-09-12 22:37:46.134825,1.26,1.26,13.0,0.0,-0.28,-1.23,0.0
264,2023-09-12 22:37:46.159945,1.02,1.02,3.0,0.0,-0.04,-1.02,0.0
265,2023-09-12 22:37:46.184779,1.45,1.45,22.0,1.0,-0.54,-1.35,0.02
266,2023-09-12 22:37:46.209824,1.19,1.19,14.0,0.0,-0.29,-1.15,0.0
267,2023-09-12 22:37:46.234783,0.8,0.8,5.0,0.0,-0.07,-0.8,0.0
268,2023-09-12 22:37:46.259780,1.16,1.16,25.0,0.0,-0.48,-1.05,0.0
269,2023-09-12 22:37:46.284788,1.23,1.23,13.0,-3.0,-0.28,-1.19,-0.06
270,2023-09-12 22:37:46.309784,1.13,1.13,357.0,3.0,0.05,-1.13,0.05
271,2023-09-12 22:37:46.334866,1.64,1.61,357.0,11.0,0.08,-1.61,0.32
272,2023-09-12 22:37:46.359823,1.27,1.26,339.0,-4.0,0.44,-1.18,-0.09
273,2023-09-12 22:37:46.384783,0.75,0.75,4.0,0.0,-0.05,-0.75,0.0
274,2023-09-12 22:37:46.409881,0.91,0.91,334.0,0.0,0.4,-0.82,0.0
275,2023-09-12 22:37:46.434816,0.87,0.87,346.0,0.0,0.21,-0.84,0.0
276,2023-09-12 22:37:46.460035,0.72,0.72,358.0,0.0,0.02,-0.72,0.0
277,2023-09-12 22:37:46.484878,0.76,0.76,359.0,-3.0,0.02,-0.76,-0.04
278,2023-09-12 22:37:46.509815,0.98,0.98,358.0,0.0,0.03,-0.98,0.0
279,2023-09-12 22:37:46.534799,0.69,0.69,1.0,0.0,-0.01,-0.69,0.0
280,2023-09-12 22:37:46.559774,0.82,0.82,19.0,0.0,-0.27,-0.78,0.0
281,2023-09-12 22:37:46.584834,1.08,1.08,25.0,5.0,-0.46,-0.98,0.1
282,2023-09-12 22:37:46.609815,0.91,0.91,22.0,-1.0,-0.33,-0.84,-0.01
283,2023-09-12 22:37:46.634801,0.62,0.62,28.0,-1.0,-0.29,-0.55,-0.01
284,2023-09-12 22:37:46.659793,1.19,1.17,42.0,-11.0,-0.79,-0.87,-0.22
285,2023-09-12 22:37:46.684803,1.52,1.52,42.0,-1.0,-1.01,-1.13,-0.04
286,2023-09-12 22:37:46.709793,1.29,1.29,44.0,0.0,-0.9,-0.93,0.0
