Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2023-12-21 15:20:07.519113,2.34,2.34,332.0,0.0,1.11,-2.06,0.0
2023-12-21 15:20:07.544094,2.35,2.35,327.0,0.0,1.27,-1.97,0.0
2023-12-21 15:20:07.575437,2.66,2.64,333.0,7.0,1.19,-2.36,0.33
2023-12-21 15:20:07.594134,1.89,1.89,335.0,0.0,0.79,-1.71,0.0
2023-12-21 15:20:07.619068,2.59,2.59,354.0,0.0,0.27,-2.57,0.0
2023-12-21 15:20:07.644140,2.27,2.27,357.0,0.0,0.13,-2.26,0.0
2023-12-21 15:20:07.669151,2.43,2.43,354.0,0.0,0.26,-2.42,0.0
2023-12-21 15:20:07.694160,2.56,2.56,3.0,-1.0,-0.14,-2.56,-0.03
2023-12-21 15:20:07.719101,3.62,3.62,4.0,0.0,-0.24,-3.61,0.0
2023-12-21 15:20:07.744149,3.66,3.66,14.0,-0.0,-0.86,-3.56,-0.01
2023-12-21 15:20:07.771067,3.13,3.13,5.0,0.0,-0.26,-3.12,0.0
2023-12-21 15:20:07.795744,2.98,2.97,12.0,-4.0,-0.64,-2.9,-0.2
2023-12-21 15:20:07.819140,2.88,2.88,358.0,0.0,0.1,-2.88,0.0
2023-12-21 15:20:07.845283,3.53,3.53,327.0,-0.0,1.94,-2.96,-0.01
2023-12-21 15:20:07.869163,4.36,4.35,316.0,-4.0,3.03,-3.11,-0.32
2023-12-21 15:20:07.894438,4.04,4.04,323.0,-1.0,2.44,-3.22,-0.09
2023-12-21 15:20:07.919122,3.92,3.91,314.0,-5.0,2.8,-2.73,-0.35
2023-12-21 15:20:07.944192,3.87,3.87,313.0,-2.0,2.82,-2.65,-0.12
2023-12-21 15:20:07.969093,3.99,3.99,316.0,-2.0,2.78,-2.86,-0.11
2023-12-21 15:20:07.994130,3.98,3.92,312.0,-10.0,2.89,-2.64,-0.71
2023-12-21 15:20:08.019108,3.95,3.89,335.0,9.0,1.67,-3.52,0.64
2023-12-21 15:20:08.045019,3.62,3.62,346.0,2.0,0.88,-3.51,0.14
2023-12-21 15:20:08.069079,4.14,4.14,352.0,2.0,0.55,-4.1,0.14
2023-12-21 15:20:08.094151,3.92,3.92,351.0,0.0,0.63,-3.87,0.0
2023-12-21 15:20:08.119103,4.04,4.03,304.0,-2.0,3.35,-2.25,-0.13
2023-12-21 15:20:08.144256,3.44,3.41,297.0,-8.0,3.04,-1.53,-0.45
2023-12-21 15:20:08.169181,3.19,3.11,307.0,13.0,2.48,-1.88,0.74
2023-12-21 15:20:08.194422,2.82,2.82,303.0,3.0,2.36,-1.54,0.15
2023-12-21 15:20:08.219131,2.4,2.33,312.0,14.0,1.73,-1.56,0.57
2023-12-21 15:20:08.244163,2.82,2.79,316.0,8.0,1.94,-1.99,0.41
2023-12-21 15:20:08.269074,3.18,3.18,325.0,0.0,1.84,-2.6,0.0
2023-12-21 15:20:08.294089,4.42,4.42,339.0,-3.0,1.58,-4.13,-0.19
2023-12-21 15:20:08.319056,3.43,3.39,349.0,-9.0,0.62,-3.33,-0.56
