Index,Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
0,2023-09-25 16:49:00.000000,2023-09-25 16:49:02.905168,0.835,0.835,253.25,0.0,0.7925,0.2275,0.0
4,2023-09-25 16:49:00.100000,2023-09-25 16:49:03.004990,1.02,1.0025,258.25,5.5,0.9775,0.2075,0.095
8,2023-09-25 16:49:00.200000,2023-09-25 16:49:03.104630,1.33,1.3025,241.0,11.5,1.1375,0.63,0.2675
12,2023-09-25 16:49:00.300000,2023-09-25 16:49:03.204494,1.535,1.4975,233.0,12.5,1.165,0.9175,0.3225
16,2023-09-25 16:49:00.400000,2023-09-25 16:49:03.304069,1.2625,1.25,218.25,4.0,0.7525,0.9525,0.0975
20,2023-09-25 16:49:00.500000,2023-09-25 16:49:03.403786,0.9625,0.96,233.5,4.25,0.74,0.565,0.075
24,2023-09-25 16:49:00.600000,2023-09-25 16:49:03.503539,0.815,0.75,237.0,21.5,0.62,0.4125,0.2825
28,2023-09-25 16:49:00.700000,2023-09-25 16:49:03.603315,0.805,0.7875,240.5,6.5,0.6625,0.3525,0.075
32,2023-09-25 16:49:00.800000,2023-09-25 16:49:03.702959,1.065,1.0575,257.25,3.75,1.015,0.2275,0.06
36,2023-09-25 16:49:00.900000,2023-09-25 16:49:03.802586,1.035,1.03,266.75,2.5,1.015,0.065,0.0575
40,2023-09-25 16:49:01,2023-09-25 16:49:03.902333,1.0125,0.975,244.75,13.25,0.88,0.415,0.21
44,2023-09-25 16:49:01.100000,2023-09-25 16:49:04.002067,0.735,0.66,246.25,12.5,0.605,0.2575,0.16
48,2023-09-25 16:49:01.200000,2023-09-25 16:49:04.101815,0.91,0.8225,224.0,17.25,0.5625,0.5825,0.285
52,2023-09-25 16:49:01.300000,2023-09-25 16:49:04.201545,0.85,0.7975,217.0,8.75,0.485,0.6325,0.1675
56,2023-09-25 16:49:01.400000,2023-09-25 16:49:04.301335,1.22,0.9625,238.25,30.5,0.8025,0.515,0.69
60,2023-09-25 16:49:01.500000,2023-09-25 16:49:04.401069,1.8,1.57,237.25,29.0,1.32,0.8425,0.865
64,2023-09-25 16:49:01.600000,2023-09-25 16:49:04.500780,2.1025,2.0575,218.25,8.25,1.2725,1.6125,0.2975
68,2023-09-25 16:49:01.700000,2023-09-25 16:49:04.600493,2.0,1.98,220.75,6.0,1.29,1.4925,0.2075
72,2023-09-25 16:49:01.800000,2023-09-25 16:49:04.700240,2.05,1.92,225.0,20.25,1.3575,1.3425,0.705
76,2023-09-25 16:49:01.900000,2023-09-25 16:49:04.799982,2.255,2.24,240.25,5.5,1.94,1.1125,0.2075
80,2023-09-25 16:49:02,2023-09-25 16:49:04.899726,2.07,2.07,249.0,0.0,1.9325,0.7375,0.0
84,2023-09-25 16:49:02.100000,2023-09-25 16:49:04.999467,2.2675,2.2475,242.0,6.25,1.98,1.0525,0.2525
88,2023-09-25 16:49:02.200000,2023-09-25 16:49:05.099236,2.2775,2.245,236.5,9.5,1.85,1.2475,0.3675
92,2023-09-25 16:49:02.300000,2023-09-25 16:49:05.199006,2.5525,2.53,231.0,7.25,1.955,1.5975,0.31
96,2023-09-25 16:49:02.400000,2023-09-25 16:49:05.298765,2.6725,2.6125,235.0,11.75,2.125,1.4975,0.535
100,2023-09-25 16:49:02.500000,2023-09-25 16:49:05.398598,2.7475,2.715,239.25,9.25,2.3275,1.3925,0.4325
104,2023-09-25 16:49:02.600000,2023-09-25 16:49:05.498353,2.7475,2.735,239.0,4.75,2.325,1.415,0.2125
108,2023-09-25 16:49:02.700000,2023-09-25 16:49:05.598106,2.66,2.6375,239.5,7.75,2.275,1.3275,0.3525
112,2023-09-25 16:49:02.800000,2023-09-25 16:49:05.697839,2.495,2.48,243.5,5.0,2.215,1.1075,0.2175
116,2023-09-25 16:49:02.900000,2023-09-25 16:49:05.797598,2.2175,2.19,230.25,9.0,1.66,1.41,0.3475
120,2023-09-25 16:49:03,2023-09-25 16:49:05.897390,2.41,2.395,246.0,3.5,2.1875,0.9725,0.12
124,2023-09-25 16:49:03.100000,2023-09-25 16:49:05.997155,2.055,1.9775,247.0,11.25,1.8125,0.7725,0.3925
128,2023-09-25 16:49:03.200000,2023-09-25 16:49:06.096978,1.8125,1.4575,232.0,36.25,1.1325,0.9075,1.0425
132,2023-09-25 16:49:03.300000,2023-09-25 16:49:06.196783,1.7375,1.585,229.5,20.25,1.1925,1.005,0.6375
136,2023-09-25 16:49:03.400000,2023-09-25 16:49:06.296582,1.8875,1.6875,233.25,26.5,1.35,1.0075,0.835
140,2023-09-25 16:49:03.500000,2023-09-25 16:49:06.396357,1.845,1.7425,242.5,16.5,1.5425,0.7975,0.5275
144,2023-09-25 16:49:03.600000,2023-09-25 16:49:06.496169,1.4425,1.2475,236.5,29.0,1.04,0.66,0.675
148,2023-09-25 16:49:03.700000,2023-09-25 16:49:06.595881,1.5825,1.44,233.5,16.5,1.1125,0.85,0.455
152,2023-09-25 16:49:03.800000,2023-09-25 16:49:06.695670,2.1225,2.1175,215.25,1.75,1.2125,1.73,0.08
156,2023-09-25 16:49:03.900000,2023-09-25 16:49:06.795516,2.0325,2.0175,216.75,3.25,1.215,1.605,0.1325
