Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2024-03-15 16:44:14.225,2024-03-15 16:44:14.106648,4.9496,4.4178,101.0967,20.775,-3.3164,2.909,2.2276
2024-03-15 16:44:14.250,2024-03-15 16:44:14.131780,5.5832,4.9812,113.8567,23.495,-3.7618,3.2538,2.5175
2024-03-15 16:44:14.275,2024-03-15 16:44:14.151478,5.8683,5.2257,119.7967,25.005,-3.985,3.3698,2.6658
2024-03-15 16:44:14.300,2024-03-15 16:44:14.188791,6.0488,5.3767,123.63,26.065,-4.1324,3.43,2.7674
2024-03-15 16:44:14.325,2024-03-15 16:44:14.201587,6.184,5.4864,126.54,26.92,-4.2378,3.476,2.85
2024-03-15 16:44:14.350,2024-03-15 16:44:14.228566,6.3022,5.5818,128.9,27.62,-4.3262,3.5198,2.9232
2024-03-15 16:44:14.375,2024-03-15 16:44:14.255134,6.2954,5.57,128.64,27.7,-4.3348,3.4922,2.9316
2024-03-15 16:44:14.400,2024-03-15 16:44:14.274166,6.3136,5.5908,128.58,27.6,-4.3552,3.5002,2.9312
2024-03-15 16:44:14.425,2024-03-15 16:44:14.323698,6.328,5.6096,128.48,27.48,-4.3764,3.5036,2.926
2024-03-15 16:44:14.450,2024-03-15 16:44:14.330693,6.328,5.611,128.36,27.46,-4.3838,3.4958,2.921
2024-03-15 16:44:14.475,2024-03-15 16:44:14.365240,6.3366,5.6214,128.12,27.42,-4.4064,3.4816,2.9168
2024-03-15 16:44:14.500,2024-03-15 16:44:14.420258,6.3476,5.6338,127.88,27.4,-4.4308,3.4674,2.914
2024-03-15 16:44:14.525,2024-03-15 16:44:14.426929,6.3538,5.6388,127.56,27.44,-4.4556,3.4406,2.9154
2024-03-15 16:44:14.550,2024-03-15 16:44:14.449885,6.3668,5.6496,127.16,27.48,-4.4908,3.4104,2.9202
2024-03-15 16:44:14.575,2024-03-15 16:44:14.469408,6.4056,5.6954,126.62,27.28,-4.5632,3.3884,2.9144
2024-03-15 16:44:14.600,2024-03-15 16:44:14.482683,6.4354,5.7332,126.04,27.08,-4.6314,3.3588,2.9048
2024-03-15 16:44:14.625,2024-03-15 16:44:14.508395,6.46,5.7642,125.48,26.92,-4.692,3.3276,2.8976
2024-03-15 16:44:14.650,2024-03-15 16:44:14.534022,6.474,5.7828,124.86,26.8,-4.746,3.2856,2.891
2024-03-15 16:44:14.675,2024-03-15 16:44:14.550724,6.484,5.793,124.5,26.76,-4.7782,3.2576,2.8916
2024-03-15 16:44:14.700,2024-03-15 16:44:14.575936,6.4978,5.8052,124.44,26.74,-4.7944,3.255,2.899
2024-03-15 16:44:14.725,2024-03-15 16:44:14.597711,6.4858,5.7898,124.64,26.8,-4.771,3.2614,2.9044
2024-03-15 16:44:14.750,2024-03-15 16:44:14.623323,6.4606,5.7572,124.98,26.94,-4.7264,3.2688,2.9132
2024-03-15 16:44:14.775,2024-03-15 16:44:14.648721,6.4434,5.7362,125.36,27.0,-4.6876,3.2868,2.9172
2024-03-15 16:44:14.800,2024-03-15 16:44:14.672309,6.4302,5.7234,125.48,27.0,-4.6676,3.2918,2.9146
2024-03-15 16:44:14.825,2024-03-15 16:44:14.703619,6.3976,5.6848,125.44,27.18,-4.6352,3.2704,2.919
2024-03-15 16:44:14.850,2024-03-15 16:44:14.722234,6.3834,5.6618,125.26,27.38,-4.6238,3.2454,2.9328
2024-03-15 16:44:14.875,2024-03-15 16:44:14.753212,6.3946,5.667,124.94,27.48,-4.6426,3.2258,2.9474
2024-03-15 16:44:14.900,2024-03-15 16:44:14.773639,6.4022,5.6598,124.62,27.76,-4.6518,3.198,2.978
2024-03-15 16:44:14.925,2024-03-15 16:44:14.802515,6.4156,5.6596,124.32,28.0,-4.6664,3.177,3.008
2024-03-15 16:44:14.950,2024-03-15 16:44:14.826923,6.4492,5.687,123.92,28.06,-4.7098,3.1644,3.0282
2024-03-15 16:44:14.975,2024-03-15 16:44:14.851862,6.497,5.7306,123.54,28.06,-4.7668,3.1606,3.048
2024-03-15 16:44:15.000,2024-03-15 16:44:14.872832,6.5522,5.7866,123.24,27.96,-4.8292,3.171,3.06
2024-03-15 16:44:15.025,2024-03-15 16:44:14.900609,6.6168,5.857,123.06,27.76,-4.8968,3.1994,3.0648
2024-03-15 16:44:15.050,2024-03-15 16:44:14.937271,6.6928,5.9392,123.08,27.52,-4.9642,3.2484,3.0712
2024-03-15 16:44:15.075,2024-03-15 16:44:14.951614,6.7638,6.0144,123.22,27.32,-5.0202,3.3002,3.08
2024-03-15 16:44:15.100,2024-03-15 16:44:14.974745,6.822,6.078,123.44,27.12,-5.0616,3.3538,3.0834
2024-03-15 16:44:15.125,2024-03-15 16:44:15.001134,6.8642,6.1218,123.62,27.02,-5.0906,3.3904,3.0908
2024-03-15 16:44:15.150,2024-03-15 16:44:15.026393,6.9136,6.1788,123.7,26.78,-5.1364,3.4254,3.089
2024-03-15 16:44:15.175,2024-03-15 16:44:15.049738,6.9562,6.229,123.6,26.56,-5.1858,3.4418,3.086
2024-03-15 16:44:15.200,2024-03-15 16:44:15.073407,6.9956,6.2752,123.36,26.36,-5.2394,3.4438,3.0834
2024-03-15 16:44:15.225,2024-03-15 16:44:15.097715,7.0324,6.319,122.92,26.16,-5.3024,3.4258,3.0798
2024-03-15 16:44:15.250,2024-03-15 16:44:15.124743,7.0712,6.3638,122.3,25.98,-5.3756,3.3936,3.0784
2024-03-15 16:44:15.275,2024-03-15 16:44:15.147798,7.09,6.38,121.56,26.0,-5.4312,3.3354,3.0878
2024-03-15 16:44:15.300,2024-03-15 16:44:15.172850,7.0884,6.3712,120.84,26.14,-5.465,3.264,3.101
2024-03-15 16:44:15.325,2024-03-15 16:44:15.199432,7.0908,6.369,120.22,26.22,-5.4988,3.2042,3.1088
2024-03-15 16:44:15.350,2024-03-15 16:44:15.222362,7.1134,6.392,119.64,26.18,-5.5532,3.158,3.1106
2024-03-15 16:44:15.375,2024-03-15 16:44:15.248148,7.13,6.4106,119.3,26.12,-5.5896,3.132,3.1074
2024-03-15 16:44:15.400,2024-03-15 16:44:15.275293,7.1372,6.4198,119.18,26.08,-5.6062,3.1204,3.1018
2024-03-15 16:44:15.425,2024-03-15 16:44:15.299003,7.1438,6.4318,119.06,25.98,-5.6238,3.1124,3.089
2024-03-15 16:44:15.450,2024-03-15 16:44:15.323210,7.101,6.4048,118.9,25.46,-5.6086,3.0832,3.02
2024-03-15 16:44:15.475,2024-03-15 16:44:15.371102,7.023,6.3408,118.8,25.02,-5.5566,3.0436,2.947
2024-03-15 16:44:15.500,2024-03-15 16:44:15.376228,6.9288,6.2568,118.66,24.68,-5.4904,2.9892,2.8786
2024-03-15 16:44:15.525,2024-03-15 16:44:15.398390,6.8462,6.1924,118.44,24.16,-5.4446,2.9386,2.7982
2024-03-15 16:44:15.550,2024-03-15 16:44:15.441704,6.748,6.1296,118.22,23.04,-5.3998,2.889,2.6542
2024-03-15 16:44:15.575,2024-03-15 16:44:15.459545,6.649,6.0634,117.92,21.98,-5.3548,2.8298,2.515
2024-03-15 16:44:15.600,2024-03-15 16:44:15.474312,6.52,5.975,117.5,20.52,-5.2936,2.751,2.3272
2024-03-15 16:44:15.625,2024-03-15 16:44:15.497209,6.3902,5.8842,116.7,19.1,-5.2448,2.636,2.1416
2024-03-15 16:44:15.650,2024-03-15 16:44:15.524253,6.2632,5.79,115.56,17.8,-5.2066,2.4892,1.968
2024-03-15 16:44:15.675,2024-03-15 16:44:15.555906,6.1636,5.7042,114.18,17.1,-5.183,2.3226,1.8648
2024-03-15 16:44:15.700,2024-03-15 16:44:15.573451,6.1246,5.6516,112.74,17.44,-5.189,2.167,1.881
2024-03-15 16:44:15.725,2024-03-15 16:44:15.606017,6.085,5.5986,111.0,17.74,-5.196,1.9954,1.9042
2024-03-15 16:44:15.750,2024-03-15 16:44:15.624575,6.0496,5.5524,109.36,17.98,-5.2024,1.8404,1.923
2024-03-15 16:44:15.775,2024-03-15 16:44:15.659759,5.9896,5.498,108.0,17.64,-5.19,1.7072,1.8782
2024-03-15 16:44:15.800,2024-03-15 16:44:15.681819,5.9266,5.4424,106.92,17.28,-5.1682,1.599,1.8294
2024-03-15 16:44:15.825,2024-03-15 16:44:15.698863,5.838,5.3778,106.04,16.32,-5.1318,1.5056,1.7174
2024-03-15 16:44:15.850,2024-03-15 16:44:15.724671,5.804,5.3566,105.68,15.84,-5.1248,1.4668,1.657
2024-03-15 16:44:15.875,2024-03-15 16:44:15.750002,5.7746,5.3582,105.76,14.7,-5.125,1.476,1.5344
2024-03-15 16:44:15.900,2024-03-15 16:44:15.772876,5.7498,5.3694,105.98,13.46,-5.129,1.5018,1.4032
2024-03-15 16:44:15.925,2024-03-15 16:44:15.798551,5.726,5.3846,106.54,12.16,-5.1254,1.5618,1.2662
2024-03-15 16:44:15.950,2024-03-15 16:44:15.827051,5.6736,5.3878,107.3,10.26,-5.105,1.6338,1.066
2024-03-15 16:44:15.975,2024-03-15 16:44:15.848129,5.6304,5.4002,108.38,8.36,-5.0894,1.7298,0.8658
2024-03-15 16:44:16.000,2024-03-15 16:44:15.877682,5.585,5.4104,109.46,6.44,-5.0724,1.8218,0.6678
2024-03-15 16:44:16.025,2024-03-15 16:44:15.898719,5.5512,5.4128,110.38,5.16,-5.053,1.897,0.5384
2024-03-15 16:44:16.050,2024-03-15 16:44:15.927286,5.511,5.4058,111.0,3.94,-5.0334,1.9418,0.4148
2024-03-15 16:44:16.075,2024-03-15 16:44:15.952238,5.5112,5.4226,111.54,3.32,-5.0374,1.9896,0.3544
2024-03-15 16:44:16.100,2024-03-15 16:44:15.975241,5.483,5.411,111.72,2.7,-5.0208,2.0014,0.294
2024-03-15 16:44:16.125,2024-03-15 16:44:15.998539,5.4618,5.3898,111.72,2.7,-5.0006,1.994,0.294
2024-03-15 16:44:16.150,2024-03-15 16:44:16.023016,5.4644,5.3924,111.84,2.7,-4.9992,2.0052,0.294
2024-03-15 16:44:16.175,2024-03-15 16:44:16.047992,5.4726,5.415,111.88,2.16,-5.0202,2.016,0.2352
2024-03-15 16:44:16.200,2024-03-15 16:44:16.084584,5.4992,5.456,111.74,1.62,-5.0646,2.0178,0.1764
2024-03-15 16:44:16.225,2024-03-15 16:44:16.106557,5.568,5.5252,111.46,1.62,-5.1398,2.017,0.1764
2024-03-15 16:44:16.250,2024-03-15 16:44:16.126693,5.6558,5.5992,111.08,2.18,-5.2218,2.0106,0.2338
2024-03-15 16:44:16.275,2024-03-15 16:44:16.147477,5.7344,5.664,110.66,2.74,-5.2964,1.9968,0.2912
2024-03-15 16:44:16.300,2024-03-15 16:44:16.172992,5.8188,5.7202,110.3,3.84,-5.3608,1.9844,0.4074
2024-03-15 16:44:16.325,2024-03-15 16:44:16.200682,5.8746,5.7478,110.02,4.94,-5.3958,1.9682,0.5236
2024-03-15 16:44:16.350,2024-03-15 16:44:16.224288,5.889,5.748,109.9,5.5,-5.3994,1.9574,0.581
2024-03-15 16:44:16.375,2024-03-15 16:44:16.247424,5.8724,5.7314,109.96,5.5,-5.3814,1.9572,0.581
2024-03-15 16:44:16.400,2024-03-15 16:44:16.272214,5.8246,5.6836,110.06,5.5,-5.3322,1.9506,0.581
2024-03-15 16:44:16.425,2024-03-15 16:44:16.298095,5.7524,5.6114,110.16,5.5,-5.26,1.9352,0.581
2024-03-15 16:44:16.450,2024-03-15 16:44:16.324513,5.6668,5.5258,110.32,5.5,-5.1736,1.9192,0.581
2024-03-15 16:44:16.475,2024-03-15 16:44:16.361676,5.568,5.441,110.56,4.96,-5.0856,1.9114,0.5222
2024-03-15 16:44:16.500,2024-03-15 16:44:16.375121,5.4684,5.3696,110.88,3.86,-5.0078,1.9158,0.406
2024-03-15 16:44:16.525,2024-03-15 16:44:16.397645,5.3922,5.3216,111.3,2.76,-4.949,1.9368,0.2898
2024-03-15 16:44:16.550,2024-03-15 16:44:16.424918,5.317,5.2746,111.74,1.66,-4.8904,1.9602,0.1736
2024-03-15 16:44:16.575,2024-03-15 16:44:16.456969,5.2268,5.2126,112.08,0.56,-4.822,1.9686,0.0574
2024-03-15 16:44:16.600,2024-03-15 16:44:16.474336,5.164,5.148,112.3,0.64,-4.7554,1.9644,0.0564
2024-03-15 16:44:16.625,2024-03-15 16:44:16.509486,5.1022,5.0702,112.42,1.28,-4.6802,1.9442,0.1128
2024-03-15 16:44:16.650,2024-03-15 16:44:16.541462,5.031,4.983,112.52,1.92,-4.5976,1.916,0.1692
2024-03-15 16:44:16.675,2024-03-15 16:44:16.562001,4.9584,4.8944,112.66,2.56,-4.5128,1.8894,0.2256
2024-03-15 16:44:16.700,2024-03-15 16:44:16.581398,4.8954,4.8154,112.84,3.2,-4.4348,1.8712,0.282
2024-03-15 16:44:16.725,2024-03-15 16:44:16.604480,4.8088,4.7288,113.08,3.2,-4.348,1.8546,0.282
2024-03-15 16:44:16.750,2024-03-15 16:44:16.644231,4.7368,4.6408,113.34,3.84,-4.2594,1.8384,0.3382
2024-03-15 16:44:16.775,2024-03-15 16:44:16.649256,4.6798,4.5516,113.6,5.1,-4.1694,1.822,0.4516
2024-03-15 16:44:16.800,2024-03-15 16:44:16.675644,4.6646,4.4874,113.96,7.0,-4.0992,1.8228,0.6236
2024-03-15 16:44:16.825,2024-03-15 16:44:16.698975,4.7004,4.4576,114.48,9.54,-4.055,1.848,0.8538
2024-03-15 16:44:16.850,2024-03-15 16:44:16.734213,4.7602,4.4512,115.06,12.08,-4.0296,1.8858,1.0866
2024-03-15 16:44:16.875,2024-03-15 16:44:16.750191,4.8456,4.4678,115.64,14.66,-4.0246,1.9338,1.3242
2024-03-15 16:44:16.900,2024-03-15 16:44:16.774677,4.9408,4.4938,116.22,17.28,-4.0278,1.9854,1.5612
2024-03-15 16:44:16.925,2024-03-15 16:44:16.799648,5.0392,4.5236,116.8,19.88,-4.0334,2.0396,1.7972
2024-03-15 16:44:16.950,2024-03-15 16:44:16.822317,5.1386,4.5534,117.36,22.48,-4.0394,2.0932,2.0354
2024-03-15 16:44:16.975,2024-03-15 16:44:16.858626,5.2574,4.588,117.88,25.68,-4.051,2.1466,2.3272
2024-03-15 16:44:17.000,2024-03-15 16:44:16.873646,5.3568,4.623,118.44,28.16,-4.0612,2.2034,2.5574
2024-03-15 16:44:17.025,2024-03-15 16:44:16.899882,5.4422,4.66,118.92,30.0,-4.0756,2.2562,2.7322
2024-03-15 16:44:17.050,2024-03-15 16:44:16.926351,5.501,4.6862,119.28,31.24,-4.085,2.2944,2.8494
2024-03-15 16:44:17.075,2024-03-15 16:44:16.947296,5.5296,4.701,119.5,31.82,-4.0888,2.318,2.9044
