Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2025-04-16 11:51:07.000,2025-04-16 11:51:06.992299,4.84,4.84,159.0,0.0,-1.74,4.51,0.0
2025-04-16 11:51:07.025,2025-04-16 11:51:07.017300,5.15,5.15,166.0,0.0,-1.22,5.0,0.0
2025-04-16 11:51:07.050,2025-04-16 11:51:07.042320,7.35,7.25,157.0,9.0,-2.83,6.68,1.17
2025-04-16 11:51:07.075,2025-04-16 11:51:07.067323,7.71,7.61,157.0,9.0,-2.93,7.03,1.24
2025-04-16 11:51:07.100,2025-04-16 11:51:07.092307,5.42,5.42,155.0,0.0,-2.27,4.92,0.0
2025-04-16 11:51:07.125,2025-04-16 11:51:07.117340,3.75,3.75,157.0,0.0,-1.45,3.46,0.0
2025-04-16 11:51:07.150,2025-04-16 11:51:07.142342,3.27,3.27,158.0,0.0,-1.24,3.02,0.0
2025-04-16 11:51:07.175,2025-04-16 11:51:07.167325,4.19,4.19,149.0,0.0,-2.13,3.61,0.0
2025-04-16 11:51:07.200,2025-04-16 11:51:07.192320,4.03,4.03,153.0,0.0,-1.82,3.6,0.0
2025-04-16 11:51:07.225,2025-04-16 11:51:07.217340,3.95,3.95,148.0,0.0,-2.12,3.34,0.0
2025-04-16 11:51:07.250,2025-04-16 11:51:07.242335,3.97,3.97,147.0,0.0,-2.17,3.32,0.0
2025-04-16 11:51:07.275,2025-04-16 11:51:07.267329,4.63,4.42,141.0,17.0,-2.79,3.43,1.36
2025-04-16 11:51:07.300,2025-04-16 11:51:07.292324,4.13,4.13,142.0,0.0,-2.56,3.25,0.0
2025-04-16 11:51:07.325,2025-04-16 11:51:07.317345,4.45,4.45,145.0,0.0,-2.56,3.65,0.0
2025-04-16 11:51:07.350,2025-04-16 11:51:07.342320,4.49,4.26,140.0,19.0,-2.76,3.24,1.44
2025-04-16 11:51:07.375,2025-04-16 11:51:07.367330,3.63,3.63,144.0,0.0,-2.15,2.92,0.0
2025-04-16 11:51:07.400,2025-04-16 11:51:07.392300,3.6,3.14,134.0,29.0,-2.27,2.17,1.75
2025-04-16 11:51:07.425,2025-04-16 11:51:07.417330,4.22,3.34,118.0,38.0,-2.96,1.55,2.57
2025-04-16 11:51:07.450,2025-04-16 11:51:07.442335,4.57,4.12,129.0,26.0,-3.2,2.6,1.98
2025-04-16 11:51:07.475,2025-04-16 11:51:07.467363,4.68,4.19,121.0,26.0,-3.59,2.18,2.07
2025-04-16 11:51:07.500,2025-04-16 11:51:07.492314,4.81,4.47,127.0,22.0,-3.56,2.7,1.79
