Index_2,Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2025-04-16 11:51:07.225,2025-04-16 11:51:07.217340,4.966,4.946,155.9,1.8,-1.975,4.517,0.241
2025-04-16 11:51:07.250,2025-04-16 11:51:07.242335,4.879,4.859,154.7,1.8,-2.018,4.398,0.241
2025-04-16 11:51:07.275,2025-04-16 11:51:07.267329,4.827,4.786,152.2,3.5,-2.175,4.241,0.377
2025-04-16 11:51:07.300,2025-04-16 11:51:07.292324,4.505,4.474,150.7,2.6,-2.148,3.898,0.26
2025-04-16 11:51:07.325,2025-04-16 11:51:07.317345,4.179,4.158,149.5,1.7,-2.111,3.56,0.136
2025-04-16 11:51:07.350,2025-04-16 11:51:07.342320,4.086,4.042,148.0,3.6,-2.16,3.392,0.28
2025-04-16 11:51:07.375,2025-04-16 11:51:07.367330,4.074,4.03,146.7,3.6,-2.23,3.338,0.28
2025-04-16 11:51:07.400,2025-04-16 11:51:07.392300,4.107,4.017,144.3,6.5,-2.333,3.253,0.455
2025-04-16 11:51:07.425,2025-04-16 11:51:07.417330,4.11,3.932,141.2,10.3,-2.416,3.047,0.712
2025-04-16 11:51:07.450,2025-04-16 11:51:07.442335,4.164,3.941,138.8,12.9,-2.554,2.947,0.91
2025-04-16 11:51:07.475,2025-04-16 11:51:07.467363,4.237,3.965,136.1,15.5,-2.701,2.831,1.117
2025-04-16 11:51:07.500,2025-04-16 11:51:07.492314,4.321,4.015,134.1,17.7,-2.84,2.769,1.296
2025-04-16 11:51:07.525,2025-04-16 11:51:07.517323,4.355,4.039,132.5,18.1,-2.942,2.694,1.334
2025-04-16 11:51:07.550,2025-04-16 11:51:07.542326,4.441,4.093,131.2,20.2,-3.048,2.663,1.51
2025-04-16 11:51:07.575,2025-04-16 11:51:07.567311,4.468,4.09,128.9,22.3,-3.166,2.533,1.676
2025-04-16 11:51:07.600,2025-04-16 11:51:07.592323,4.57,4.199,127.0,21.8,-3.35,2.482,1.663
2025-04-16 11:51:07.625,2025-04-16 11:51:07.617319,4.589,4.218,124.0,21.8,-3.484,2.345,1.663
2025-04-16 11:51:07.650,2025-04-16 11:51:07.642320,4.683,4.331,122.4,20.9,-3.635,2.327,1.641
2025-04-16 11:51:07.675,2025-04-16 11:51:07.667314,4.736,4.451,122.3,18.8,-3.744,2.375,1.526
2025-04-16 11:51:07.700,2025-04-16 11:51:07.692308,4.672,4.432,120.6,16.2,-3.788,2.262,1.328
2025-04-16 11:51:07.725,2025-04-16 11:51:07.717327,4.6,4.409,120.0,13.6,-3.787,2.213,1.121
2025-04-16 11:51:07.750,2025-04-16 11:51:07.742316,4.44,4.283,118.7,11.4,-3.724,2.074,0.942
2025-04-16 11:51:07.775,2025-04-16 11:51:07.767320,4.317,4.191,117.5,9.3,-3.686,1.953,0.768
2025-04-16 11:51:07.800,2025-04-16 11:51:07.792322,4.206,4.112,116.1,7.2,-3.676,1.822,0.592
2025-04-16 11:51:07.825,2025-04-16 11:51:07.817319,4.166,4.081,115.9,6.9,-3.656,1.795,0.561
2025-04-16 11:51:07.850,2025-04-16 11:51:07.842331,3.926,3.857,115.0,5.5,-3.484,1.639,0.43
2025-04-16 11:51:07.875,2025-04-16 11:51:07.867342,3.853,3.784,114.8,5.5,-3.422,1.599,0.43
2025-04-16 11:51:07.900,2025-04-16 11:51:07.892328,3.863,3.793,115.4,5.5,-3.404,1.646,0.434
2025-04-16 11:51:07.925,2025-04-16 11:51:07.917318,3.84,3.763,116.3,5.8,-3.341,1.693,0.45
2025-04-16 11:51:07.950,2025-04-16 11:51:07.942357,3.908,3.798,117.7,8.0,-3.323,1.799,0.621
2025-04-16 11:51:07.975,2025-04-16 11:51:07.967347,3.947,3.794,119.0,10.6,-3.273,1.872,0.81
2025-04-16 11:51:08.000,2025-04-16 11:51:07.992318,4.062,3.853,119.7,13.5,-3.305,1.939,1.023
2025-04-16 11:51:08.025,2025-04-16 11:51:08.017332,4.129,3.885,121.3,15.8,-3.276,2.049,1.194
2025-04-16 11:51:08.050,2025-04-16 11:51:08.042324,4.144,3.9,124.0,15.8,-3.173,2.203,1.194
2025-04-16 11:51:08.075,2025-04-16 11:51:08.067318,4.151,3.893,125.8,16.3,-3.086,2.297,1.231
2025-04-16 11:51:08.100,2025-04-16 11:51:08.092346,4.248,3.952,128.6,18.8,-3.037,2.462,1.404
2025-04-16 11:51:08.125,2025-04-16 11:51:08.117297,4.336,4.005,130.6,21.2,-3.02,2.588,1.566
2025-04-16 11:51:08.150,2025-04-16 11:51:08.142326,4.239,3.891,130.9,22.1,-2.915,2.538,1.585
2025-04-16 11:51:08.175,2025-04-16 11:51:08.167330,4.231,3.865,132.3,22.7,-2.829,2.594,1.624
2025-04-16 11:51:08.200,2025-04-16 11:51:08.192315,4.189,3.856,134.3,20.5,-2.717,2.688,1.453
