,Date_Time,Altitude,timestamp
3100,2024-03-15 16:44:29.062145,,16362.144947052002
3110,2024-03-15 16:44:29.114997,,16414.9968624115
3120,2024-03-15 16:44:29.165563,,16465.56305885315
3130,2024-03-15 16:44:29.217821,,16517.820835113525
3140,2024-03-15 16:44:29.268523,,16568.522930145264
3150,2024-03-15 16:44:29.320643,,16620.64290046692
3160,2024-03-15 16:44:29.371832,,16671.831846237183
3170,2024-03-15 16:44:29.424620,,16724.61986541748
3180,2024-03-15 16:44:29.475701,,16775.70104598999
3190,2024-03-15 16:44:29.526867,,16826.86686515808
3200,2024-03-15 16:44:29.579003,,16879.003047943115
3210,2024-03-15 16:44:29.630097,,16930.096864700317
3220,2024-03-15 16:44:29.682001,,16982.001066207886
3230,2024-03-15 16:44:29.737559,,17037.559032440186
3240,2024-03-15 16:44:29.786812,,17086.812019348145
3250,2024-03-15 16:44:29.836913,,17136.913061141968
3260,2024-03-15 16:44:29.888256,,17188.25602531433
3270,2024-03-15 16:44:29.940967,,17240.96703529358
3280,2024-03-15 16:44:29.991762,,17291.761875152588
3290,2024-03-15 16:44:30.043088,,17343.087911605835
3300,2024-03-15 16:44:30.094703,,17394.702911376953
3310,2024-03-15 16:44:30.146857,,17446.85697555542
3320,2024-03-15 16:44:30.197962,,17497.96199798584
3330,2024-03-15 16:44:30.249992,,17549.991846084595
3340,2024-03-15 16:44:30.304967,,17604.96687889099
3350,2024-03-15 16:44:30.359253,,17659.252882003784
3360,2024-03-15 16:44:30.405052,,17705.0518989563
3370,2024-03-15 16:44:30.456309,,17756.309032440186
3380,2024-03-15 16:44:30.508622,,17808.621883392334
3390,2024-03-15 16:44:30.560900,,17860.899925231934
3400,2024-03-15 16:44:30.611105,,17911.104917526245
3410,2024-03-15 16:44:30.663319,,17963.319063186646
3420,2024-03-15 16:44:30.714583,,18014.582872390747
3430,2024-03-15 16:44:30.766396,,18066.3959980011
3440,2024-03-15 16:44:30.817744,,18117.743968963623
3450,2024-03-15 16:44:30.869277,,18169.27695274353
3460,2024-03-15 16:44:30.921007,,18221.006870269775
3470,2024-03-15 16:44:30.974508,,18274.507999420166
3480,2024-03-15 16:44:31.024609,,18324.60904121399
3490,2024-03-15 16:44:31.075996,,18375.995874404907
3500,2024-03-15 16:44:31.127904,,18427.90389060974
3510,2024-03-15 16:44:31.180503,,18480.50284385681
3520,2024-03-15 16:44:31.232438,,18532.438039779663
3530,2024-03-15 16:44:31.282415,,18582.414865493774
3540,2024-03-15 16:44:31.334729,,18634.72890853882
3550,2024-03-15 16:44:31.386795,,18686.794996261597
3560,2024-03-15 16:44:31.437372,,18737.371921539307
3570,2024-03-15 16:44:31.489385,,18789.384841918945
3580,2024-03-15 16:44:31.541227,,18841.227054595947
3590,2024-03-15 16:44:31.594474,,18894.474029541016
3600,2024-03-15 16:44:31.644544,,18944.543838500977
3610,2024-03-15 16:44:31.696066,,18996.065855026245
3620,2024-03-15 16:44:31.748669,,19048.66886138916
3630,2024-03-15 16:44:31.798846,,19098.845958709717
3640,2024-03-15 16:44:31.851381,,19151.381015777588
3650,2024-03-15 16:44:31.902274,,19202.273845672607
3660,2024-03-15 16:44:31.955293,,19255.292892456055
3670,2024-03-15 16:44:32.005500,,19305.500030517578
3680,2024-03-15 16:44:32.058554,,19358.553886413574
3690,2024-03-15 16:44:32.109434,,19409.433841705322
3700,2024-03-15 16:44:32.161944,,19461.943864822388
3710,2024-03-15 16:44:32.212183,,19512.18295097351
3720,2024-03-15 16:44:32.263611,,19563.611030578613
3730,2024-03-15 16:44:32.316261,,19616.26100540161
3740,2024-03-15 16:44:32.368314,,19668.31398010254
3750,2024-03-15 16:44:32.419878,,19719.87795829773
3760,2024-03-15 16:44:32.470945,,19770.944833755493
3770,2024-03-15 16:44:32.521999,,19821.998834609985
3780,2024-03-15 16:44:32.574246,,19874.2458820343
3790,2024-03-15 16:44:32.625969,,19925.968885421753
3800,2024-03-15 16:44:32.677539,,19977.5390625
3810,2024-03-15 16:44:32.730606,,20030.606031417847
3820,2024-03-15 16:44:32.781673,,20081.67290687561
3830,2024-03-15 16:44:32.836288,,20136.287927627563
3840,2024-03-15 16:44:32.884703,,20184.70287322998
3850,2024-03-15 16:44:32.936289,,20236.289024353027
3860,2024-03-15 16:44:32.987386,,20287.385940551758
3870,2024-03-15 16:44:33.039650,,20339.64991569519
3880,2024-03-15 16:44:33.091252,,20391.252040863037
3890,2024-03-15 16:44:33.145224,,20445.224046707153
3900,2024-03-15 16:44:33.198707,,20498.707056045532
3910,2024-03-15 16:44:33.245849,,20545.848846435547
3920,2024-03-15 16:44:33.298621,,20598.620891571045
3930,2024-03-15 16:44:33.348713,,20648.712873458862
3940,2024-03-15 16:44:33.403079,,20703.078985214233
3950,2024-03-15 16:44:33.455927,,20755.926847457886
3960,2024-03-15 16:44:33.505882,,20805.8819770813
3970,2024-03-15 16:44:33.555922,,20855.921983718872
3980,2024-03-15 16:44:33.607030,,20907.02986717224
3990,2024-03-15 16:44:33.658712,,20958.711862564087
4000,2024-03-15 16:44:33.712408,,21012.408018112183
4010,2024-03-15 16:44:33.762700,,21062.700033187866
4020,2024-03-15 16:44:33.813264,,21113.263845443726
4030,2024-03-15 16:44:33.868990,,21168.989896774292
4040,2024-03-15 16:44:33.916472,,21216.471910476685
4050,2024-03-15 16:44:33.968021,,21268.02086830139
4060,2024-03-15 16:44:34.019294,,21319.293975830078
4070,2024-03-15 16:44:34.071290,,21371.2899684906
4080,2024-03-15 16:44:34.122976,,21422.97601699829
4090,2024-03-15 16:44:34.174266,,21474.266052246094
4100,2024-03-15 16:44:34.227173,,21527.173042297363
4110,2024-03-15 16:44:34.277210,,21577.20994949341
4120,2024-03-15 16:44:34.329314,,21629.313945770264
4130,2024-03-15 16:44:34.381213,,21681.21290206909
4140,2024-03-15 16:44:34.438724,,21738.72399330139
4150,2024-03-15 16:44:34.486438,,21786.43798828125
4160,2024-03-15 16:44:34.540219,,21840.219020843506
4170,2024-03-15 16:44:34.587262,,21887.261867523193
4180,2024-03-15 16:44:34.639671,,21939.6710395813
4190,2024-03-15 16:44:34.691706,,21991.705894470215
4200,2024-03-15 16:44:34.741855,,22041.854858398438
4210,2024-03-15 16:44:34.793559,,22093.55902671814
4220,2024-03-15 16:44:34.845797,,22145.79701423645
4230,2024-03-15 16:44:34.898211,,22198.210954666138
4240,2024-03-15 16:44:34.948347,,22248.34704399109
4250,2024-03-15 16:44:35.000276,,22300.276041030884
4260,2024-03-15 16:44:35.051650,,22351.64999961853
4270,2024-03-15 16:44:35.103026,,22403.02586555481
4280,2024-03-15 16:44:35.154960,,22454.959869384766
4290,2024-03-15 16:44:35.206039,,22506.038904190063
4300,2024-03-15 16:44:35.258059,,22558.058977127075
4310,2024-03-15 16:44:35.312795,,22612.794876098633
4320,2024-03-15 16:44:35.361719,,22661.71884536743
4330,2024-03-15 16:44:35.412949,,22712.94903755188
4340,2024-03-15 16:44:35.464380,,22764.37997817993
4350,2024-03-15 16:44:35.517545,,22817.54493713379
4360,2024-03-15 16:44:35.569435,,22869.43483352661
4370,2024-03-15 16:44:35.619615,,22919.615030288696
4380,2024-03-15 16:44:35.672116,,22972.115993499756
4390,2024-03-15 16:44:35.723860,,23023.859977722168
4400,2024-03-15 16:44:35.768239,,23068.238973617554
4410,2024-03-15 16:44:35.809750,,23109.750032424927
4420,2024-03-15 16:44:35.873938,,23173.938035964966
4430,2024-03-15 16:44:35.925238,,23225.23784637451
4440,2024-03-15 16:44:35.976225,,23276.224851608276
4450,2024-03-15 16:44:36.025438,,23325.438022613525
4460,2024-03-15 16:44:36.085871,,23385.870933532715
4470,2024-03-15 16:44:36.129659,,23429.658889770508
4480,2024-03-15 16:44:36.183271,,23483.27088356018
4490,2024-03-15 16:44:36.228179,,23528.178930282593
4500,2024-03-15 16:44:36.274182,,23574.18203353882
4510,2024-03-15 16:44:36.327804,,23627.804040908813
4520,2024-03-15 16:44:36.384877,,23684.876918792725
4530,2024-03-15 16:44:36.422922,,23722.92184829712
4540,2024-03-15 16:44:36.476648,,23776.64804458618
4550,2024-03-15 16:44:36.527170,,23827.16989517212
4560,2024-03-15 16:44:36.589905,,23889.904975891113
4570,2024-03-15 16:44:36.644443,,23944.442987442017
4580,2024-03-15 16:44:36.699872,,23999.871969223022
4590,2024-03-15 16:44:36.741001,,24041.000843048096
4600,2024-03-15 16:44:36.791659,,24091.65906906128
4610,2024-03-15 16:44:36.843773,,24143.772840499878
4620,2024-03-15 16:44:36.898036,,24198.035955429077
4630,2024-03-15 16:44:36.950110,,24250.109910964966
4640,2024-03-15 16:44:37.011085,,24311.084985733032
4650,2024-03-15 16:44:37.057662,,24357.661962509155
4660,2024-03-15 16:44:37.108823,,24408.823013305664
4670,2024-03-15 16:44:37.167658,,24467.658042907715
4680,2024-03-15 16:44:37.221294,,24521.293878555298
4690,2024-03-15 16:44:37.284645,,24584.64503288269
4700,2024-03-15 16:44:37.340555,0.5,24640.554904937744
4710,2024-03-15 16:44:37.390556,,24690.556049346924
4720,2024-03-15 16:44:37.442377,0.505,24742.377042770386
4730,2024-03-15 16:44:37.492790,0.5,24792.789936065674
4740,2024-03-15 16:44:37.545624,0.5,24845.62397003174
4750,2024-03-15 16:44:37.595445,0.545,24895.444869995117
4760,2024-03-15 16:44:37.644367,0.51,24944.366931915283
4770,2024-03-15 16:44:37.697827,0.55,24997.82705307007
4780,2024-03-15 16:44:37.751110,0.575,25051.11002922058
4790,2024-03-15 16:44:37.814580,0.575,25114.579916000366
4800,2024-03-15 16:44:37.875957,0.605,25175.956964492798
4810,2024-03-15 16:44:37.925589,0.625,25225.58903694153
4820,2024-03-15 16:44:37.976753,0.635,25276.752948760986
4830,2024-03-15 16:44:38.030082,0.655,25330.081939697266
4840,2024-03-15 16:44:38.084437,0.685,25384.43684577942
4850,2024-03-15 16:44:38.142821,0.655,25442.82102584839
4860,2024-03-15 16:44:38.205195,0.7,25505.194902420044
4870,2024-03-15 16:44:38.267596,0.7,25567.595958709717
4880,2024-03-15 16:44:38.331636,0.725,25631.635904312134
4890,2024-03-15 16:44:38.395482,0.77,25695.48201560974
4900,2024-03-15 16:44:38.460410,0.74,25760.41007041931
4910,2024-03-15 16:44:38.528192,0.79,25828.191995620728
4920,2024-03-15 16:44:38.589582,0.78,25889.58191871643
4930,2024-03-15 16:44:38.656253,0.82,25956.253051757812
4940,2024-03-15 16:44:38.716069,0.86,26016.068935394287
4950,2024-03-15 16:44:38.778826,0.79,26078.82595062256
