Date_Time,Altitude
2024-04-24 11:50:09.779078,nan
2024-04-24 11:50:09.779788,nan
2024-04-24 11:50:09.782466,nan
2024-04-24 11:50:09.789745,nan
2024-04-24 11:50:09.794026,nan
2024-04-24 11:50:09.800221,nan
2024-04-24 11:50:09.809178,nan
2024-04-24 11:50:09.810633,nan
2024-04-24 11:50:09.811744,nan
2024-04-24 11:50:09.813088,nan
2024-04-24 11:50:09.813956,nan
2024-04-24 11:50:09.814738,nan
2024-04-24 11:50:09.815465,nan
2024-04-24 11:50:09.816145,nan
2024-04-24 11:50:09.817715,nan
2024-04-24 11:50:09.818885,nan
2024-04-24 11:50:09.820126,nan
2024-04-24 11:50:09.820825,nan
2024-04-24 11:50:09.831671,nan
2024-04-24 11:50:09.832447,nan
2024-04-24 11:50:09.833185,nan
2024-04-24 11:50:09.837239,nan
2024-04-24 11:50:09.841468,nan
2024-04-24 11:50:09.846681,nan
2024-04-24 11:50:09.851882,nan
2024-04-24 11:50:09.857123,nan
2024-04-24 11:50:09.862194,nan
2024-04-24 11:50:09.867550,nan
2024-04-24 11:50:09.872711,nan
2024-04-24 11:50:09.878051,nan
2024-04-24 11:50:09.882944,nan
2024-04-24 11:50:09.888250,nan
2024-04-24 11:50:09.897095,nan
2024-04-24 11:50:09.898636,nan
2024-04-24 11:50:09.903824,nan
2024-04-24 11:50:09.908966,nan
2024-04-24 11:50:09.914211,nan
2024-04-24 11:50:09.919539,nan
2024-04-24 11:50:09.924863,nan
2024-04-24 11:50:09.932649,nan
2024-04-24 11:50:09.935033,nan
2024-04-24 11:50:09.940251,nan
2024-04-24 11:50:09.945383,nan
2024-04-24 11:50:09.950732,nan
2024-04-24 11:50:09.955802,nan
2024-04-24 11:50:09.962116,nan
2024-04-24 11:50:09.968188,nan
2024-04-24 11:50:09.971353,nan
2024-04-24 11:50:09.976634,nan
2024-04-24 11:50:09.981774,nan
2024-04-24 11:50:09.986957,nan
2024-04-24 11:50:09.992142,nan
2024-04-24 11:50:09.997320,nan
2024-04-24 11:50:10.003414,nan
2024-04-24 11:50:10.007679,nan
