timestamp,throttle_ref,yaw,pitch,roll,tof_measurement,accX,accY,accZ,altitude_ref,RC_data,mot_FL,mot_FR,mot_BL,mot_BR,KF_altitutde_est,KF_velocity_z_est,KF_alpha_est,KF_beta_est
3874.084423,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3977.895701,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4056.566386,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.39,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4145.48383,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4208.553108,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.39,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4285.876238,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4322.977034,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4387.862034,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.39,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4445.208497,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4511.007645,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.39,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4636.282904,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4763.940774,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4882.429348,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5029.070885,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5115.013182,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5231.859959,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5294.627367,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.340,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5367.87957,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5527.062922,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5646.4967,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.133,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5693.501941,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5772.4172,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5926.9802,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.133,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5957.493792,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6025.388959,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6141.435681,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6207.401959,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6238.971792,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6297.055125,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6366.917644,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6433.336625,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.340,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6530.32744,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6627.194329,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6649.309218,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6683.66157,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6783.596218,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6895.240755,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6985.294662,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7078.721088,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7156.479847,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7208.137662,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7235.646773,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7298.350403,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.39,0.34,0.135,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7382.54144,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7405.962791,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7469.586477,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7546.054921,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7621.137421,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7749.129791,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7790.638532,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7880.191458,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7933.759236,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
7970.734365,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8044.261902,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8128.407939,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8181.871291,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8278.181383,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8362.312402,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8393.811717,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8441.674476,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8523.726069,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8578.099198,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8622.875513,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8656.270994,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8730.460754,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8772.173531,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8803.649902,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8862.950328,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.340,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
8937.45855,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
9008.039142,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.340,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
9109.197124,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
9153.452531,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
9233.693883,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
9299.178772,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
9421.022883,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10447.656104,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10458.199975,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10477.941123,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10504.156493,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10516.998012,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10545.048345,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10582.218827,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10592.565641,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10614.097419,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10630.263086,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.340,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10655.854086,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10689.82616,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10703.917864,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10726.841252,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10745.395326,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10771.173141,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10786.398826,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10803.705456,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10831.157215,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10859.70553,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10876.909104,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10902.2004,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10908.398104,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10931.20103,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10958.32453,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
10971.077067,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.047,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
11017.146271,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
11033.277437,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.337,0.047,-0.04,1003.,0.390,0.34,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
