datetime,z,z_ref,z_hat,v_hat,alpha_1,alpha_0,tau
2024-04-11 13:23:22.752699,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.777820,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.801055,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.823776,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.846649,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.869606,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.892359,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.915814,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.938952,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.961718,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:22.984806,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.007945,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.032844,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.055600,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.078198,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.100921,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.123603,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.146762,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.171817,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.198102,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.224731,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.248843,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.271662,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.295025,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.317573,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.340331,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.363498,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.386067,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.409233,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.432494,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.455091,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.478107,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.501264,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.523876,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.547177,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.570029,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.592697,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.615911,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.639008,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.662085,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.686177,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.709254,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.732257,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.756070,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.778958,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.802000,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.825251,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.848111,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.871196,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.894326,nan,nan,0.0,0.0,20.0,-10.0,0.0
2024-04-11 13:23:23.917170,nan,nan,0.0,0.0,20.0,-10.0,0.0
