Date_Time,Wind_Speed,Wind_Speed_2D,H_direction,V_direction,U_axis,V_axis,W_axis
2024-04-24 11:45:38.738340,0.46,0.46,352.0,0.0,0.06,-0.45,0.0
2024-04-24 11:45:38.752899,0.54,0.54,357.0,0.0,0.03,-0.54,0.0
2024-04-24 11:45:38.764334,0.62,0.62,353.0,0.0,0.08,-0.62,0.0
2024-04-24 11:45:38.790132,0.51,0.51,354.0,0.0,0.05,-0.51,0.0
2024-04-24 11:45:38.815401,0.43,0.43,358.0,0.0,0.01,-0.43,0.0
2024-04-24 11:45:38.839756,0.51,0.51,354.0,0.0,0.05,-0.51,0.0
2024-04-24 11:45:38.864022,0.64,0.63,346.0,11.0,0.15,-0.61,0.12
2024-04-24 11:45:38.894005,0.4,0.4,360.0,0.0,0.0,-0.4,0.0
2024-04-24 11:45:38.914043,0.47,0.47,359.0,0.0,0.0,-0.47,0.0
2024-04-24 11:45:38.940709,0.38,0.38,2.0,0.0,-0.01,-0.37,0.0
2024-04-24 11:45:38.966231,0.4,0.4,1.0,0.0,-0.01,-0.4,0.0
2024-04-24 11:45:38.990158,0.36,0.36,359.0,0.0,0.0,-0.36,0.0
2024-04-24 11:45:39.013841,0.36,0.36,5.0,0.0,-0.03,-0.36,0.0
2024-04-24 11:45:39.039005,0.33,0.33,1.0,0.0,-0.01,-0.33,0.0
2024-04-24 11:45:39.064436,0.33,0.33,23.0,-1.0,-0.13,-0.3,-0.01
2024-04-24 11:45:39.088813,0.33,0.33,16.0,0.0,-0.09,-0.32,0.0
2024-04-24 11:45:39.114465,0.26,0.26,12.0,0.0,-0.06,-0.25,0.0
2024-04-24 11:45:39.143463,0.29,0.29,359.0,0.0,0.01,-0.29,0.0
2024-04-24 11:45:39.163917,0.31,0.31,356.0,0.0,0.02,-0.3,0.0
2024-04-24 11:45:39.189189,0.24,0.24,360.0,0.0,0.0,-0.24,0.0
2024-04-24 11:45:39.216672,0.28,0.28,5.0,0.0,-0.02,-0.28,0.0
2024-04-24 11:45:39.238928,0.18,0.17,32.0,-16.0,-0.09,-0.15,-0.05
2024-04-24 11:45:39.263831,0.36,0.36,7.0,0.0,-0.05,-0.36,0.0
2024-04-24 11:45:39.289547,0.35,0.35,7.0,0.0,-0.05,-0.35,0.0
2024-04-24 11:45:39.314145,0.79,0.79,14.0,7.0,-0.2,-0.76,0.09
2024-04-24 11:45:39.339535,0.39,0.39,354.0,0.0,0.04,-0.39,0.0
2024-04-24 11:45:39.363833,0.42,0.42,6.0,0.0,-0.04,-0.41,0.0
2024-04-24 11:45:39.392141,0.47,0.47,16.0,0.0,-0.13,-0.45,0.0
2024-04-24 11:45:39.413836,0.32,0.32,2.0,0.0,-0.01,-0.32,0.0
2024-04-24 11:45:39.438978,0.37,0.37,3.0,0.0,-0.02,-0.37,0.0
2024-04-24 11:45:39.465798,0.48,0.48,7.0,0.0,-0.06,-0.47,0.0
2024-04-24 11:45:39.488863,0.41,0.41,353.0,0.0,0.05,-0.41,0.0
2024-04-24 11:45:39.513822,0.5,0.5,16.0,0.0,-0.13,-0.48,0.0
2024-04-24 11:45:39.539039,0.33,0.33,8.0,0.0,-0.05,-0.33,0.0
2024-04-24 11:45:39.564240,0.28,0.28,4.0,0.0,-0.02,-0.28,0.0
