datetime,z_ref,z,z_hat,v_hat,alpha_1,alpha_0,tau
2024-04-09 18:49:58.973882,1.345,1.315,1.3446985152950661,0.07598972962721376,4.073396832652764,-1.6642031260395447,0.3985714285714286
2024-04-09 18:49:59.001639,1.34,1.315,1.340370656149221,0.061031849542571986,4.073293846168652,-1.6642513780656358,0.4
2024-04-09 18:49:59.025731,1.34,1.315,1.3400116643428004,0.060558922606462846,4.073290605666467,-1.664252896428812,0.4
2024-04-09 18:49:59.049124,1.33,1.315,1.3306030273064346,0.03620995222209922,4.0731230989997655,-1.664331388077417,0.4035714285714286
2024-04-09 18:49:59.073302,1.33,1.315,1.329872953977406,0.041322355774638136,4.0731583847469075,-1.664314852526415,0.4035714285714286
2024-04-09 18:49:59.097225,1.345,1.315,1.3439348602224968,0.08431254325371224,4.073454177838575,-1.6641762295026161,0.3985714285714286
2024-04-09 18:49:59.121690,1.34,1.315,1.340374896489069,0.0691885156124138,4.073350081362656,-1.664225017314958,0.4
2024-04-09 18:49:59.145402,1.345,1.315,1.3447540101984046,0.07912307143204962,4.073418375754052,-1.664193007119826,0.3985714285714286
2024-04-09 18:49:59.169530,1.34,1.315,1.3403933949800246,0.06324905187252508,4.073309171366922,-1.6642441954923377,0.4
2024-04-09 18:49:59.193099,1.33,1.315,1.3306431430866414,0.03728211165794644,4.073130661484054,-1.6643278754483033,0.40285714285714286
2024-04-09 18:49:59.216893,1.34,1.315,1.3392656294351983,0.06691531642887452,4.0733344657920005,-1.6642323320974972,0.4
2024-04-09 18:49:59.240551,1.34,1.315,1.3399798229272788,0.06773152124367374,4.07334006465382,-1.664229707185323,0.4
2024-04-09 18:49:59.264848,1.34,1.315,1.3400288784796304,0.06656764699383813,4.073332052312193,-1.6642334638496774,0.4
2024-04-09 18:49:59.288962,1.34,1.315,1.3400247266890197,0.06557069447391192,4.073325192776898,-1.6642366802161568,0.4
2024-04-09 18:49:59.312443,1.34,1.315,1.340018324277176,0.0648316313172078,4.0733201100212995,-1.664239063621698,0.4
2024-04-09 18:49:59.336369,1.34,1.315,1.3400133730957746,0.06429202131095256,4.073316401096493,-1.664240802922189,0.4
2024-04-09 18:49:59.360802,1.345,1.315,1.3447015372220164,0.0763421422592173,4.0733991667218845,-1.6642019874874971,0.3985714285714286
2024-04-09 18:49:59.384206,1.34,1.315,1.34037301548841,0.061289278074596595,4.073295740540303,-1.664250495423412,0.4
2024-04-09 18:49:59.408902,1.345,1.315,1.3447051930574025,0.07318997884363246,4.073377471234284,-1.664212160435559,0.3985714285714286
2024-04-09 18:49:59.433000,1.345,1.315,1.3450456030103313,0.0710631996855168,4.073364830133405,-1.6642180900010286,0.3985714285714286
2024-04-09 18:49:59.456484,1.345,1.315,1.3450534742831752,0.06861849847092359,4.073413988357782,-1.664251180072487,0.3985714285714286
2024-04-09 18:49:59.481055,1.345,1.315,1.3450388814292893,0.06705293489699385,4.073487540603455,-1.6642906852730455,0.3985714285714286
2024-04-09 18:49:59.504786,1.345,1.315,1.3450283217807135,0.06591220246566808,4.073527520774639,-1.6643139062519288,0.3985714285714286
2024-04-09 18:49:59.528148,1.345,1.345,1.345020633401227,0.06508084990781761,4.073547354091109,-1.6643270263395582,0.4085714285714286
2024-04-09 18:49:59.550755,1.345,1.345,1.3450150315336606,0.064474980675741,4.073556741391295,-1.6643345163217678,0.4085714285714286
2024-04-09 18:49:59.574186,1.345,1.345,1.345010949586968,0.06403345205239713,4.073560885117853,-1.664338871351558,0.4085714285714286
2024-04-09 18:49:59.597708,1.345,1.345,1.3450079751411455,0.0637116951519761,4.073562472798484,-1.6643414587951828,0.4085714285714286
2024-04-09 18:49:59.620474,1.345,1.345,1.3450058077104405,0.06347722439058577,4.073562869979543,-1.6643430328295719,0.4085714285714286
2024-04-09 18:49:59.643857,1.345,1.345,1.3450042283389372,0.06330636319875063,4.073562756519674,-1.6643440142320418,0.4085714285714286
2024-04-09 18:49:59.667163,1.345,1.345,1.345003077477161,0.06318185625012597,4.073562460437558,-1.6643446412254015,0.4085714285714286
2024-04-09 18:49:59.689983,1.355,1.355,1.354385830695292,0.08797665298979469,4.073652591130155,-1.664232208244626,0.4085714285714286
2024-04-09 18:49:59.713817,1.345,1.345,1.3457334740574722,0.05837913952999316,4.073517946218681,-1.6643554323280334,0.4085714285714286
2024-04-09 18:49:59.737469,1.355,1.355,1.3544012438385382,0.08254935874076617,4.0736439188951366,-1.6642614147631656,0.4085714285714286
2024-04-09 18:49:59.760208,1.355,1.355,1.3550845523888575,0.079147028122433,4.073624478371233,-1.6642740146982056,0.4085714285714286
2024-04-09 18:49:59.783648,1.355,1.355,1.355105695368719,0.0748890137175258,4.073598673358148,-1.664289148831514,0.4085714285714286
2024-04-09 18:49:59.806838,1.37,1.37,1.3691561339312932,0.10896548152732176,4.073813435834363,-1.6641719070317276,0.4085714285714286
2024-04-09 18:49:59.829719,1.36,1.36,1.3608487159912386,0.07472698988338404,4.073591045081698,-1.6642871913211188,0.4085714285714286
2024-04-09 18:49:59.853340,1.37,1.37,1.3695091400937642,0.09455135637607598,4.0737223556308,-1.6642216258209552,0.4085714285714286
2024-04-09 18:49:59.876591,1.37,1.37,1.3701651992343893,0.08790014933037527,4.073677505118985,-1.664243419452002,0.4085714285714286
2024-04-09 18:49:59.899619,1.37,1.37,1.3701646325818593,0.08126780253271723,4.0736323324400905,-1.6642649401533867,0.4085714285714286
2024-04-09 18:49:59.926228,1.385,1.385,1.3841990945337208,0.11361383246329326,4.073853767797405,-1.6641609501100476,0.4085714285714286
2024-04-09 18:49:59.950693,1.37,1.37,1.3711882260745194,0.06567062063350029,4.073523442709777,-1.6643144668600771,0.4085714285714286
2024-04-09 18:49:59.973436,1.385,1.385,1.384166028638587,0.09934226033836854,4.073756198878918,-1.6642071110731567,0.4085714285714286
2024-04-09 18:49:59.996185,1.375,1.375,1.3757899952608574,0.06746850941519168,4.073535093907327,-1.6643085339561337,0.4085714285714286
2024-04-09 18:50:00.020594,1.385,1.385,1.3844607701037046,0.08924139905264676,4.073686318223517,-1.664239441610629,0.4085714285714286
2024-04-09 18:50:00.043339,1.385,1.385,1.3851294800912999,0.08402904121377999,4.073649954349701,-1.6642560080186857,0.4085714285714286
2024-04-09 18:50:00.065998,1.385,1.385,1.3851385643102179,0.07844677769959146,4.073611000231139,-1.664273717689094,0.4085714285714286
2024-04-09 18:50:00.090693,1.385,1.385,1.3851047080580114,0.07422805621845434,4.0735815436234954,-1.6642870895843198,0.4085714285714286
2024-04-09 18:50:00.113783,1.385,1.385,1.385076611536122,0.07114115638242359,4.073559981090252,-1.6642968675477183,0.4085714285714286
2024-04-09 18:50:00.136633,1.39,1.39,1.3897476436402847,0.08133405872519595,4.073631029080059,-1.6642646736327298,0.4085714285714286
2024-04-09 18:50:00.161139,1.39,1.39,1.3900984122398523,0.07737124812317522,4.073603317144438,-1.6642772241200385,0.4085714285714286
2024-04-09 18:50:00.183916,1.39,1.39,1.3900956020945887,0.0735195071256571,4.073576393881095,-1.664289413028765,0.4085714285714286
2024-04-09 18:50:00.206848,1.39,1.39,1.3900716818187593,0.07063119818248435,4.073556206292899,-1.6642985503140322,0.4085714285714286
2024-04-09 18:50:00.231009,1.385,1.39,1.385360604595366,0.0560762723983345,4.073454651167465,-1.664344509070255,0.4085714285714286
2024-04-09 18:50:00.253488,1.405,1.405,1.4037476564611324,0.10663325941631785,4.0738073261953325,-1.6641849202263899,0.4085714285714286
2024-04-09 18:50:00.276206,1.39,1.39,1.3911173622434714,0.061546878721791265,4.073492685213286,-1.66432729226651,0.4085714285714286
2024-04-09 18:50:00.300621,1.4,1.4,1.3994444403880106,0.08397539807946695,4.073649113157999,-1.6642565107152987,0.4085714285714286
2024-04-09 18:50:00.323544,1.39,1.39,1.390712416163801,0.05522456837652818,4.073448539348114,-1.6643472691505579,0.4085714285714286
2024-04-09 18:50:00.346259,1.39,1.39,1.3899969093817395,0.05534408987088475,4.073449409386776,-1.6643468754498683,0.4085714285714286
2024-04-09 18:50:00.370362,1.4,1.4,1.3993371326300932,0.08210127025929814,4.073635991328384,-1.6642624413716933,0.4085714285714286
2024-04-09 18:50:00.392925,1.4,1.4,1.4000778380214982,0.07896955087728116,4.0736140843538,-1.6642723555160293,0.4085714285714286
2024-04-09 18:50:00.415313,1.39,1.39,1.3907205970666743,0.04988544117797861,4.07341130244131,-1.6643641316449838,0.4085714285714286
2024-04-09 18:50:00.438933,1.4,1.4,1.3993480871916562,0.07619704414597683,4.07359473280989,-1.6642811080300077,0.4085714285714286
2024-04-09 18:50:00.461427,1.39,1.39,1.3906585213436573,0.049617502809537584,4.073409466783676,-1.6643649685710353,0.4085714285714286
2024-04-09 18:50:00.484340,1.39,1.39,1.3899590181200099,0.0512634637742245,4.0734209949822535,-1.6643597499476959,0.4085714285714286
2024-04-09 18:50:00.507360,1.4,1.4,1.3993096385564714,0.07912819029106108,4.073615168206609,-1.6642718441913402,0.4085714285714286
2024-04-09 18:50:00.529871,1.39,1.39,1.390674222785688,0.05191650669776944,4.073425559093822,-1.6643576904268338,0.4085714285714286
2024-04-09 18:50:00.552341,1.4,1.4,1.3993577505642834,0.07783915927563087,4.073606152666755,-1.6642759195123205,0.4085714285714286
2024-04-09 18:50:00.574744,1.39,1.39,1.3906692412853303,0.050827833957936275,4.073417994124844,-1.664361122600179,0.4085714285714286
2024-04-09 18:50:00.597218,1.39,1.39,1.3899671409404317,0.0521465789345315,4.0734272312945645,-1.6643569394315147,0.4085714285714286
2024-04-09 18:50:00.620620,1.39,1.39,1.38993199324877,0.054885155459210785,4.07344634647314,-1.664348282180112,0.4085714285714286
2024-04-09 18:50:00.643036,1.39,1.39,1.3899467108123893,0.057031178276674234,4.073461322891078,-1.6643414988187777,0.35714285714285715
2024-04-09 18:50:00.665526,1.4,1.4,1.3993444392743384,0.06254412590818276,4.0736455375986385,-1.664258054512157,0.35714285714285715
2024-04-09 18:50:00.688613,1.47,1.47,1.4656546598181046,0.21509788988577733,3.7005402073459273,-1.5107815906891482,0.35714285714285715
2024-04-09 18:50:00.711848,1.47,1.47,1.4707002115953707,0.16805626174202942,3.8093904730874075,-1.5554188059447795,0.35714285714285715
2024-04-09 18:50:00.734880,1.47,1.47,1.4707060433300518,0.11984124332886203,3.954173776493201,-1.6147348441069969,0.35714285714285715
2024-04-09 18:50:00.757390,1.39,1.39,1.3952253473934564,-0.1158097662030397,5.20029538971234,-2.1250271824236853,0.35714285714285715
2024-04-09 18:50:00.779872,1.39,1.39,1.3891360358425011,-0.10657402722344636,4.976099623107877,-2.0332413628773525,0.35714285714285715
2024-04-09 18:50:00.802627,1.39,1.39,1.388850079229946,-0.08383949427397083,4.664056363633388,-1.9055110707372078,0.35714285714285715
2024-04-09 18:50:00.825045,1.39,1.39,1.3890000041518036,-0.06552873860864152,4.387384313406942,-1.7922714218405602,0.35714285714285715
2024-04-09 18:50:00.847734,1.385,1.385,1.384443489444468,-0.06443867887743882,4.2329869066268,-1.729082405173065,0.35714285714285715
2024-04-09 18:50:00.870524,1.39,1.39,1.388894185262375,-0.039118851631816824,3.92872957178923,-1.6045677954981097,0.35714285714285715
