,datetime,z_ref,z,z_hat,v_hat,alpha_1,alpha_0,tau
0,2024-04-09 18:49:52.379225,1.37,1.315,1.3694428677329429,0.8444671609015476,4.074833364757089,-1.6646842586894093,1.2907142857142857
1,2024-04-09 18:49:52.405685,1.37,1.315,1.3701604834344348,0.8380048884003741,4.074789424689194,-1.6647066424611734,1.2907142857142857
2,2024-04-09 18:49:52.430490,1.37,1.315,1.3701648755466351,0.8313612428366617,4.074744288530631,-1.6647296360380957,1.2907142857142857
3,2024-04-09 18:49:52.453831,1.375,1.315,1.3748159889069886,0.8388005633283662,4.0747946560136565,-1.664703976928393,1.2892857142857144
4,2024-04-09 18:49:52.477689,1.375,1.315,1.3751485465707851,0.8328167229213879,4.0747540016809305,-1.6647246882380455,1.2892857142857144
5,2024-04-09 18:49:52.502136,1.37,1.315,1.3704403513436536,0.8150468667102948,4.074633503203109,-1.6647860773953496,1.2907142857142857
6,2024-04-09 18:49:52.525468,1.375,1.315,1.3747323871509194,0.8258516197019343,4.0747067227926586,-1.6647487741356193,1.2892857142857144
7,2024-04-09 18:49:52.549231,1.375,1.315,1.375063560177343,0.8232912311318404,4.074689335034659,-1.6647576328859288,1.2892857142857144
8,2024-04-09 18:49:52.573510,1.385,1.315,1.3844517923669786,0.8454307464447289,4.074839283418257,-1.6646812352290867,1.2864285714285715
9,2024-04-09 18:49:52.597645,1.375,1.315,1.3757833701030784,0.8138185978688337,4.074625042711796,-1.6647903917323406,1.2892857142857144
10,2024-04-09 18:49:52.620975,1.375,1.315,1.3750541559542124,0.8116304294587832,4.074610233922134,-1.6647979370331305,1.2892857142857144
11,2024-04-09 18:49:52.644811,1.385,1.315,1.384379320993932,0.8366888498433402,4.074779932743702,-1.6647114710695825,1.2864285714285715
12,2024-04-09 18:49:52.668564,1.375,1.315,1.3757250073391385,0.807427811225892,4.074581737760905,-1.664812458745622,1.2892857142857144
13,2024-04-09 18:49:52.692215,1.385,1.315,1.384394761781174,0.8318601418111113,4.074747168094544,-1.6647281640538585,1.2864285714285715
14,2024-04-09 18:49:52.715480,1.37,1.315,1.371004387141704,0.7913155536487814,4.074472676811262,-1.6648680335450312,1.2907142857142857
15,2024-04-09 18:49:52.739099,1.375,1.315,1.3746208447925474,0.8066092669753351,4.074576282383877,-1.6648152392608957,1.29
16,2024-04-09 18:49:52.764762,1.375,1.315,1.3749380511622364,0.8091046045564521,4.074593207746979,-1.664806614419175,1.29
17,2024-04-09 18:49:52.788764,1.375,1.315,1.3749729879851915,0.8098998042239393,4.074600586799753,-1.6648028541139197,1.29
18,2024-04-09 18:49:52.813226,1.385,1.315,1.3843636483405282,0.8352873732681587,4.074013034448147,-1.6644032382043907,1.2864285714285715
19,2024-04-09 18:49:52.836692,1.385,1.315,1.3850990779387262,0.8310113847048544,4.074200857974376,-1.6645048132106106,1.2864285714285715
20,2024-04-09 18:49:52.860261,1.385,1.315,1.385118026840915,0.8262607406346771,4.074509151259184,-1.664660351306528,1.2864285714285715
21,2024-04-09 18:49:52.884741,1.375,1.315,1.3757062693879245,0.7977743768610384,4.075877563742156,-1.6653964374914785,1.2892857142857144
22,2024-04-09 18:49:52.908301,1.385,1.315,1.3843339632948175,0.8246394748013558,4.074981922532366,-1.6648635998481838,1.2864285714285715
23,2024-04-09 18:49:52.935149,1.385,1.315,1.3850315030156417,0.8233738061551374,4.075010408082543,-1.664883132227705,1.2864285714285715
24,2024-04-09 18:49:52.959155,1.385,1.315,1.3850666924499289,0.8206868126549022,4.075049256844816,-1.6649157152030905,1.2864285714285715
25,2024-04-09 18:49:52.982569,1.385,1.315,1.385052290143634,0.8185792924838526,4.07506745544765,-1.6649362513000174,1.2864285714285715
26,2024-04-09 18:49:53.006993,1.385,1.315,1.38503840594328,0.8170308310789266,4.075074260197309,-1.6649486527183228,1.2864285714285715
27,2024-04-09 18:49:53.032015,1.385,1.315,1.3850280018510963,0.8159013678058791,4.075075735726978,-1.66495626965861,1.2864285714285715
28,2024-04-09 18:49:53.055412,1.385,1.315,1.3850203962709842,0.8150782269235195,4.075074960566825,-1.6649610613637078,1.2864285714285715
29,2024-04-09 18:49:53.079250,1.375,1.315,1.375631248990905,0.7895917806095569,4.075009257522072,-1.6650923000867774,1.29
30,2024-04-09 18:49:53.104590,1.385,1.315,1.3842789679058014,0.8186875055914185,4.075119015438999,-1.6649565981272698,1.2864285714285715
31,2024-04-09 18:49:53.128110,1.375,1.315,1.375607797884352,0.7941493638128542,4.075005181058733,-1.6650622623645022,1.29
32,2024-04-09 18:49:53.151875,1.375,1.315,1.374922021192972,0.7972846769174541,4.075021777331917,-1.6650495220489636,1.29
33,2024-04-09 18:49:53.176472,1.37,1.315,1.3702072790424962,0.7889043210013895,4.074973806751514,-1.6650818061023622,1.2914285714285714
34,2024-04-09 18:49:53.200981,1.36,1.315,1.360481393107226,0.7694509842654532,4.074855879231311,-1.665154105531961,1.2942857142857143
35,2024-04-09 18:49:53.224582,1.37,1.315,1.3691455594959754,0.8039219324888648,4.075073613797238,-1.665029246195148,1.2914285714285714
36,2024-04-09 18:49:53.249389,1.36,1.315,1.3605085364957987,0.7833818559055648,4.074940378713227,-1.6651020529454772,1.2942857142857143
37,2024-04-09 18:49:53.274222,1.37,1.315,1.369233120626357,0.8143261684262139,4.075145296641637,-1.6649939168602388,1.2914285714285714
38,2024-04-09 18:49:53.298787,1.36,1.315,1.3605780783416388,0.7909846196478553,4.074988639077167,-1.6650745179363085,1.2942857142857143
39,2024-04-09 18:49:53.323809,1.36,1.315,1.359900677561573,0.7949798854305957,4.075015828098794,-1.665060784100188,1.2942857142857143
40,2024-04-09 18:49:53.347335,1.36,1.315,1.359883554532232,0.7996690110215111,4.075047936274439,-1.6650447809345996,1.2942857142857143
41,2024-04-09 18:49:53.371816,1.36,1.315,1.359911408634265,0.8032363889022726,4.075072491561471,-1.6650326606356092,1.2942857142857143
42,2024-04-09 18:49:53.397287,1.36,1.315,1.3599351192657627,0.8058486216285266,4.075090542140446,-1.665023813738897,1.2942857142857143
43,2024-04-09 18:49:53.426040,1.36,1.315,1.3599526857982671,0.8077531951546603,4.075103740708332,-1.6650173780130753,1.2942857142857143
44,2024-04-09 18:49:53.450363,1.355,1.315,1.3552737095000549,0.7966970268165837,4.075027242644161,-1.6650545403654238,1.2957142857142858
45,2024-04-09 18:49:53.474269,1.36,1.315,1.359608935982595,0.8124754714793622,4.075136686371505,-1.6650015165815375,1.2942857142857143
46,2024-04-09 18:49:53.498148,1.36,1.315,1.359973435966993,0.81354633299041,4.075144127572818,-1.6649979184737165,1.2942857142857143
47,2024-04-09 18:49:53.523588,1.36,1.315,1.36000250576371,0.8134441121609809,4.075143425201266,-1.6649982576187692,1.2942857142857143
48,2024-04-09 18:49:53.547115,1.355,1.315,1.3553118662758203,0.800850839144929,4.07505597120625,-1.665040442589798,1.2957142857142858
49,2024-04-09 18:49:53.570349,1.36,1.315,1.3596368970745094,0.8155028710877449,4.075157820382338,-1.664991349481598,1.2942857142857143
50,2024-04-09 18:49:53.594543,1.355,1.315,1.3553020230016692,0.8033083244834371,4.075073090833693,-1.6650321695913983,1.2957142857142858
51,2024-04-09 18:49:53.618018,1.355,1.315,1.3549596401866746,0.8049305498100018,4.0750844141890825,-1.6650267163182382,1.2957142857142858
