Date_Time,N,E,D,Lon,Lat,Height,hMSL,PVT_Lon,PVT_Lat,PVT_Height
2024-04-24 11:47:50.978749,-0.01,-6.36,-0.95,-59299220.0,545788574.0,61985.0,9532.0,-59299220.0,545788574.0,61985.0
2024-04-24 11:47:51.560655,-0.02,-6.35,-0.93,-59299217.0,545788573.0,62012.0,9558.0,-59299217.0,545788573.0,62012.0
2024-04-24 11:47:52.002672,0.0,-6.34,-0.95,-59299216.0,545788576.0,61992.0,9538.0,-59299216.0,545788576.0,61992.0
2024-04-24 11:47:52.524882,0.02,-6.33,-0.95,-59299214.0,545788577.0,61990.0,9536.0,-59299214.0,545788577.0,61990.0
2024-04-24 11:47:53.053880,0.02,-6.33,-0.96,-59299214.0,545788578.0,61979.0,9526.0,-59299214.0,545788578.0,61979.0
2024-04-24 11:47:53.533329,0.02,-6.33,-0.95,-59299214.0,545788577.0,61987.0,9533.0,-59299214.0,545788577.0,61987.0
2024-04-24 11:47:54.008424,0.01,-6.33,-0.97,-59299215.0,545788577.0,61963.0,9509.0,-59299215.0,545788577.0,61963.0
2024-04-24 11:47:54.516979,0.01,-6.33,-0.97,-59299214.0,545788577.0,61964.0,9511.0,-59299214.0,545788577.0,61964.0
2024-04-24 11:47:55.012914,0.03,-6.35,-1.02,-59299217.0,545788578.0,61915.0,9461.0,-59299217.0,545788578.0,61915.0
2024-04-24 11:47:55.509693,0.02,-6.35,-1.02,-59299218.0,545788578.0,61914.0,9461.0,-59299218.0,545788578.0,61914.0
2024-04-24 11:47:56.018427,0.01,-6.35,-1.01,-59299218.0,545788577.0,61924.0,9470.0,-59299218.0,545788577.0,61924.0
2024-04-24 11:47:56.533889,0.0,-6.35,-1.0,-59299217.0,545788576.0,61940.0,9487.0,-59299217.0,545788576.0,61940.0
2024-04-24 11:47:57.004817,0.0,-6.34,-1.0,-59299216.0,545788576.0,61938.0,9484.0,-59299216.0,545788576.0,61938.0
2024-04-24 11:47:57.568328,0.0,-6.33,-1.01,-59299215.0,545788575.0,61928.0,9474.0,-59299215.0,545788575.0,61928.0
2024-04-24 11:47:58.006982,0.0,-6.32,-1.01,-59299213.0,545788575.0,61925.0,9471.0,-59299213.0,545788575.0,61925.0
2024-04-24 11:47:58.545387,0.0,-6.32,-1.02,-59299213.0,545788575.0,61914.0,9461.0,-59299213.0,545788575.0,61914.0
2024-04-24 11:47:59.019933,0.0,-6.32,-1.03,-59299213.0,545788576.0,61911.0,9458.0,-59299213.0,545788576.0,61911.0
2024-04-24 11:47:59.520113,0.0,-6.33,-1.03,-59299214.0,545788576.0,61908.0,9455.0,-59299214.0,545788576.0,61908.0
2024-04-24 11:48:00.010318,0.01,-6.33,-1.03,-59299214.0,545788576.0,61910.0,9456.0,-59299214.0,545788576.0,61910.0
2024-04-24 11:48:00.522317,0.01,-6.32,-1.03,-59299213.0,545788576.0,61909.0,9456.0,-59299213.0,545788576.0,61909.0
2024-04-24 11:48:01.009401,0.01,-6.32,-1.02,-59299213.0,545788576.0,61914.0,9460.0,-59299213.0,545788576.0,61914.0
2024-04-24 11:48:01.526417,0.0,-6.33,-1.02,-59299214.0,545788576.0,61919.0,9465.0,-59299214.0,545788576.0,61919.0
2024-04-24 11:48:02.037443,0.0,-6.33,-1.02,-59299214.0,545788576.0,61921.0,9468.0,-59299214.0,545788576.0,61921.0
2024-04-24 11:48:02.503184,0.01,-6.32,-1.0,-59299213.0,545788576.0,61936.0,9483.0,-59299213.0,545788576.0,61936.0
2024-04-24 11:48:03.027447,0.0,-6.32,-0.99,-59299213.0,545788576.0,61946.0,9492.0,-59299213.0,545788576.0,61946.0
2024-04-24 11:48:03.518465,0.0,-6.24,-0.46,-59299201.0,545788576.0,62477.0,10023.0,-59299201.0,545788576.0,62477.0
2024-04-24 11:48:04.020189,0.0,-6.26,-0.47,-59299203.0,545788576.0,62470.0,10016.0,-59299203.0,545788576.0,62470.0
2024-04-24 11:48:04.506742,0.0,-6.25,-0.44,-59299202.0,545788575.0,62495.0,10041.0,-59299202.0,545788575.0,62495.0
2024-04-24 11:48:05.017886,0.0,-6.25,-0.43,-59299203.0,545788574.0,62503.0,10050.0,-59299203.0,545788574.0,62503.0
2024-04-24 11:48:05.553697,-0.01,-6.26,-0.41,-59299204.0,545788574.0,62524.0,10070.0,-59299204.0,545788574.0,62524.0
2024-04-24 11:48:06.014806,-0.01,-6.26,-0.41,-59299204.0,545788574.0,62526.0,10073.0,-59299204.0,545788574.0,62526.0
2024-04-24 11:48:06.535907,0.0,-6.26,-0.39,-59299204.0,545788575.0,62543.0,10090.0,-59299204.0,545788575.0,62543.0
2024-04-24 11:48:07.016905,0.0,-6.27,-0.39,-59299205.0,545788575.0,62547.0,10093.0,-59299205.0,545788575.0,62547.0
2024-04-24 11:48:07.575592,0.0,-6.25,-0.39,-59299202.0,545788575.0,62547.0,10093.0,-59299202.0,545788575.0,62547.0
2024-04-24 11:48:08.031934,-0.03,-6.28,-0.35,-59299207.0,545788572.0,62592.0,10138.0,-59299207.0,545788572.0,62592.0
2024-04-24 11:48:08.550442,-0.07,-6.33,-0.3,-59299214.0,545788568.0,62640.0,10186.0,-59299214.0,545788568.0,62640.0
2024-04-24 11:48:09.001835,-0.07,-6.32,-0.28,-59299213.0,545788568.0,62659.0,10205.0,-59299213.0,545788568.0,62659.0
2024-04-24 11:48:09.528468,-0.07,-6.31,-0.28,-59299211.0,545788569.0,62662.0,10208.0,-59299211.0,545788569.0,62662.0
2024-04-24 11:48:10.071395,-0.05,-6.31,-0.29,-59299211.0,545788570.0,62643.0,10190.0,-59299211.0,545788570.0,62643.0
2024-04-24 11:48:10.517670,-0.05,-6.32,-0.27,-59299212.0,545788570.0,62664.0,10210.0,-59299212.0,545788570.0,62664.0
2024-04-24 11:48:11.014583,-0.05,-6.31,-0.28,-59299212.0,545788571.0,62656.0,10203.0,-59299212.0,545788571.0,62656.0
2024-04-24 11:48:11.558768,-0.05,-6.31,-0.28,-59299212.0,545788570.0,62655.0,10202.0,-59299212.0,545788570.0,62655.0
2024-04-24 11:48:12.014201,-0.05,-6.32,-0.29,-59299213.0,545788570.0,62647.0,10194.0,-59299213.0,545788570.0,62647.0
2024-04-24 11:48:12.581938,-0.07,-6.33,-0.27,-59299215.0,545788569.0,62667.0,10214.0,-59299215.0,545788569.0,62667.0
2024-04-24 11:48:13.059484,-0.07,-6.33,-0.26,-59299214.0,545788568.0,62677.0,10224.0,-59299214.0,545788568.0,62677.0
2024-04-24 11:48:13.537078,-0.07,-6.33,-0.24,-59299214.0,545788569.0,62695.0,10242.0,-59299214.0,545788569.0,62695.0
2024-04-24 11:48:14.064930,-0.07,-6.34,-0.23,-59299215.0,545788568.0,62707.0,10253.0,-59299215.0,545788568.0,62707.0
2024-04-24 11:48:14.571604,-0.11,-6.38,-0.27,-59299223.0,545788565.0,62671.0,10218.0,-59299223.0,545788565.0,62671.0
2024-04-24 11:48:15.014857,-0.14,-6.43,-0.29,-59299231.0,545788562.0,62646.0,10193.0,-59299231.0,545788562.0,62646.0
2024-04-24 11:48:15.520561,-0.17,-6.45,-0.25,-59299232.0,545788560.0,62686.0,10233.0,-59299232.0,545788560.0,62686.0
2024-04-24 11:48:16.006592,-0.17,-6.47,-0.13,-59299236.0,545788559.0,62811.0,10357.0,-59299236.0,545788559.0,62811.0
2024-04-24 11:48:16.512300,-0.18,-6.5,0.03,-59299240.0,545788559.0,62974.0,10520.0,-59299240.0,545788559.0,62974.0
2024-04-24 11:48:16.989267,-0.18,-6.53,0.19,-59299246.0,545788558.0,63136.0,10683.0,-59299246.0,545788558.0,63136.0
2024-04-24 11:48:17.512639,-0.18,-6.57,0.34,-59299252.0,545788558.0,63284.0,10830.0,-59299252.0,545788558.0,63284.0
2024-04-24 11:48:18.013294,-0.19,-6.58,0.47,-59299254.0,545788558.0,63417.0,10963.0,-59299254.0,545788558.0,63417.0
2024-04-24 11:48:18.521453,0.01,-6.41,0.29,-59299227.0,545788576.0,63234.0,10781.0,-59299227.0,545788576.0,63234.0
2024-04-24 11:48:19.027775,0.0,-6.39,0.35,-59299224.0,545788576.0,63301.0,10848.0,-59299224.0,545788576.0,63301.0
2024-04-24 11:48:19.532248,0.05,-6.37,0.19,-59299220.0,545788580.0,63142.0,10688.0,-59299220.0,545788580.0,63142.0
