Date_Time,N,E,D,Lon,Lat,Height,hMSL,PVT_Lon,PVT_Lat,PVT_Height
2024-04-24 11:50:28.973595,0.05,-6.15,-0.78,-59299186.0,545788580.0,62160.0,9706.0,-59299186.0,545788580.0,62160.0
2024-04-24 11:50:29.033629,0.05,-6.15,-0.77,-59299187.0,545788580.0,62170.0,9717.0,-59299187.0,545788580.0,62170.0
2024-04-24 11:50:29.535849,0.06,-6.15,-0.77,-59299186.0,545788581.0,62166.0,9713.0,-59299186.0,545788581.0,62166.0
2024-04-24 11:50:30.039985,0.06,-6.15,-0.77,-59299186.0,545788581.0,62170.0,9716.0,-59299186.0,545788581.0,62170.0
2024-04-24 11:50:30.572339,0.06,-6.15,-0.77,-59299186.0,545788581.0,62165.0,9712.0,-59299186.0,545788581.0,62165.0
2024-04-24 11:50:31.020490,0.06,-6.15,-0.77,-59299187.0,545788581.0,62164.0,9711.0,-59299187.0,545788581.0,62164.0
2024-04-24 11:50:31.558708,0.05,-6.15,-0.77,-59299186.0,545788581.0,62166.0,9712.0,-59299186.0,545788581.0,62166.0
2024-04-24 11:50:32.046846,0.06,-6.15,-0.77,-59299187.0,545788581.0,62164.0,9711.0,-59299187.0,545788581.0,62164.0
2024-04-24 11:50:32.612086,0.06,-6.15,-0.78,-59299187.0,545788581.0,62160.0,9706.0,-59299187.0,545788581.0,62160.0
2024-04-24 11:50:33.050095,0.06,-6.15,-0.77,-59299187.0,545788581.0,62165.0,9712.0,-59299187.0,545788581.0,62165.0
2024-04-24 11:50:33.548570,0.05,-6.14,-0.78,-59299186.0,545788580.0,62161.0,9708.0,-59299186.0,545788580.0,62161.0
2024-04-24 11:50:34.025418,0.05,-6.15,-0.77,-59299186.0,545788581.0,62162.0,9709.0,-59299186.0,545788581.0,62162.0
2024-04-24 11:50:34.548729,0.06,-6.15,-0.77,-59299186.0,545788581.0,62165.0,9711.0,-59299186.0,545788581.0,62165.0
2024-04-24 11:50:35.057178,0.06,-6.15,-0.77,-59299186.0,545788581.0,62166.0,9712.0,-59299186.0,545788581.0,62166.0
2024-04-24 11:50:35.605880,0.06,-6.15,-0.77,-59299186.0,545788581.0,62164.0,9711.0,-59299186.0,545788581.0,62164.0
2024-04-24 11:50:36.029465,0.05,-6.14,-0.77,-59299186.0,545788580.0,62164.0,9711.0,-59299186.0,545788580.0,62164.0
2024-04-24 11:50:36.603346,0.05,-6.14,-0.77,-59299186.0,545788581.0,62168.0,9715.0,-59299186.0,545788581.0,62168.0
2024-04-24 11:50:37.046979,0.06,-6.15,-0.77,-59299187.0,545788581.0,62164.0,9711.0,-59299187.0,545788581.0,62164.0
2024-04-24 11:50:37.567420,0.05,-6.15,-0.77,-59299186.0,545788581.0,62164.0,9711.0,-59299186.0,545788581.0,62164.0
2024-04-24 11:50:38.047833,0.06,-6.14,-0.77,-59299185.0,545788581.0,62167.0,9713.0,-59299185.0,545788581.0,62167.0
2024-04-24 11:50:38.578593,0.06,-6.14,-0.76,-59299184.0,545788581.0,62174.0,9721.0,-59299184.0,545788581.0,62174.0
2024-04-24 11:50:39.026091,0.03,-6.15,-0.77,-59299187.0,545788578.0,62166.0,9713.0,-59299187.0,545788578.0,62166.0
2024-04-24 11:50:39.583323,-0.02,-6.14,-0.79,-59299185.0,545788573.0,62144.0,9690.0,-59299185.0,545788573.0,62144.0
2024-04-24 11:50:40.055800,-0.03,-6.12,-0.82,-59299182.0,545788572.0,62118.0,9665.0,-59299182.0,545788572.0,62118.0
2024-04-24 11:50:40.579346,0.0,-6.17,-0.79,-59299189.0,545788574.0,62146.0,9693.0,-59299189.0,545788574.0,62146.0
2024-04-24 11:50:41.038781,0.0,-6.24,-0.7,-59299200.0,545788574.0,62237.0,9783.0,-59299200.0,545788574.0,62237.0
2024-04-24 11:50:41.560090,-0.09,-6.31,-0.48,-59299211.0,545788567.0,62454.0,10000.0,-59299211.0,545788567.0,62454.0
2024-04-24 11:50:42.025112,-0.13,-6.29,-0.31,-59299209.0,545788563.0,62629.0,10175.0,-59299209.0,545788563.0,62629.0
2024-04-24 11:50:42.606297,-0.12,-6.15,-0.03,-59299186.0,545788564.0,62908.0,10454.0,-59299186.0,545788564.0,62908.0
2024-04-24 11:50:43.107796,-0.28,-5.96,0.17,-59299156.0,545788549.0,63120.0,10667.0,-59299156.0,545788549.0,63120.0
2024-04-24 11:50:43.632732,-0.56,-5.86,0.36,-59299141.0,545788524.0,63305.0,10851.0,-59299141.0,545788524.0,63305.0
2024-04-24 11:50:44.101339,-0.93,-5.76,0.58,-59299126.0,545788491.0,63524.0,11071.0,-59299126.0,545788491.0,63524.0
2024-04-24 11:50:44.588025,-1.22,-5.6,0.8,-59299102.0,545788465.0,63743.0,11289.0,-59299102.0,545788465.0,63743.0
2024-04-24 11:50:45.048528,-1.34,-5.4,1.08,-59299071.0,545788454.0,64029.0,11576.0,-59299071.0,545788454.0,64029.0
2024-04-24 11:50:45.548271,-1.38,-5.15,1.31,-59299032.0,545788451.0,64255.0,11801.0,-59299032.0,545788451.0,64255.0
2024-04-24 11:50:46.012639,-1.31,-4.91,1.57,-59298994.0,545788457.0,64521.0,12068.0,-59298994.0,545788457.0,64521.0
2024-04-24 11:50:46.530516,-1.08,-4.73,1.7,-59298966.0,545788478.0,64645.0,12192.0,-59298966.0,545788478.0,64645.0
2024-04-24 11:50:47.047908,-0.76,-4.54,1.54,-59298937.0,545788507.0,64485.0,12032.0,-59298937.0,545788507.0,64485.0
2024-04-24 11:50:47.571148,-0.5,-4.35,1.17,-59298908.0,545788530.0,64115.0,11662.0,-59298908.0,545788530.0,64115.0
2024-04-24 11:50:48.039635,-0.41,-4.19,0.7,-59298883.0,545788538.0,63645.0,11192.0,-59298883.0,545788538.0,63645.0
2024-04-24 11:50:48.548398,-0.6,-4.08,0.28,-59298867.0,545788521.0,63223.0,10770.0,-59298867.0,545788521.0,63223.0
2024-04-24 11:50:49.020637,-1.04,-4.15,0.07,-59298876.0,545788482.0,63015.0,10562.0,-59298876.0,545788482.0,63015.0
2024-04-24 11:50:49.552014,-1.52,-4.39,0.04,-59298914.0,545788438.0,62992.0,10538.0,-59298914.0,545788438.0,62992.0
2024-04-24 11:50:50.028608,-1.88,-4.65,0.02,-59298955.0,545788406.0,62970.0,10517.0,-59298955.0,545788406.0,62970.0
2024-04-24 11:50:50.550521,-1.88,-4.76,0.06,-59298972.0,545788406.0,63009.0,10556.0,-59298972.0,545788406.0,63009.0
2024-04-24 11:50:51.027810,-1.6,-4.63,0.29,-59298951.0,545788431.0,63233.0,10780.0,-59298951.0,545788431.0,63233.0
2024-04-24 11:50:51.546670,-1.32,-4.27,0.59,-59298897.0,545788456.0,63539.0,11086.0,-59298897.0,545788456.0,63539.0
2024-04-24 11:50:52.032323,-1.33,-3.82,0.97,-59298826.0,545788456.0,63914.0,11461.0,-59298826.0,545788456.0,63914.0
2024-04-24 11:50:52.560912,-1.74,-3.3,1.37,-59298746.0,545788418.0,64315.0,11861.0,-59298746.0,545788418.0,64315.0
2024-04-24 11:50:53.032171,-2.57,-2.84,1.61,-59298675.0,545788344.0,64560.0,12106.0,-59298675.0,545788344.0,64560.0
2024-04-24 11:50:53.575105,-3.55,-2.54,1.69,-59298628.0,545788256.0,64639.0,12186.0,-59298628.0,545788256.0,64639.0
2024-04-24 11:50:54.022375,-4.41,-2.43,1.63,-59298611.0,545788179.0,64582.0,12128.0,-59298611.0,545788179.0,64582.0
2024-04-24 11:50:54.536822,-4.98,-2.52,1.39,-59298624.0,545788127.0,64337.0,11884.0,-59298624.0,545788127.0,64337.0
2024-04-24 11:50:55.005821,-5.25,-2.73,1.01,-59298658.0,545788104.0,63960.0,11507.0,-59298658.0,545788104.0,63960.0
2024-04-24 11:50:55.525022,-5.3,-3.02,0.46,-59298703.0,545788099.0,63410.0,10956.0,-59298703.0,545788099.0,63410.0
2024-04-24 11:50:56.040899,-5.3,-3.31,-0.09,-59298747.0,545788099.0,62848.0,10395.0,-59298747.0,545788099.0,62848.0
2024-04-24 11:50:56.548229,-5.37,-3.55,-0.62,-59298784.0,545788092.0,62315.0,9862.0,-59298784.0,545788092.0,62315.0
2024-04-24 11:50:57.040810,-5.65,-3.68,-1.1,-59298804.0,545788067.0,61842.0,9389.0,-59298804.0,545788067.0,61842.0
