Date_Time,N,E,D,Lon,Lat,Height,hMSL,PVT_Lon,PVT_Lat,PVT_Height
2024-04-24 12:02:20.069916,0.05,-5.59,-0.49,-59299100.0,545788580.0,62449.0,9996.0,-59299100.0,545788580.0,62449.0
2024-04-24 12:02:20.550276,0.05,-5.59,-0.48,-59299100.0,545788580.0,62453.0,10000.0,-59299100.0,545788580.0,62453.0
2024-04-24 12:02:21.101241,0.05,-5.59,-0.48,-59299100.0,545788580.0,62452.0,9999.0,-59299100.0,545788580.0,62452.0
2024-04-24 12:02:21.547977,0.05,-5.59,-0.48,-59299100.0,545788580.0,62454.0,10000.0,-59299100.0,545788580.0,62454.0
2024-04-24 12:02:22.038513,0.05,-5.59,-0.48,-59299099.0,545788580.0,62457.0,10003.0,-59299099.0,545788580.0,62457.0
2024-04-24 12:02:22.558048,0.05,-5.59,-0.48,-59299099.0,545788580.0,62452.0,9999.0,-59299099.0,545788580.0,62452.0
2024-04-24 12:02:23.049924,0.06,-5.59,-0.48,-59299099.0,545788581.0,62453.0,10000.0,-59299099.0,545788581.0,62453.0
2024-04-24 12:02:23.602794,0.06,-5.6,-0.48,-59299101.0,545788581.0,62458.0,10004.0,-59299101.0,545788581.0,62458.0
2024-04-24 12:02:24.025509,0.06,-5.6,-0.49,-59299101.0,545788581.0,62446.0,9992.0,-59299101.0,545788581.0,62446.0
2024-04-24 12:02:24.543262,0.06,-5.59,-0.49,-59299100.0,545788581.0,62443.0,9989.0,-59299100.0,545788581.0,62443.0
2024-04-24 12:02:25.042651,0.06,-5.59,-0.49,-59299100.0,545788581.0,62445.0,9992.0,-59299100.0,545788581.0,62445.0
2024-04-24 12:02:25.546522,0.06,-5.59,-0.49,-59299099.0,545788581.0,62449.0,9995.0,-59299099.0,545788581.0,62449.0
2024-04-24 12:02:26.076751,0.06,-5.59,-0.49,-59299099.0,545788581.0,62447.0,9994.0,-59299099.0,545788581.0,62447.0
2024-04-24 12:02:26.554725,0.06,-5.58,-0.49,-59299098.0,545788581.0,62443.0,9990.0,-59299098.0,545788581.0,62443.0
2024-04-24 12:02:27.047484,0.07,-5.58,-0.49,-59299099.0,545788582.0,62443.0,9990.0,-59299099.0,545788582.0,62443.0
2024-04-24 12:02:27.538314,0.07,-5.58,-0.5,-59299099.0,545788582.0,62441.0,9988.0,-59299099.0,545788582.0,62441.0
