timestamp,throttle_ref,yaw,pitch,roll,tof_measurement,accX,accY,accZ,altitude_ref,RC_data,mot_FL,mot_FR,mot_BL,mot_BR,KF_altitutde_est,KF_velocity_z_est,KF_alpha_est,KF_beta_est
4250.64746,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4278.244164,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4344.904812,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4365.441071,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430.193256,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450.690886,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4495.142664,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.39,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4581.099497,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4677.095645,0.0,0.0,0.0,0.0,[-1.],0.0,0.0,0.0,-1,"0.0,0.0,0.0,1000.,0.390,0.34,0.134,1.0,17",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4789.616386,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.39,0.34,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
4999.63546,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.39,0.340,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5198.027237,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5376.805274,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5507.852571,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.135,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5657.063534,0.0,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"0.0,0.0,0.0,1000.,0.390,0.340,0.134,1.0,17",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
5917.992607,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.390,0.340,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
6065.387237,0.0042857142857143215,0.0,0.0,0.0,[-1.],-1.0,-1.0,-1.0,-1,"4.412,0.048,-0.04,1003.,0.39,0.340,0.134,0.995,16",-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0
